name_id,name,yrdb_id,ch_pinyin,attestation
nm_1113,壽張縣,yrdb884,shouzhang xian, ds_1159
nm_1114,壽陽城,yrdb885,shouyang cheng,us_40125
nm_1115,壽陽城,yrdb885,shouyang cheng, us_40264
nm_1116,封丘,yrdb886,feng qiu,ds_149
nm_1117,封丘,yrdb886,feng qiu, ds_1368
nm_1118,封丘,yrdb886,feng qiu, ds_932
nm_1119,封丘,yrdb886,feng qiu, ds_933
nm_1120,封丘,yrdb886,feng qiu, ds_97
nm_1121,封丘,yrdb886,feng qiu, ds_291
nm_1122,封丘,yrdb886,feng qiu, ds_718
nm_1123,封田,yrdb889,fengtian,us_30106
nm_1124,封陵,yrdb892,fengling,us_10069
nm_1125,射虎谷,yrdb893,shehu gu,us_20251
nm_1126,射陽湖,yrdb894,sheyanghu,ds_1729
nm_1127,將軍會堡,yrdb895,jiangjunhui bao,us_70045
nm_1128,將軍會堡,yrdb895,jiangjunhui bao, us_80648
nm_1129,將臺堡,yrdb896,jiangtai bao,us_80492
nm_1130,將陵埽,yrdb897,jiangling sao,ds_282
nm_1131,尉氏縣,yrdb898,weishi xian,ds_1193
nm_1132,小代堡,yrdb899,xiaodai bao,us_80655
nm_1133,小劉莊,yrdb900,xiaoliu zhuang,ds_706
nm_1134,小口,yrdb901,xiao kou,us_80955
nm_1135,小吳埽,yrdb902,xiaowu sao,ds_711
nm_1136,小壩子,yrdb903,xiaobazi,ds_700
nm_1137,小宋集,yrdb904,xiaosong ji,ds_709
nm_1138,小峽,yrdb905,xiaoxia,us_80325
nm_1139,小平津關,yrdb906,xiaopingjin guan,us_20232
nm_1140,小店,yrdb907,xiaodian,ds_701
nm_1141,小店堡,yrdb908,xiaodian bao,us_80705
nm_1142,小樓子,yrdb909,xiaolouzi,us_80398
nm_1143,小榆谷,yrdb910,xiaoyu gu,us_40253
nm_1144,小槐里,yrdb911,xiaohuaili,us_30022
nm_1145,小河口,yrdb912,xiaohe kou,ds_703
nm_1146,小流口,yrdb913,xiaoliu kou,ds_707
nm_1147,小浮橋,yrdb914,xiaofu qiao,ds_702
nm_1148,小清口,yrdb915,xiaoqing kou,ds_708
nm_1149,小潭溪,yrdb916,xiaotanxi,ds_710
nm_1150,小石口,yrdb917,xiaoshi kou,us_70143
nm_1151,小石口,yrdb917,xiaoshi kou, us_80842
nm_1152,小金堤,yrdb919,xiaojin di,ds_705
nm_1153,小黃村,yrdb920,xiaohuang cun,ds_704
nm_1154,少梁,yrdb921,shaoliang,us_10086
nm_1155,尚家口,yrdb922,shangjia kou,ds_1155
nm_1156,堯城鎮,yrdb923,yaocheng zhen,us_80692
nm_1157,屍鄉,yrdb924,shi xiang,us_20074
nm_1158,屍鄉,yrdb924,shi xiang, us_20231
nm_1159,屍鄉,yrdb924,shi xiang, us_30069
nm_1160,屍鄉,yrdb924,shi xiang, us_40180
nm_1161,尹家衛鎮,yrdb925,yinjiawei zhen,us_80243
nm_1162,屯子鎮,yrdb926,tunzi zhen,us_80554
nm_1163,屯氏河,yrdb927,tunshi he,ds_1741
nm_1164,屯留,yrdb928,tunliu,us_20034
nm_1165,山東,yrdb929,shandong,ds_14
nm_1166,山東,yrdb929,shandong, ds_25
nm_1167,山東,yrdb929,shandong, ds_47
nm_1168,山東,yrdb929,shandong, ds_231
nm_1169,山東,yrdb929,shandong, ds_236
nm_1170,山東,yrdb929,shandong, ds_254
nm_1171,山東,yrdb929,shandong, ds_286
nm_1172,山東,yrdb929,shandong, ds_339
nm_1173,山東,yrdb929,shandong, ds_351
nm_1174,山東,yrdb929,shandong, ds_361
nm_1175,山東,yrdb929,shandong, ds_364
nm_1176,山東,yrdb929,shandong, ds_433
nm_1177,山東,yrdb929,shandong, ds_467
nm_1178,山東,yrdb929,shandong, ds_548
nm_1179,山東,yrdb929,shandong, ds_562
nm_1180,山東,yrdb929,shandong, ds_575
nm_1181,山東,yrdb929,shandong, ds_585
nm_1182,山東,yrdb929,shandong, ds_602
nm_1183,山東,yrdb929,shandong, ds_632
nm_1184,山東,yrdb929,shandong, ds_647
nm_1185,山東,yrdb929,shandong, ds_654
nm_1186,山東,yrdb929,shandong, ds_698
nm_1187,山東,yrdb929,shandong, ds_709
nm_1188,山東,yrdb929,shandong, ds_749
nm_1189,山東,yrdb929,shandong, ds_788
nm_1190,山東,yrdb929,shandong, ds_792
nm_1191,山東,yrdb929,shandong, ds_842
nm_1192,山東,yrdb929,shandong, ds_887
nm_1193,山東,yrdb929,shandong, ds_1034
nm_1194,山東,yrdb929,shandong, ds_1051
nm_1195,山東,yrdb929,shandong, ds_1356
nm_1196,山東,yrdb929,shandong, ds_1638
nm_1197,山東,yrdb929,shandong, ds_1639
nm_1198,山東,yrdb929,shandong, ds_1640
nm_1199,山東,yrdb929,shandong, ds_1782
nm_1200,山東西路,yrdb930,shandongxi lu,ds_1641
nm_1201,山丹縣,yrdb931,shandan xian,ds_1145
nm_1202,山安廳,yrdb932,shanan ting,ds_1144
nm_1203,山寨鎮,yrdb933,shanzhai zhen,us_81148
nm_1204,山河鎮,yrdb934,shanhe zhen,us_80583
nm_1205,山盱廳,yrdb935,shanxu ting,ds_1146
nm_1206,山西,yrdb936,shanxi,ds_212
nm_1207,山西,yrdb936,shanxi, ds_766
nm_1208,山西,yrdb936,shanxi, ds_1460
nm_1209,山西,yrdb936,shanxi, ds_1642
nm_1210,山西,yrdb936,shanxi, ds_1783
nm_1211,山門鎮,yrdb937,shanmen zhen,us_80547
nm_1212,山陽,yrdb938,shanyang,ds_204
nm_1213,山陽,yrdb938,shanyang, ds_228
nm_1214,山陽,yrdb938,shanyang, ds_377
nm_1215,山陽,yrdb938,shanyang, ds_382
nm_1216,山陽,yrdb938,shanyang, ds_423
nm_1217,山陽,yrdb938,shanyang, ds_499
nm_1218,山陽,yrdb938,shanyang, ds_511
nm_1219,山陽,yrdb938,shanyang, ds_688
nm_1220,山陽,yrdb938,shanyang, ds_1147
nm_1221,山陽縣,yrdb939,shanyang xian,ds_800
nm_1222,岑原丘,yrdb940,cenyuan qiu,us_40184
nm_1223,岔口,yrdb941,cha kou,us_80104
nm_1224,岔口,yrdb941,cha kou, us_80135
nm_1225,岔口村,yrdb942,chakou cun,us_80679
nm_1226,嵐關坪,yrdb943,languan ping,us_80385
nm_1227,嵐州,yrdb944,lan zhou,ds_1439
nm_1228,關子嶺,yrdb945,guanzi ling,us_80750
nm_1229,關子嶺,yrdb945,guanzi ling, us_70067
nm_1230,岱嶽鎮,yrdb946,daiyue zhen,us_80846
nm_1231,嶽州,yrdb947,yue zhou,ds_1559
nm_1232,嶽新莊,yrdb948,yuexin zhuang,ds_799
nm_1233,岷州,yrdb949,min zhou,ds_1450
nm_1234,岸門,yrdb950,anmen,us_10088
nm_1235,峽口,yrdb951,xia kou,us_80432
nm_1236,峽城,yrdb952,xia cheng,us_81111
nm_1237,峽州,yrdb953,xia zhou,ds_1516
nm_1238,峣關,yrdb954,yao guan,us_20054
nm_1239,峣關,yrdb954,yao guan, us_30126
nm_1240,峣關,yrdb954,yao guan, us_40017
nm_1241,峪口鎮,yrdb955,yukou zhen,us_80718
nm_1242,峰山,yrdb956,feng shan,ds_552
nm_1243,峰山,yrdb956,feng shan, ds_1172
nm_1244,嶗峪口,yrdb957,laoyu kou,us_80236
nm_1245,崇正鎮,yrdb958,chongzheng zhen,us_80296
nm_1246,崇福埽,yrdb959,chongfu sao,ds_79
nm_1247,崇禧寺,yrdb960,chongxi si,us_81048
nm_1248,崇賢堡,yrdb961,chongxian bao,us_80988
nm_1249,崇陽鎮,yrdb962,chongyang zhen,us_70369
nm_1250,崔家口,yrdb963,cuijia kou,ds_80
nm_1251,崔家崖,yrdb964,cuijiaya,us_81107
nm_1252,崔楊壩,yrdb965,cuiyang ba,ds_81
nm_1253,崔鎮,yrdb966,cui zhen,ds_82
nm_1254,崿阪,yrdb967,eban,us_40097
nm_1255,嵩縣,yrdb968,song xian,ds_1166
nm_1256,嶑水,yrdb969,xiang shui,ds_1749
nm_1257,巉口關,yrdb971,chankou guan,us_70187
nm_1258,巉口關,yrdb971,chankou guan, us_80507
nm_1259,工巴寺,yrdb972,gongba si,us_80321
nm_1260,左國城,yrdb973,zuoguo cheng,us_30095
nm_1261,左國城,yrdb973,zuoguo cheng, us_40013
nm_1262,巧爾極,yrdb974,qiaoerji,us_81076
nm_1263,巨野,yrdb975,juye,ds_1034
nm_1264,鞏縣,yrdb976,gong xian,ds_380
nm_1265,巴公鎮,yrdb977,bagong zhen,us_80956
nm_1266,巴爾蘇海,yrdb978,baersuhai,us_81020
nm_1267,巴州驛,yrdb979,bazhou yi,us_80357
nm_1268,巴暖三川營,yrdb980,banuansanchuan ying,us_80358
nm_1269,巴燕灘,yrdb981,bayan tan,us_80312
nm_1270,巴顏喀拉山,yrdb982,bayankala shan,ds_1671
nm_1271,布爾汗兔,yrdb983,buerhantu,us_81047
nm_1272,師同橋,yrdb984,shitong qiao,us_70065
nm_1273,師家寨,yrdb985,shijia zhai,us_80076
nm_1274,席家堡站,yrdb986,xijiapu zhan,us_70439
nm_1275,常樂堡,yrdb987,changle bao,us_80051
nm_1276,常樂鎮,yrdb988,changle zhen,us_80940
nm_1277,常樂驛,yrdb989,changle yi,ds_57
nm_1278,常信堡,yrdb990,changxin bao,us_70229
nm_1279,常頭壩,yrdb991,changtou ba,ds_58
nm_1280,常州,yrdb992,chang zhou,ds_1337
nm_1281,常石頭堡,yrdb993,changshitou bao,us_80302
nm_1282,幹河鎮,yrdb994,ganhe zhen,us_80784
nm_1283,幹鹽池堡,yrdb995,ganyanchi bao,us_70188
nm_1284,平樂觀,yrdb996,pingleguan,us_20220
nm_1285,平樂觀,yrdb996,pingleguan, us_40168
nm_1286,平涼,yrdb997,pingliang,ds_1107
nm_1287,平刑關,yrdb998,pingxing guan,us_70146
nm_1288,平刑關,yrdb998,pingxing guan, us_80840
nm_1289,平南川,yrdb999,pingnan chuan,us_80539
nm_1290,平原,yrdb1000,pingyuan,ds_145
nm_1291,平原縣,yrdb1001,pingyuan xian,ds_1113
nm_1292,平縣,yrdb1002,ping xian,us_40154
nm_1293,平縣,yrdb1002,ping xian, us_40163
nm_1294,平周,yrdb1003,pingzhou,us_10040
nm_1295,平城堡,yrdb1004,pingcheng bao,us_80369
nm_1296,平城鎮,yrdb1005,pingcheng zhen,us_80970
nm_1297,平子鎮,yrdb1006,pingzi zhen,us_80582
nm_1298,平安鎮,yrdb1007,pingan zhen,ds_450
nm_1299,平山墩,yrdb1008,pingshandun,us_70300
nm_1300,平晉,yrdb1009,pingjin,ds_1106
nm_1301,平渡關,yrdb1010,pingdu guan,us_70014
nm_1302,平渡關,yrdb1010,pingdu guan, us_80809
nm_1303,平灘堡,yrdb1011,pingtan bao,us_80395
nm_1304,平灘堡,yrdb1011,pingtan bao, us_70430
nm_1305,平潭站,yrdb1013,pingtan zhan,us_70397
nm_1306,平絨驛,yrdb1014,pingrong yi,us_80350
nm_1307,平羅,yrdb1015,pingluo,ds_1109
nm_1308,平羌堡,yrdb1016,pingqiang bao,us_70220
nm_1309,平羌堡,yrdb1016,pingqiang bao, us_80442
nm_1310,平舒,yrdb1017,pingshu,us_20009
nm_1311,平舒,yrdb1017,pingshu, us_40029
nm_1312,平襄,yrdb1018,pingxiang,us_40027
nm_1313,平譚城,yrdb1019,pingtan cheng,us_40124
nm_1314,平遙縣,yrdb1020,pingyao xian,ds_1111
nm_1315,平邑,yrdb1021,ping yi,us_20042
nm_1316,平邑,yrdb1021,ping yi, us_10152
nm_1317,平陽,yrdb1022,pingyang,ds_1110
nm_1318,平陰,yrdb1023,pingyin,us_10150
nm_1319,平陰,yrdb1023,pingyin, ds_1112
nm_1320,平陰,yrdb1023,pingyin, ds_71
nm_1321,平陸,yrdb1025,pinglu,ds_451
nm_1322,平陸,yrdb1025,pinglu, ds_1108
nm_1323,平順,yrdb1027,pingshun,us_80987
nm_1324,並州,yrdb1028,bing zhou,ds_1329
nm_1325,幸城,yrdb1029,xing cheng,us_40110
nm_1326,幽州,yrdb1030,you zhou,ds_1554
nm_1327,廣宗寺,yrdb1031,guangzong si,us_80446
nm_1328,廣平,yrdb1032,guangping,ds_964
nm_1329,廣德,yrdb1033,guangde,ds_962
nm_1330,廣武,yrdb1034,guangwu,ds_551
nm_1331,廣武,yrdb1034,guangwu, us_20185
nm_1332,廣武,yrdb1034,guangwu, us_20079
nm_1333,廣武,yrdb1034,guangwu, us_10003
nm_1334,廣武城,yrdb1035,guangwu cheng,us_40236
nm_1335,廣武埽,yrdb1036,guangwu sao,ds_184
nm_1336,廣武埽,yrdb1036,guangwu sao, ds_965
nm_1337,廣武埽,yrdb1036,guangwu sao, ds_966
nm_1338,廣武山,yrdb1037,guangwu shan,ds_1638
nm_1339,廣武山官莊峪,yrdb1038,guangwushanguanzhuangyu,ds_1690
nm_1340,廣武莊,yrdb1039,guangwu zhuang,us_70020
nm_1341,廣武莊,yrdb1039,guangwu zhuang, us_80764
nm_1342,廣武站,yrdb1040,guangwu zhan,us_70404
nm_1343,廣武站,yrdb1040,guangwu zhan, us_20044
nm_1344,廣武營,yrdb1041,guangwu ying,us_70106
nm_1345,廣濟,yrdb1042,guangji,ds_963
nm_1346,廣濟渠,yrdb1043,guangji qu,ds_1688
nm_1347,五當招,yrdb1044,wudangzhao,us_81084
nm_1348,廣通渠,yrdb1045,guangtong qu,ds_1689
nm_1349,廣阿,yrdb1046,guanga,ds_961
nm_1350,莊浪,yrdb1047,zhuanglang,us_80497
nm_1351,慶元路,yrdb1048,qingyuan lu,ds_1636
nm_1352,慶州,yrdb1049,qing zhou,ds_1472
nm_1353,慶都,yrdb1050,qingdu,ds_1135
nm_1354,慶陽,yrdb1051,qingyang,ds_1136
nm_1355,環縣,yrdb1052,huan xian,ds_1471
nm_1356,廬州,yrdb1053,lu zhou,ds_1076
nm_1357,廬州,yrdb1053,lu zhou, ds_1445
nm_1358,應吉理站,yrdb1054,yingjili zhan,us_70487
nm_1359,應城,yrdb1055,ying cheng,us_40111
nm_1360,應天府,yrdb1056,yingtian fu,ds_1550
nm_1361,底店鎮,yrdb1057,didian zhen,us_81140
nm_1362,底廟,yrdb1058,di miao,us_80201
nm_1363,店頭,yrdb1059,diantou,us_80151
nm_1364,店子峽,yrdb1060,dianzixia,us_81142
nm_1365,店子川,yrdb1061,dianzi chuan,us_80383
nm_1366,店張鎮,yrdb1062,dianzhang zhen,us_80220
nm_1367,廟前鎮,yrdb1063,miaoqian zhen,us_80914
nm_1368,廟灣,yrdb1064,miao wan,us_80204
nm_1369,廟道口,yrdb1065,miaodao kou,ds_414
nm_1370,府店鎮,yrdb1066,fudian zhen,us_80029
nm_1371,胖家屯,yrdb1067,pangjia tun,ds_444
nm_1372,康家寨,yrdb1068,kangjia zhai,us_80327
nm_1373,康家崖,yrdb1069,kangjiaya,us_80381
nm_1374,康成鎮,yrdb1070,kangcheng zhen,us_80769
nm_1375,廓州,yrdb1071,kuo zhou,ds_1437
nm_1376,延安,yrdb1072,yanan,ds_1252
nm_1377,延安路,yrdb1073,yanan lu,ds_937
nm_1378,延安鎮,yrdb1074,yanan zhen,ds_742
nm_1379,延壽城,yrdb1075,yanshou cheng,us_20071
nm_1380,延壽城,yrdb1075,yanshou cheng, us_30068
nm_1381,延壽城,yrdb1075,yanshou cheng, us_40098
nm_1382,延州,yrdb1076,yan zhou,ds_1537
nm_1383,延水關,yrdb1077,yanshui guan,us_70352
nm_1384,延水關,yrdb1077,yanshui guan, us_80109
nm_1385,延津縣,yrdb1078,yanjin xian,ds_9
nm_1386,延津縣,yrdb1078,yanjin xian, ds_1253
nm_1387,建義口,yrdb1079,jianyi kou,ds_279
nm_1388,建威城,yrdb1080,jianwei cheng,us_20242
nm_1389,建安堡,yrdb1081,jianan bao,us_70337
nm_1390,建安堡,yrdb1081,jianan bao, us_80049
nm_1391,建莊,yrdb1082,jian zhuang,us_80155
nm_1392,建康府,yrdb1083,jiankang fu,ds_1411
nm_1393,建章宮,yrdb1084,jianzhang gong,us_20084
nm_1394,開城,yrdb1085,kai cheng,us_70199
nm_1395,開城,yrdb1085,kai cheng, us_80488
nm_1396,開封,yrdb1086,kaifeng,ds_48
nm_1397,開封,yrdb1086,kaifeng, ds_75
nm_1398,開封,yrdb1086,kaifeng, ds_77
nm_1399,開封,yrdb1086,kaifeng, ds_135
nm_1400,開封,yrdb1086,kaifeng, ds_171
nm_1401,開封,yrdb1086,kaifeng, ds_182
nm_1402,開封,yrdb1086,kaifeng, ds_190
nm_1403,開封,yrdb1086,kaifeng, ds_217
nm_1404,開封,yrdb1086,kaifeng, ds_218
nm_1405,開封,yrdb1086,kaifeng, ds_250
nm_1406,開封,yrdb1086,kaifeng, ds_257
nm_1407,開封,yrdb1086,kaifeng, ds_260
nm_1408,開封,yrdb1086,kaifeng, ds_264
nm_1409,開封,yrdb1086,kaifeng, ds_288
nm_1410,開封,yrdb1086,kaifeng, ds_294
nm_1411,開封,yrdb1086,kaifeng, ds_296
nm_1412,開封,yrdb1086,kaifeng, ds_300
nm_1413,開封,yrdb1086,kaifeng, ds_358
nm_1414,開封,yrdb1086,kaifeng, ds_411
nm_1415,開封,yrdb1086,kaifeng, ds_435
nm_1416,開封,yrdb1086,kaifeng, ds_454
nm_1417,開封,yrdb1086,kaifeng, ds_523
nm_1418,開封,yrdb1086,kaifeng, ds_557
nm_1419,開封,yrdb1086,kaifeng, ds_572
nm_1420,開封,yrdb1086,kaifeng, ds_591
nm_1421,開封,yrdb1086,kaifeng, ds_776
nm_1422,開封,yrdb1086,kaifeng, ds_790
nm_1423,開封,yrdb1086,kaifeng, ds_808
nm_1424,開封,yrdb1086,kaifeng, ds_811
nm_1425,開封,yrdb1086,kaifeng, ds_868
nm_1426,開封,yrdb1086,kaifeng, ds_894
nm_1427,開封,yrdb1086,kaifeng, ds_1224
nm_1428,開封,yrdb1086,kaifeng, ds_1433
nm_1429,開封,yrdb1086,kaifeng, ds_1421
nm_1430,開封,yrdb1086,kaifeng, ds_1434
nm_1431,開封,yrdb1086,kaifeng, ds_155
nm_1432,開封,yrdb1086,kaifeng, ds_318
nm_1433,開封,yrdb1086,kaifeng, ds_547
nm_1434,開封,yrdb1086,kaifeng, ds_932
nm_1435,開封,yrdb1086,kaifeng, ds_1251
nm_1436,開封,yrdb1086,kaifeng, ds_1327
nm_1437,開封,yrdb1086,kaifeng, ds_880
nm_1438,開封縣,yrdb1088,kaifeng xian,ds_557
nm_1439,開封府,yrdb1089,kaifeng fu,ds_88
nm_1440,開封府,yrdb1089,kaifeng fu, ds_580
nm_1441,開封府,yrdb1089,kaifeng fu, ds_1193
nm_1442,開封府,yrdb1089,kaifeng fu, ds_1271
nm_1443,開封府,yrdb1089,kaifeng fu, ds_1263
nm_1444,開州,yrdb1090,kai zhou,ds_100
nm_1445,開州,yrdb1090,kai zhou, ds_287
nm_1446,開州,yrdb1090,kai zhou, ds_1040
nm_1447,開州,yrdb1090,kai zhou, ds_1118
nm_1448,開州,yrdb1090,kai zhou, ds_1435
nm_1449,開柵堡,yrdb1091,kaizha bao,us_80688
nm_1450,開邊寨,yrdb1092,kaibian zhai,us_80551
nm_1451,弓門鎮,yrdb1093,gongmen zhen,us_81181
nm_1452,弘賜堡,yrdb1094,hongci bao,us_70126
nm_1453,張為村,yrdb1095,zhangwei cun,ds_820
nm_1454,張義堡,yrdb1096,zhangyi bao,us_80490
nm_1455,張亮堡,yrdb1097,zhangliang bao,us_70230
nm_1456,張蘭鎮,yrdb1098,zhanglan zhen,us_80747
nm_1457,張凈鎮,yrdb1099,zhangjing zhen,us_80882
nm_1458,張包口,yrdb1100,zhangbao kou,ds_803
nm_1459,張家,yrdb1101,zhangjia,ds_219
nm_1460,張家口,yrdb1102,zhangjia kou,ds_807
nm_1461,張家坪,yrdb1103,zhangjia ping,us_80055
nm_1462,張家屯,yrdb1104,zhangjia tun,ds_810
nm_1463,張家川,yrdb1105,zhangjia chuan,us_70261
nm_1464,張家川,yrdb1105,zhangjia chuan, us_80549
nm_1465,張家川鎮,yrdb1106,zhangjiachuan zhen,us_80766
nm_1466,張家莊,yrdb1107,zhangjia zhuang,ds_813
nm_1467,張家莊,yrdb1107,zhangjia zhuang, ds_814
nm_1468,張家莊,yrdb1107,zhangjia zhuang, ds_815
nm_1469,張家莊,yrdb1107,zhangjia zhuang, ds_816
nm_1470,張家支門,yrdb1108,zhangjiazhimen,ds_812
nm_1471,張家樓,yrdb1109,zhangjialou,ds_808
nm_1472,張家灣,yrdb1110,zhangjia wan,ds_811
nm_1473,張家灘,yrdb1111,zhangjia tan,us_80112
nm_1474,張家馬路,yrdb1112,zhangjiama lu,ds_809
nm_1475,張嶽鎮,yrdb1113,zhangyue zhen,us_80918
nm_1476,張莊運口,yrdb1114,zhangzhuangyun kou,ds_822
nm_1477,張店鎮,yrdb1115,zhangdian zhen,us_80935
nm_1478,張恩堡,yrdb1116,zhangen bao,us_80425
nm_1479,張成口,yrdb1117,zhangcheng kou,ds_804
nm_1480,張成堡,yrdb1118,zhangcheng bao,us_81123
nm_1481,張易堡,yrdb1119,zhangyi bao,us_70200
nm_1482,張村,yrdb1120,zhang cun,ds_805
nm_1483,張村鎮,yrdb1121,zhangcun zhen,us_80134
nm_1484,張楊城,yrdb1122,zhangyang cheng,us_40069
nm_1485,張澤濼,yrdb1123,zhangzeluo,ds_821
nm_1486,張洪鎮,yrdb1124,zhanghong zhen,us_80198
nm_1487,張福堤,yrdb1125,zhangfu di,ds_806
nm_1488,張秋,yrdb1126,zhangqiu,ds_289
nm_1489,張秋,yrdb1126,zhangqiu, ds_819
nm_1490,張秋鎮,yrdb1127,zhangqiu zhen,ds_818
nm_1491,濮陽濼,yrdb1128,zhangqiuzhenpuyangluo,ds_819
nm_1492,張見口,yrdb1129,zhangjian kou,ds_817
nm_1493,張金村,yrdb1130,zhangjin cun,us_80033
nm_1494,彌混戍,yrdb1131,mihunshu,us_40301
nm_1495,強家沙窩,yrdb1132,qiangjiashawo,us_80430
nm_1496,歸義,yrdb1133,guiyi,ds_969
nm_1497,歸義城,yrdb1134,guiyi cheng,us_20240
nm_1498,歸仁堤,yrdb1135,guiren di,ds_185
nm_1499,歸化城,yrdb1136,guihua cheng,ds_968
nm_1500,歸化城,yrdb1136,guihua cheng, us_70031
nm_1501,歸德,yrdb1138,guide,us_20255
nm_1502,歸德府,yrdb1139,guide fu,ds_1175
nm_1503,歸德府,yrdb1139,guide fu, ds_8
nm_1504,歸德府,yrdb1139,guide fu, ds_119
nm_1505,歸德府,yrdb1139,guide fu, ds_186
nm_1506,歸德府,yrdb1139,guide fu, ds_444
nm_1507,歸德府,yrdb1139,guide fu, ds_700
nm_1508,歸德府,yrdb1139,guide fu, ds_723
nm_1509,歸德府,yrdb1139,guide fu, ds_778
nm_1510,歸德府,yrdb1139,guide fu, ds_967
nm_1511,歸德府,yrdb1139,guide fu, ds_1099
nm_1512,歸德府,yrdb1139,guide fu, ds_1275
nm_1513,歸德府,yrdb1139,guide fu, ds_1377
nm_1514,歸德府,yrdb1139,guide fu, ds_1378
nm_1515,歸德堡,yrdb1141,guide bao,us_70329
nm_1516,歸德堡,yrdb1141,guide bao, us_80053
nm_1517,當原城,yrdb1143,dangyuan cheng,us_40210
nm_1518,當階城,yrdb1144,dangjie cheng,us_40084
nm_1519,彘,yrdb1145,zhi,us_10043
nm_1520,彤,yrdb1146,tong,us_10098
nm_1521,彭城,yrdb1147,peng cheng,ds_1103
nm_1522,彭婆鎮,yrdb1148,pengpo zhen,us_80025
nm_1523,彭家灘,yrdb1149,pengjia tan,ds_445
nm_1524,彰德,yrdb1150,zhangde,ds_1296
nm_1525,征,yrdb1151,zheng,us_20010
nm_1526,徐,yrdb1152,xu,ds_1247
nm_1527,徐升鎮,yrdb1153,xusheng zhen,ds_736
nm_1528,徐國,yrdb1154,xu guo,ds_1657
nm_1529,徐城,yrdb1155,xu cheng,ds_1248
nm_1530,徐家口,yrdb1156,xujia kou,ds_732
nm_1531,徐家莊,yrdb1157,xujia zhuang,ds_735
nm_1532,徐家沙窩,yrdb1158,xujiashawo,ds_733
nm_1533,徐家灣,yrdb1159,xujia wan,ds_734
nm_1534,徐州,yrdb1160,xu zhou,ds_34
nm_1535,徐州,yrdb1160,xu zhou, ds_86
nm_1536,徐州,yrdb1160,xu zhou, ds_90
nm_1537,徐州,yrdb1160,xu zhou, ds_147
nm_1538,徐州,yrdb1160,xu zhou, ds_172
nm_1539,徐州,yrdb1160,xu zhou, ds_192
nm_1540,徐州,yrdb1160,xu zhou, ds_238
nm_1541,徐州,yrdb1160,xu zhou, ds_247
nm_1542,徐州,yrdb1160,xu zhou, ds_261
nm_1543,徐州,yrdb1160,xu zhou, ds_311
nm_1544,徐州,yrdb1160,xu zhou, ds_314
nm_1545,徐州,yrdb1160,xu zhou, ds_321
nm_1546,徐州,yrdb1160,xu zhou, ds_385
nm_1547,徐州,yrdb1160,xu zhou, ds_419
nm_1548,徐州,yrdb1160,xu zhou, ds_436
nm_1549,徐州,yrdb1160,xu zhou, ds_437
nm_1550,徐州,yrdb1160,xu zhou, ds_464
nm_1551,徐州,yrdb1160,xu zhou, ds_490
nm_1552,徐州,yrdb1160,xu zhou, ds_560
nm_1553,徐州,yrdb1160,xu zhou, ds_636
nm_1554,徐州,yrdb1160,xu zhou, ds_682
nm_1555,徐州,yrdb1160,xu zhou, ds_701
nm_1556,徐州,yrdb1160,xu zhou, ds_702
nm_1557,徐州,yrdb1160,xu zhou, ds_751
nm_1558,徐州,yrdb1160,xu zhou, ds_1103
nm_1559,徐州,yrdb1160,xu zhou, ds_1131
nm_1560,徐州,yrdb1160,xu zhou, ds_1530
nm_1561,徐州,yrdb1160,xu zhou, ds_1531
nm_1562,徐州,yrdb1160,xu zhou, ds_1532
nm_1563,徐溝,yrdb1161,xu gou,ds_1249
nm_1564,徐溪口,yrdb1162,xuxi kou,ds_737
nm_1565,得勝堡,yrdb1163,desheng bao,us_80824
nm_1566,微子鎮,yrdb1165,weizi zhen,us_80984
nm_1567,微子鎮,yrdb1165,weizi zhen, us_40113
nm_1568,德州,yrdb1166,de zhou,ds_1120
nm_1569,德州,yrdb1166,de zhou, ds_1352
nm_1570,德平縣,yrdb1167,deping xian,ds_909
nm_1571,德清軍,yrdb1168,deqing jun,ds_910
nm_1572,德清軍,yrdb1168,deqing jun, ds_1350
nm_1573,德勝寨,yrdb1169,desheng zhai,us_70438
nm_1574,德順,yrdb1170,deshun,ds_911
nm_1575,德順軍,yrdb1171,deshun jun,ds_1351
nm_1576,忠州,yrdb1172,zhong zhou,ds_1568
nm_1577,忻口,yrdb1173,xin kou,us_80866
nm_1578,忻口,yrdb1173,xin kou, us_70101
nm_1579,忻州,yrdb1175,xin zhou,ds_1521
nm_1580,忻都城,yrdb1176,xindu cheng,us_70297
nm_1581,懷,yrdb1177,huai,ds_993
nm_1582,懷慶府,yrdb1181,huaiqing fu,ds_996
nm_1583,懷慶府,yrdb1181,huaiqing fu, ds_1597
nm_1584,懷慶府,yrdb1181,huaiqing fu, ds_1002
nm_1585,懷慶府,yrdb1181,huaiqing fu, ds_1448
nm_1586,懷慶府,yrdb1181,huaiqing fu, ds_1395
nm_1587,懷朔,yrdb1183,huaishuo,us_40274
nm_1588,懷朔,yrdb1183,huaishuo, us_40280
nm_1589,懷朔,yrdb1183,huaishuo, ds_995
nm_1590,懷荒,yrdb1184,huaihuang,ds_994
nm_1591,懷遠,yrdb1185,huaiyuan,ds_997
nm_1592,懷遠堡,yrdb1186,huaiyuan bao,us_70328
nm_1593,思巴斯關,yrdb1187,sibasi guan,us_81089
nm_1594,思野堡,yrdb1188,siye bao,us_80915
