name_id,name,yrdb_id,ch_pinyin,attestation
nm_2446,淺口鎮,yrdb1846,qiankou zhen,ds_465
nm_2447,濁河,yrdb1847,zhuo he,ds_1761
nm_2448,濟北,yrdb1849,jibei,ds_1404
nm_2449,濟北,yrdb1849,jibei, ds_1602
nm_2450,濟北埽,yrdb1850,jibei sao,ds_272
nm_2451,濟南,yrdb1852,jinan,ds_1011
nm_2452,濟南,yrdb1852,jinan, ds_1405
nm_2453,濟南,yrdb1852,jinan, ds_1051
nm_2454,濟寧,yrdb1854,jining,ds_422
nm_2455,濟寧,yrdb1854,jining, ds_1012
nm_2456,濟寧,yrdb1854,jining, ds_1406
nm_2457,濟寧路,yrdb1855,jining lu,ds_927
nm_2458,濟寧路,yrdb1855,jining lu, ds_1538
nm_2459,濟州,yrdb1856,ji zhou,ds_1017
nm_2460,濟州,yrdb1856,ji zhou, ds_1138
nm_2461,濟州,yrdb1856,ji zhou, ds_1408
nm_2462,濟河,yrdb1857,ji he,ds_1704
nm_2463,濟河,yrdb1857,ji he, ds_1403
nm_2464,濟源,yrdb1858,jiyuan,ds_1016
nm_2465,濟陽,yrdb1859,jiyang,ds_3
nm_2466,濟陽,yrdb1859,jiyang, ds_167
nm_2467,濟陽,yrdb1859,jiyang, ds_193
nm_2468,濟陽,yrdb1859,jiyang, ds_493
nm_2469,濟陽,yrdb1859,jiyang, ds_519
nm_2470,濟陽,yrdb1859,jiyang, ds_520
nm_2471,濟陽,yrdb1859,jiyang, ds_634
nm_2472,濟陽,yrdb1859,jiyang, ds_1013
nm_2473,濟陽鎮,yrdb1861,jiyang zhen,ds_273
nm_2474,濟陰,yrdb1862,jiyin,ds_1014
nm_2475,濟陰,yrdb1862,jiyin, ds_1407
nm_2476,濟陰,yrdb1862,jiyin, ds_649
nm_2477,濟陰,yrdb1862,jiyin, ds_1015
nm_2478,渾津村,yrdb1864,hunjin cun,us_80603
nm_2479,渾津村,yrdb1864,hunjin cun, us_81055
nm_2480,渾津河,yrdb1865,hunjin he,ds_1703
nm_2481,潯中,yrdb1866,xunzhong,us_30089
nm_2482,浙江,yrdb1867,zhejiang,ds_1664
nm_2483,浙西路,yrdb1868,zhexi lu,ds_1665
nm_2484,浚儀縣,yrdb1869,junyi xian,ds_1039
nm_2485,浚縣,yrdb1870,xun xian,ds_1038
nm_2486,浚縣,yrdb1870,xun xian, ds_1432
nm_2487,浢津,yrdb1872,dou jin,us_30054
nm_2488,浢津,yrdb1872,dou jin, us_40065
nm_2489,浦口,yrdb1873,pu kou,ds_453
nm_2490,浮橋,yrdb1874,fu qiao,ds_156
nm_2491,海豐廳,yrdb1875,haifeng ting,ds_973
nm_2492,海剌都營,yrdb1876,hailadou ying,us_70192
nm_2493,海口,yrdb1877,hai kou,ds_196
nm_2494,海口俞家灘,yrdb1878,haikouyujia tan,ds_197
nm_2495,海安,yrdb1879,haian,ds_971
nm_2496,海安,yrdb1879,haian, ds_972
nm_2497,海州,yrdb1881,hai zhou,ds_1380
nm_2498,海阜廳,yrdb1882,haifu ting,ds_974
nm_2499,塗山,yrdb1883,tu shan,ds_1739
nm_2500,塗水鄉,yrdb1884,tushui xiang,us_20117
nm_2501,涅,yrdb1885,nie,us_10036
nm_2502,消河堡,yrdb1886,xiaohe bao,us_70194
nm_2503,消河堡,yrdb1886,xiaohe bao, us_80491
nm_2504,涉城,yrdb1888,she cheng,us_40116
nm_2505,涉城,yrdb1888,she cheng, us_40259
nm_2506,涉城,yrdb1888,she cheng, us_10154
nm_2507,澇川,yrdb1889,lao chuan,us_80298
nm_2508,澇店鎮,yrdb1890,laodian zhen,us_80228
nm_2509,潤城,yrdb1891,run cheng,us_70078
nm_2510,潤州,yrdb1892,run zhou,ds_1475
nm_2511,澗口,yrdb1893,jian kou,ds_280
nm_2512,涪州,yrdb1894,fu zhou,ds_1372
nm_2513,淄川鎮,yrdb1895,zichuan zhen,us_70353
nm_2514,淄州,yrdb1896,zi zhou,ds_346
nm_2515,淄州,yrdb1896,zi zhou, ds_1570
nm_2516,硤石站,yrdb1897,xiashi zhan,us_70492
nm_2517,淇縣,yrdb1898,qi xian,ds_1121
nm_2518,淮南,yrdb1899,huainan,ds_1598
nm_2519,淮南,yrdb1899,huainan, ds_1770
nm_2520,淮南,yrdb1899,huainan, ds_1599
nm_2521,淮南,yrdb1899,huainan, ds_1600
nm_2522,淮安,yrdb1901,huaian,ds_61
nm_2523,淮安,yrdb1901,huaian, ds_94
nm_2524,淮安,yrdb1901,huaian, ds_563
nm_2525,淮安,yrdb1901,huaian, ds_683
nm_2526,淮安,yrdb1901,huaian, ds_998
nm_2527,淮安,yrdb1901,huaian, ds_999
nm_2528,淮安,yrdb1901,huaian, ds_1000
nm_2529,淮安府,yrdb1903,huaian fu,ds_458
nm_2530,淮安府,yrdb1903,huaian fu, ds_680
nm_2531,淮安府,yrdb1903,huaian fu, ds_755
nm_2532,淮安府,yrdb1903,huaian fu, ds_1134
nm_2533,淮安府,yrdb1903,huaian fu, ds_1182
nm_2534,淮安府,yrdb1903,huaian fu, ds_1396
nm_2535,淮安路,yrdb1904,huaian lu,ds_1147
nm_2536,淮水,yrdb1905,huai shui,ds_1699
nm_2537,淮陽,yrdb1906,huaiyang,ds_1397
nm_2538,淮陽軍,yrdb1907,huaiyang jun,ds_178
nm_2539,淮陰,yrdb1908,huaiyin,ds_158
nm_2540,深州,yrdb1909,shen zhou,ds_1208
nm_2541,深州,yrdb1909,shen zhou, ds_1478
nm_2542,混懷障,yrdb1910,hunhuaizhang,us_20098
nm_2543,清豐縣,yrdb1911,qingfeng xian,ds_1133
nm_2544,清儲鎮,yrdb1912,qingchu zhen,us_80801
nm_2545,清州,yrdb1913,qing zhou,ds_1470
nm_2546,清平關,yrdb1914,qingping guan,us_70280
nm_2547,清平堡,yrdb1915,qingping bao,us_70307
nm_2548,清平堡,yrdb1915,qingping bao, us_80061
nm_2549,清水關,yrdb1916,qingshui guan,us_80110
nm_2550,清水堡,yrdb1917,qingshui bao,us_80041
nm_2551,清水堡,yrdb1917,qingshui bao, us_70340
nm_2552,清水工,yrdb1918,qingshuigong,us_80340
nm_2553,清水潭,yrdb1919,qingshuitan,ds_477
nm_2554,清水營,yrdb1920,qingshui ying,us_70238
nm_2555,清水營,yrdb1920,qingshui ying, us_80459
nm_2556,清水鎮,yrdb1921,qingshui zhen,ds_478
nm_2557,清水驛,yrdb1922,qingshui yi,us_80388
nm_2558,清水驛,yrdb1922,qingshui yi, us_70180
nm_2559,清江,yrdb1923,qingjiang,ds_1726
nm_2560,清江浦,yrdb1924,qingjiangpu,ds_476
nm_2561,清河,yrdb1925,qing he,ds_87
nm_2562,清河縣,yrdb1926,qinghe xian,ds_32
nm_2563,清河縣,yrdb1926,qinghe xian, ds_210
nm_2564,清河縣,yrdb1926,qinghe xian, ds_316
nm_2565,清河縣,yrdb1926,qinghe xian, ds_592
nm_2566,清河縣,yrdb1926,qinghe xian, ds_594
nm_2567,清河縣,yrdb1926,qinghe xian, ds_638
nm_2568,清河縣,yrdb1926,qinghe xian, ds_659
nm_2569,清河縣,yrdb1926,qinghe xian, ds_667
nm_2570,清河縣,yrdb1926,qinghe xian, ds_814
nm_2571,清河縣,yrdb1926,qinghe xian, ds_1134
nm_2572,清河口,yrdb1927,qinghe kou,ds_475
nm_2573,清湫,yrdb1928,qingqiu,us_70466
nm_2574,清源鄉,yrdb1929,qingyuan xiang,us_80690
nm_2575,清源縣,yrdb1930,qingyuan xian,ds_766
nm_2576,清風寺,yrdb1931,qingfeng si,us_80056
nm_2577,澠池,yrdb1932,mianchi,us_10063
nm_2578,澠池,yrdb1932,mianchi, us_40002
nm_2579,渝州,yrdb1933,yu zhou,ds_1555
nm_2580,渠口堡,yrdb1934,qukou bao,us_80424
nm_2581,渤海縣,yrdb1935,bohai xian,ds_886
nm_2582,溫縣,yrdb1936,wen xian,ds_1197
nm_2583,溫家口,yrdb1937,wenjia kou,ds_654
nm_2584,溫州廟,yrdb1938,wenzhou miao,ds_655
nm_2585,溫殊古寺,yrdb1939,wenshugu si,us_80347
nm_2586,溫泉,yrdb1940,wenquan,us_70386
nm_2587,溫泉,yrdb1940,wenquan, us_70064
nm_2588,溫泉,yrdb1940,wenquan, us_80739
nm_2589,溫泉堡,yrdb1941,wenquan bao,us_80576
nm_2590,渭北,yrdb1943,weibei,ds_900
nm_2591,渭北,yrdb1943,weibei, ds_1114
nm_2592,渭南,yrdb1944,weinan,ds_1194
nm_2593,渭南,yrdb1944,weinan, ds_1654
nm_2594,渭城,yrdb1945,wei cheng,us_30118
nm_2595,渭橋,yrdb1946,wei qiao,ds_648
nm_2596,渭水,yrdb1947,wei shui,ds_1743
nm_2597,湖,yrdb1948,hu,us_10068
nm_2598,湖北,yrdb1949,hubei,ds_1769
nm_2599,湖城,yrdb1950,hu cheng,ds_1391
nm_2600,湖城站,yrdb1951,hucheng zhan,us_70489
nm_2601,湖州,yrdb1952,hu zhou,ds_1392
nm_2602,湖廣,yrdb1953,huguang,ds_1596
nm_2603,湖村鋪,yrdb1954,hucun pu,ds_242
nm_2604,湖灘河朔,yrdb1955,hutanheshuo,us_80606
nm_2605,湖灘河朔,yrdb1955,hutanheshuo, us_81074
nm_2606,湛城,yrdb1956,zhan cheng,us_20175
nm_2607,湟水,yrdb1957,huang shui,ds_1701
nm_2608,湫頭鎮,yrdb1958,qiutou zhen,us_70309
nm_2609,湫頭鎮,yrdb1958,qiutou zhen, us_80584
nm_2610,湫水河,yrdb1959,qiushui he,ds_1727
nm_2611,湮陽亭,yrdb1960,yanyang ting,us_40179
nm_2612,源渦鎮,yrdb1961,yuanwo zhen,us_80702
nm_2613,溞溝,yrdb1962,sao gou,ds_495
nm_2614,滁,yrdb1963,chu,ds_897
nm_2615,滑縣,yrdb1964,hua xian,ds_992
nm_2616,滑縣,yrdb1964,hua xian, ds_24
nm_2617,滑縣,yrdb1964,hua xian, ds_146
nm_2618,滑縣,yrdb1964,hua xian, ds_198
nm_2619,滑縣,yrdb1964,hua xian, ds_598
nm_2620,滑縣,yrdb1964,hua xian, ds_1049
nm_2621,滑縣,yrdb1964,hua xian, ds_1071
nm_2622,滑縣,yrdb1964,hua xian, ds_1280
nm_2623,滑縣,yrdb1964,hua xian, ds_1394
nm_2624,滑石澗堡,yrdb1966,huashijian bao,us_80657
nm_2625,滕州,yrdb1967,teng zhou,ds_1102
nm_2626,滿夷谷,yrdb1968,manyi gu,us_20192
nm_2627,滿浦,yrdb1969,manpu,ds_403
nm_2628,濱縣,yrdb1970,bin xian,ds_881
nm_2629,濱州,yrdb1971,bin zhou,ds_125
nm_2630,濱州,yrdb1971,bin zhou, ds_881
nm_2631,濱州,yrdb1971,bin zhou, ds_1328
nm_2632,灘歌鎮,yrdb1972,tange zhen,us_81129
nm_2633,滹沱河,yrdb1973,hutuo he,ds_1696
nm_2634,漫坪,yrdb1974,man ping,us_81100
nm_2635,漳河,yrdb1975,zhang he,ds_1758
nm_2636,潘家堂,yrdb1976,panjiatang,ds_436
nm_2637,潘家屯,yrdb1977,panjia tun,ds_437
nm_2638,潘崗,yrdb1978,pangang,ds_435
nm_2639,潘莊,yrdb1979,pan zhuang,ds_438
nm_2640,潛亭,yrdb1980,qian ting,us_40159
nm_2641,潞,yrdb1981,lu,us_20035
nm_2642,潞,yrdb1981,lu, us_40117
nm_2643,潞,yrdb1981,lu, ds_1446
nm_2644,潭口寺,yrdb1984,tankou si,ds_583
nm_2645,潼關,yrdb1985,tong guan,us_30004
nm_2646,潼關,yrdb1985,tong guan, us_30052
nm_2647,潼關,yrdb1985,tong guan, us_70471
nm_2648,潼關,yrdb1985,tong guan, us_40016
nm_2649,潼關,yrdb1985,tong guan, us_40030
nm_2650,潼關,yrdb1985,tong guan, us_40060
nm_2651,潼關,yrdb1985,tong guan, us_40276
nm_2652,潼關,yrdb1985,tong guan, ds_610
nm_2653,潼關,yrdb1985,tong guan, ds_1187
nm_2654,澶州,yrdb1986,chan zhou,ds_46
nm_2655,澶州,yrdb1986,chan zhou, ds_156
nm_2656,澶州,yrdb1986,chan zhou, ds_223
nm_2657,澶州,yrdb1986,chan zhou, ds_500
nm_2658,澶州,yrdb1986,chan zhou, ds_565
nm_2659,澶州,yrdb1986,chan zhou, ds_621
nm_2660,澶州,yrdb1986,chan zhou, ds_623
nm_2661,澶州,yrdb1986,chan zhou, ds_711
nm_2662,澶州,yrdb1986,chan zhou, ds_779
nm_2663,澶州,yrdb1986,chan zhou, ds_922
nm_2664,澶州,yrdb1986,chan zhou, ds_1056
nm_2665,澶州,yrdb1986,chan zhou, ds_1336
nm_2666,澶淵,yrdb1987,chanyuan,ds_889
nm_2667,澶淵,yrdb1987,chanyuan, ds_1335
nm_2668,濠州,yrdb1988,hao zhou,ds_1382
nm_2669,濩澤,yrdb1989,huoze,us_10025
nm_2670,濮陽,yrdb1992,puyang,ds_68
nm_2671,濮陽,yrdb1992,puyang, ds_76
nm_2672,濮陽,yrdb1992,puyang, ds_244
nm_2673,濮陽,yrdb1992,puyang, ds_622
nm_2674,濮陽,yrdb1992,puyang, ds_1118
nm_2675,濮陽,yrdb1992,puyang, ds_1117
nm_2676,濮陽,yrdb1992,puyang, ds_313
nm_2677,濮陽,yrdb1992,puyang, ds_357
nm_2678,濮陽,yrdb1992,puyang, ds_924
nm_2679,濮陽,yrdb1992,puyang, ds_1461
nm_2680,瀛州,yrdb1993,ying zhou,ds_298
nm_2681,瀛州,yrdb1993,ying zhou, ds_319
nm_2682,瀛州,yrdb1993,ying zhou, ds_1548
nm_2683,灞橋鎮,yrdb1994,baqiao zhen,us_80249
nm_2684,火燒鎮,yrdb1995,huoshao zhen,us_80266
nm_2685,灰城子,yrdb1996,huichengzi,us_70333
nm_2686,灰溝營堡,yrdb1997,huigouying bao,us_70026
nm_2687,灰溝營堡,yrdb1997,huigouying bao, us_70338
nm_2688,灰谷堆,yrdb1998,huigudui,ds_262
nm_2689,靈縣,yrdb2000,ling xian,ds_417
nm_2690,靈臺,yrdb2001,lingtai,us_20223
nm_2691,靈臺,yrdb2001,lingtai, us_40170
nm_2692,靈臺,yrdb2001,lingtai, ds_1073
nm_2693,靈壁縣,yrdb2002,lingbi xian,ds_73
nm_2694,靈壁縣,yrdb2002,lingbi xian, ds_108
nm_2695,靈壁縣,yrdb2002,lingbi xian, ds_310
nm_2696,靈壁縣,yrdb2002,lingbi xian, ds_539
nm_2697,靈壁縣,yrdb2002,lingbi xian, ds_540
nm_2698,靈壁縣,yrdb2002,lingbi xian, ds_1070
nm_2699,靈壁縣,yrdb2002,lingbi xian, ds_1068
nm_2700,靈寶,yrdb2003,lingbao,ds_1069
nm_2701,靈寶,yrdb2003,lingbao, ds_152
nm_2702,靈寶河,yrdb2005,lingbao he,ds_1476
nm_2703,靈州,yrdb2006,ling zhou,ds_425
nm_2704,靈州,yrdb2006,ling zhou, ds_1444
nm_2705,靈平埽,yrdb2007,lingping sao,ds_348
nm_2706,靈武谷,yrdb2008,lingwu gu,us_20253
nm_2707,靈河縣,yrdb2009,linghe xian,ds_1071
nm_2708,靈照寺,yrdb2010,lingzhao si,us_70029
nm_2709,靈璧縣,yrdb2011,lingbi xian,ds_347
nm_2710,靈石縣,yrdb2012,lingshi xian,ds_1072
nm_2711,煙墩,yrdb2014,yandun,ds_741
nm_2712,煙筒溝,yrdb2015,yantong gou,us_80392
nm_2713,焉氏塞,yrdb2016,yanshisai,us_10125
nm_2714,焦,yrdb2017,jiao,us_10061
nm_2715,焦丘,yrdb2018,jiao qiu,ds_287
nm_2716,焦口寨,yrdb2019,jiaokou zhai,us_80835
nm_2717,焦家,yrdb2020,jiaojia,ds_285
nm_2718,焦家巷,yrdb2021,jiaojiaxiang,us_80232
nm_2719,焦家潭,yrdb2022,jiaojiatan,ds_286
nm_2720,焦村,yrdb2023,jiao cun,us_70366
nm_2721,焦村,yrdb2023,jiao cun, us_81157
nm_2722,焦韓店,yrdb2024,jiaohandian,us_80499
nm_2723,熙州,yrdb2025,xi zhou,ds_1515
nm_2724,燕南,yrdb2026,yannan,ds_1659
nm_2725,燕只哥赤斤站,yrdb2027,yanzhigechijin zhan,us_70420
nm_2726,燕子口,yrdb2028,yanzi kou,ds_746
nm_2727,燕山,yrdb2029,yan shan,ds_1751
nm_2728,燕昌城,yrdb2030,yanchang cheng,us_40142
nm_2729,牛尾莊,yrdb2031,niuwei zhuang,us_70095
nm_2730,牛尾莊,yrdb2031,niuwei zhuang, us_80864
nm_2731,牛屯,yrdb2033,niu tun,ds_434
nm_2732,牛市屯,yrdb2034,niushi tun,ds_433
nm_2733,牛心堡,yrdb2035,niuxin bao,us_80633
nm_2734,牛村寨,yrdb2036,niucun zhai,us_80873
nm_2735,牛武鎮,yrdb2037,niuwu zhen,us_80137
nm_2736,牛渡鎮,yrdb2038,niudu zhen,us_80922
nm_2737,牛皮嶺站,yrdb2039,niupiling zhan,us_70423
nm_2738,牧師苑,yrdb2040,mushi yuan,us_20102
nm_2739,牧苑,yrdb2041,mu yuan,us_20248
nm_2740,特門庫珠,yrdb2042,temenkuzhu,us_81081
nm_2741,犨氏鄉亭,yrdb2043,choushixiang ting,us_20069
nm_2742,狄道,yrdb2044,di dao,us_10113
nm_2743,狄道,yrdb2044,di dao, us_40024
nm_2744,狐槃,yrdb2045,hupan,us_20252
nm_2745,獨店,yrdb2046,dudian,us_81173
nm_2746,狼孟,yrdb2047,langmeng,us_20041
nm_2747,狼孟,yrdb2047,langmeng, us_10140
nm_2748,狼石溝,yrdb2048,langshi gou,ds_315
nm_2749,狼石溝,yrdb2048,langshi gou, ds_314
nm_2750,玉峽關,yrdb2050,yuxia guan,us_70159
nm_2751,玉峽關,yrdb2050,yuxia guan, us_80995
nm_2752,玉林,yrdb2051,yulin,us_70041
nm_2753,玉泉營,yrdb2052,yuquan ying,us_70211
nm_2754,玉泉營,yrdb2052,yuquan ying, us_80436
nm_2755,玉清昭應宮,yrdb2054,yuqingzhaoying gong,ds_795
nm_2756,玉皇閣,yrdb2055,yuhuangge,ds_794
nm_2757,玉社津,yrdb2056,yushe jin,us_40160
nm_2758,王供埽,yrdb2057,wanggong sao,ds_628
nm_2759,王八埽,yrdb2058,wangba sao,ds_621
nm_2760,王公堤,yrdb2059,wanggong di,ds_627
nm_2761,王可寨,yrdb2060,wangke zhai,us_80999
nm_2762,王吳堡,yrdb2061,wangwu bu,ds_644
nm_2763,王城,yrdb2062,wang cheng,us_20158
nm_2764,王城,yrdb2062,wang cheng, us_10071
nm_2765,王城堌,yrdb2063,wangchenggu,ds_622
nm_2766,王官谷,yrdb2064,wangguan gu,us_70003
nm_2767,王家口,yrdb2065,wangjia kou,ds_632
nm_2768,王家園,yrdb2066,wangjiayuan,ds_639
nm_2769,王家圈,yrdb2067,wangjiaquan,ds_634
nm_2770,王家圈,yrdb2067,wangjiaquan, ds_635
nm_2771,王家坪,yrdb2068,wangjia ping,us_80128
nm_2772,王家堂,yrdb2069,wangjiatang,ds_637
nm_2773,王家堡,yrdb2070,wangjia pu,us_81174
nm_2774,王家寨,yrdb2071,wangjia zhai,us_80625
nm_2775,王家山閘,yrdb2072,wangjiashanzha,ds_636
nm_2776,王家莊堡,yrdb2073,wangjiazhuang bao,us_80839
nm_2777,王家店,yrdb2074,wangjiadian,ds_630
nm_2778,王家河,yrdb2075,wangjia he,us_80534
nm_2779,王家碼頭,yrdb2076,wangjiamatou,ds_633
nm_2780,王家營,yrdb2077,wangjia ying,ds_638
nm_2781,王家角鎮,yrdb2078,wangjiajiao zhen,us_80132
nm_2782,王家道口,yrdb2079,wangjiadao kou,ds_629
nm_2783,王家集,yrdb2080,wangjia ji,ds_631
nm_2784,王寮鎮,yrdb2081,wangliao zhen,us_80211
nm_2785,王封村,yrdb2082,wangfeng cun,us_80684
nm_2786,王平莊,yrdb2083,wangping zhuang,ds_642
nm_2787,王莊,yrdb2084,wang zhuang,ds_646
nm_2788,王曲堡,yrdb2085,wangqu bao,us_80947
nm_2789,王村,yrdb2086,wang cun,ds_624
nm_2790,王村廠,yrdb2087,wangcunchang,ds_625
nm_2791,王村口,yrdb2088,wangcun kou,ds_626
nm_2792,王村堡,yrdb2089,wangcun bao,us_81162
nm_2793,王村鎮,yrdb2090,wangcun zhen,us_80794
nm_2794,王橋渡,yrdb2091,wangqiao du,ds_643
nm_2795,王楚埽,yrdb2092,wangchu sao,ds_623
nm_2796,王河渠,yrdb2093,wanghe qu,ds_1742
nm_2797,王牌口,yrdb2094,wangpai kou,ds_641
nm_2798,王簡口,yrdb2095,wangjian kou,ds_640
nm_2799,王營,yrdb2096,wang ying,ds_645
nm_2800,王家營,yrdb2097,wangjia ying,ds_620
nm_2801,琵子岡,yrdb2098,pizigang,ds_447
nm_2802,瑕城,yrdb2099,xia cheng,us_20154
nm_2803,瑕陽,yrdb2100,xiayang,us_10078
nm_2804,環轅,yrdb2101,huanyuan,us_40099
nm_2805,瓜州,yrdb2102,gua zhou,ds_1375
nm_2806,瓠子口,yrdb2103,huzi kou,ds_244
nm_2807,瓦雲驛,yrdb2104,wayun yi,us_81164
nm_2808,瓦亭,yrdb2105,wa ting,us_20257
nm_2809,瓦亭,yrdb2105,wa ting, us_40048
nm_2810,瓦亭,yrdb2105,wa ting, us_40189
nm_2811,瓦亭,yrdb2105,wa ting, us_40039
nm_2812,瓦亭關,yrdb2106,wating guan,us_70257
nm_2813,瓦亭關,yrdb2106,wating guan, us_80493
nm_2814,瓦亭關,yrdb2106,wating guan, us_70444
nm_2815,瓦亭子,yrdb2107,watingzi,ds_615
nm_2816,瓦子灘,yrdb2109,wazi tan,ds_616
nm_2817,瓦窯口,yrdb2110,wayao kou,us_80812
nm_2818,瓦窯堡,yrdb2111,wayao bu,us_80101
nm_2819,瓷窯口,yrdb2112,ciyao kou,us_70137
nm_2820,甄家灣,yrdb2113,zhenjia wan,us_80123
nm_2821,甘亭,yrdb2114,gan ting,us_20053
nm_2822,甘亭,yrdb2114,gan ting, us_20143
nm_2823,甘亭,yrdb2114,gan ting, us_40229
nm_2824,甘泉,yrdb2116,ganquan,us_20016
nm_2825,甘泉寺,yrdb2117,ganquan si,us_81178
nm_2826,甘洛城,yrdb2118,ganluo cheng,us_40173
nm_2827,甘洛城,yrdb2118,ganluo cheng, us_20212
nm_2828,甘羅城,yrdb2119,ganluo cheng,ds_161
nm_2829,甘肅,yrdb2120,gansu,ds_336
nm_2830,甘肅,yrdb2120,gansu, ds_948
nm_2831,甘肅,yrdb2120,gansu, ds_1032
nm_2832,甘肅,yrdb2120,gansu, ds_1388
nm_2833,甘肅,yrdb2120,gansu, ds_1575
nm_2834,甘肅,yrdb2120,gansu, ds_1766
nm_2835,甘肅南部,yrdb2121,gansunanbu,ds_1576
nm_2836,甘草城,yrdb2122,gancao cheng,us_40299
nm_2837,甘草店,yrdb2123,gancaodian,us_81118
nm_2838,甘都堂堡,yrdb2124,gandutang bao,us_80329
nm_2839,甜水堡,yrdb2125,tianshui bao,us_70247
nm_2840,甜水堡,yrdb2125,tianshui bao, us_80471
nm_2841,田家會鎮,yrdb2126,tianjiahui zhen,us_80726
nm_2842,田家寨,yrdb2127,tianjia zhai,us_80326
nm_2843,田家廟,yrdb2128,tianjia miao,ds_600
nm_2844,田家樓,yrdb2129,tianjialou,ds_599
nm_2845,田峪口,yrdb2130,tianyu kou,us_80237
nm_2846,田莊堡,yrdb2131,tianzhuang bao,us_80078
nm_2847,田羊口,yrdb2132,tianyang kou,us_80813
nm_2848,田辟,yrdb2133,tianpi,us_20111
nm_2849,申中,yrdb2134,shenzhong,us_80322
nm_2850,申家潭,yrdb2135,shenjiatan,ds_509
nm_2851,界河口,yrdb2136,jiehe kou,us_70059
nm_2852,界河口,yrdb2136,jiehe kou, us_80672
nm_2853,界石堡,yrdb2137,jieshi bao,us_81125
nm_2854,留城,yrdb2138,liu cheng,ds_360
nm_2855,留城,yrdb2138,liu cheng, ds_1075
nm_2856,番須口,yrdb2139,fanxu kou,us_20131
nm_2857,畿南,yrdb2140,jinan,ds_1601
nm_2858,登,yrdb2141,deng,ds_1353
nm_2859,白元鎮,yrdb2142,baiyuan zhen,us_80035
nm_2860,白吉原,yrdb2143,baijiyuan,us_80197
nm_2861,白咀莊,yrdb2144,baiju zhuang,us_81099
nm_2862,白土,yrdb2145,baitu,us_30047
nm_2863,白坡,yrdb2146,baipo,ds_26
nm_2864,察罕城,yrdb2147,chahan cheng,us_70295
nm_2865,白塔,yrdb2148,baita,us_80612
nm_2866,白塔兒站,yrdb2149,baitaer zhan,us_70482
nm_2867,白塔寺,yrdb2150,baita si,us_80371
nm_2868,白家屯,yrdb2151,baijia tun,us_80092
nm_2869,白家樓,yrdb2152,baijialou,ds_21
nm_2870,白崗,yrdb2153,baigang,ds_19
nm_2871,白嶺灣,yrdb2154,bailing wan,ds_23
nm_2872,白廟子,yrdb2155,baimiaozi,us_81087
nm_2873,白文鎮,yrdb2156,baiwen zhen,us_80714
nm_2874,白桑廠,yrdb2157,baisangchang,us_80946
nm_2875,白水,yrdb2158,bai shui,ds_876
nm_2876,白水鎮,yrdb2160,baishui zhen,us_81151
nm_2877,白水鎮,yrdb2160,baishui zhen, us_70446
nm_2878,白沙鎮,yrdb2161,baisha zhen,us_80027
nm_2879,白溝,yrdb2162,bai gou,ds_20
nm_2880,白波鎮,yrdb2163,baibo zhen,us_80031
nm_2881,白洋河,yrdb2164,baiyang he,ds_1241
nm_2882,白洋河,yrdb2164,baiyang he, ds_1672
nm_2883,白洛城,yrdb2165,bailuo cheng,us_70324
nm_2884,白浪淺,yrdb2166,bailangqian,ds_22
nm_2885,白浪渡,yrdb2167,bailang du,us_70074
nm_2886,白浪渡,yrdb2167,bailang du, us_80942
nm_2887,白浮梁村,yrdb2168,baifuliang cun,ds_18
nm_2888,白狼堆,yrdb2169,bailangdui,us_40143
nm_2889,白璧關,yrdb2170,baibi guan,us_80743
nm_2890,白登,yrdb2171,baideng,us_20119
nm_2891,白登,yrdb2171,baideng, us_20207
nm_2892,白登,yrdb2171,baideng, us_70130
nm_2893,白登,yrdb2171,baideng, us_80818
nm_2894,白石原,yrdb2173,baishiyuan,us_70271
nm_2895,白石縣,yrdb2174,baishi xian,us_30039
nm_2896,白社,yrdb2175,baishe,us_30083
nm_2897,白羊口,yrdb2176,baiyang kou,us_70133
nm_2898,白茅集,yrdb2177,baimao ji,ds_25
nm_2899,白草園,yrdb2178,baicaoyuan,us_80400
nm_2900,白草坪,yrdb2179,baicao ping,us_70164
nm_2901,白草寨,yrdb2180,baicao zhai,us_80074
nm_2902,白豹寨,yrdb2181,baibao zhai,us_70459
nm_2903,白超壘,yrdb2182,baichaolei,us_40080
nm_2904,白道,yrdb2183,bai dao,us_40140
nm_2905,白道,yrdb2183,bai dao, us_40278
nm_2906,白霜鎮,yrdb2185,baishuang zhen,us_80724
nm_2907,白馬津,yrdb2186,baima jin,ds_24
nm_2908,白馬城堡,yrdb2187,baimacheng bao,us_70254
nm_2909,白馬城堡,yrdb2187,baimacheng bao, us_80475
nm_2910,白馬寺,yrdb2188,baima si,us_20221
nm_2911,白馬寺,yrdb2188,baima si, us_40167
nm_2912,白馬灘,yrdb2189,baima tan,us_80167
nm_2913,白馬鋪,yrdb2190,baima pu,us_81154
nm_2914,百家鎮,yrdb2191,baijia zhen,us_81183
nm_2915,百良堡,yrdb2192,bailiang bao,us_80169
nm_2916,百花川,yrdb2193,baihua chuan,us_80545
nm_2917,百邑,yrdb2194,bai yi,us_10045
nm_2918,百里鎮,yrdb2195,baili zhen,us_81171
nm_2919,百里鎮,yrdb2195,baili zhen, us_70454
nm_2920,癿思觀堡,yrdb2197,qiesiguan bao,us_80333
nm_2921,癿藏司,yrdb2198,biezangsi,us_81088
