location_id,yrdb_id,attestation,lat,lon,notes
loc_38,yrdb2667,ds_1332,34.4155222222222,115.650683333333,
loc_39,yrdb2084,ds_646,37.6353916666667,118.372816666667,
loc_40,yrdb1153,ds_736,33.6766194444444,118.732872222222,
loc_41,yrdb1162,ds_737,33.9166888888889,116.760766666667,
loc_42,yrdb2776,ds_738,36.6333333333333,115.583333333333,
loc_43,yrdb2678,ds_739,34.877175,114.731758333333,
loc_44,yrdb3079,ds_823,34.5284444444444,108.838027777778,
loc_45,yrdb1389,ds_865,34.8626555555556,114.385369444444,
loc_46,yrdb1396,ds_866,34.6001083333333,116.235847222222,
loc_47,yrdb1384,ds_867,34.6233722222222,114.277116666667,
loc_48,yrdb1397,ds_868,34.9858333333333,114.366802777778,
loc_49,yrdb2396,ds_869,35.9772583333333,115.748147222222,
loc_50,yrdb2397,ds_870,33.9942694444444,118.204386111111,
loc_51,yrdb810,ds_7,35.9116,116.2385,
loc_52,yrdb796,ds_129,33.9,119.533333333333,
loc_53,yrdb796,ds_141,33.7833333333333,119.516666666667,
loc_54,yrdb3617,ds_142,33.7338027777778,119.200811111111,
loc_55,yrdb2560,ds_144,33.5470111111111,119.224627777778,
loc_56,yrdb797,ds_159,33.7666666666667,119.8,
loc_57,yrdb3100,ds_159,33.7666666666667,119.8,
loc_58,yrdb3388,ds_169,33.7666666666667,119.35,
loc_59,yrdb2256,ds_527,33.3940166666667,120.208486111111,
loc_60,yrdb1316,ds_537,33.7751888888889,119.219358333333,
loc_61,yrdb1695,ds_619,33.7588888888889,119.297183333333,
loc_62,yrdb2076,ds_633,33.6914805555556,119.381769444444,
loc_63,yrdb455,ds_664,33.7821777777778,119.254713888889,
loc_64,yrdb796,ds_668,33.9579083333333,119.405719444444,
loc_65,yrdb796,ds_670,33.8917416666667,119.643255555556,
loc_66,yrdb3100,ds_673,34.1076111111111,119.761208333333,
loc_67,yrdb3642,ds_674,33.9528388888889,120.081980555556,
loc_68,yrdb2746,ds_683,33.5016,119.1502,
loc_69,yrdb2242,ds_691,33.5308888888889,119.132652777778,
loc_70,yrdb2859,ds_715,34.0109777777778,119.798375,
loc_71,yrdb1295,ds_719,33.7622666666667,119.720694444444,
loc_72,yrdb2901,ds_726,33.8,119.333333333333,
loc_73,yrdb3310,ds_743,33.6550305555556,119.177747222222,
loc_74,yrdb1339,ds_1427,40.1835,117.9679,
loc_75,yrdb1032,ds_964,36.4768277777778,114.9421,
loc_76,yrdb1036,ds_966,34.8949805555556,113.438836111111,
loc_77,yrdb1139,ds_967,34.4155222222222,115.650683333333,
loc_78,yrdb1136,ds_968,40.8410666666667,111.741811111111,
loc_79,yrdb1133,ds_969,39.2493805555556,115.976866666667,
loc_80,yrdb2799,ds_970,36.04135,101.430388888889,
loc_81,yrdb2906,ds_976,36.6255166666667,114.533308333333,
loc_82,yrdb3276,ds_977,35.4765416666667,110.437147222222,
loc_83,yrdb1634,ds_978,33.8459888888889,115.772869444444,
loc_84,yrdb1759,ds_979,34.8938972222222,111.263786111111,
loc_85,yrdb1783,ds_980,38.4447861111111,116.0933,
loc_86,yrdb1778,ds_981,35.5964444444444,110.706786111111,
loc_87,yrdb1757,ds_982,35.0842222222222,112.925961111111,
loc_88,yrdb1780,ds_983,38.34625,106.302513888889,
loc_89,yrdb997,ds_1107,35.5357,106.6947,
loc_90,yrdb1784,ds_984,34.9448333333333,112.643372222222,
loc_91,yrdb1784,ds_985,34.9021638888889,112.582955555556,
loc_92,yrdb1788,ds_986,34.8949805555556,113.438836111111,
loc_93,yrdb1218,ds_990,34.9984055555556,113.779833333333,
loc_94,yrdb303,ds_991,34.5692333333333,110.080888888889,
loc_95,yrdb1964,ds_992,35.5624694444444,114.553422222222,
loc_96,yrdb1177,ds_993,36.6933555555556,110.935230555556,
loc_97,yrdb1185,ds_997,32.9703138888889,117.161625,
loc_98,yrdb1901,ds_998,33.6166666666667,119.016666666667,
loc_99,yrdb1901,ds_999,33.6115972222222,119.009952777778,
loc_100,yrdb3489,ds_1002,35.0886472222222,112.944452777778,
loc_101,yrdb3489,ds_1003,35.1,113.4,
loc_102,yrdb519,ds_1004,37.9968527777778,106.194325,
loc_103,yrdb1197,ds_1005,37.4833333333333,117.516666666667,
loc_104,yrdb1197,ds_1006,37.4898194444444,117.518947222222,
loc_105,yrdb364,ds_1007,35.2487222222222,113.664669444444,
loc_106,yrdb2598,ds_1007,35.2487222222222,113.664669444444,
loc_107,yrdb3293,ds_1227,33.4687972222222,114.870119444444,
loc_108,yrdb2611,ds_1228,34.1900777777778,116.941827777778,
loc_109,yrdb754,ds_1230,37.1449138888889,111.772647222222,
loc_110,yrdb1282,ds_1231,34.7295888888889,112.127555555556,
loc_111,yrdb1271,ds_1234,35.3044833333333,113.921175,
loc_112,yrdb1300,ds_1235,34.3967972222222,113.734302777778,
loc_113,yrdb81,ds_1236,37.5652,115.5734,
loc_114,yrdb162,ds_1238,38.4625,116.9153,
loc_115,yrdb153,ds_1239,35.0056,115.3967,
loc_116,yrdb82,ds_1240,35.22395,113.441283333333,
loc_117,yrdb2164,ds_1241,33.7899638888889,118.372152777778,
loc_118,yrdb866,ds_1243,33.9632944444444,118.269922222222,
loc_119,yrdb864,ds_1244,33.6477416666667,116.959,
loc_120,yrdb2232,ds_1245,33.0138527777778,118.539408333333,
loc_121,yrdb1496,ds_1303,34.0924055555556,115.299780555556,
loc_122,yrdb1245,ds_1304,40.2359,111.1673,
loc_123,yrdb3042,ds_1305,38.1451222222222,114.565027777778,
loc_124,yrdb3045,ds_1307,36.016025,106.238269444444,
loc_125,yrdb1596,ds_1308,38.1451222222222,114.565027777778,
loc_126,yrdb2235,ds_1309,39.1082333333333,117.234516666667,
loc_127,yrdb2240,ds_1310,39.9031333333333,116.401044444444,
loc_128,yrdb3604,ds_1311,34.7198694444444,113.970069444444,
loc_129,yrdb3605,ds_1312,34.7198694444444,113.970069444444,
loc_130,yrdb2464,ds_1313,37.5422916666667,105.292180555556,
loc_131,yrdb3606,ds_1314,37.4993861111111,105.192958333333,
loc_132,yrdb465,ds_1315,34.1646388888889,108.2176,
loc_133,yrdb194,ds_1316,39.8458,111.398575,
loc_134,yrdb832,ds_1317,36.9601,115.5493,
loc_135,yrdb2922,ds_1318,36.8635638888889,117.736872222222,
loc_136,yrdb1043,ds_1688,36.09045,116.042505555556,
loc_137,yrdb1045,ds_1689,34.3951361111111,108.942286111111,
loc_138,yrdb3281,ds_1691,34.2614583333333,117.156333333333,
loc_139,yrdb1512,ds_1724,34.6277305555556,116.809661111111,
loc_140,yrdb1673,ds_1692,37.9305472222222,106.266444444444,
loc_141,yrdb3521,ds_1694,35.0992583333333,113.871825,
loc_142,yrdb1842,ds_1695,33.5166666666667,118.55,
loc_143,yrdb1973,ds_1696,39.2749166666667,113.835044444444,
loc_144,yrdb298,ds_1698,34.5338972222222,110.075822222222,
loc_145,yrdb1905,ds_1699,32.4165666666667,113.280658333333,
loc_146,yrdb3492,ds_1700,34.8769444444444,98.1555555555556,
loc_147,yrdb1957,ds_1701,37.3253166666667,100.851005555556,
loc_148,yrdb1865,ds_1703,40.6976444444444,111.492161111111,
loc_149,yrdb1857,ds_1704,35.0680166666667,112.596219444444,
loc_150,yrdb2808,ds_1705,34.8333333333333,114.866666666667,
loc_151,yrdb1813,ds_1708,35.4984638888889,106.326338888889,
loc_152,yrdb3624,ds_1709,34.3121638888889,117.576119444444,
loc_153,yrdb3549,ds_1712,34.0841083333333,117.647997222222,
loc_154,yrdb3372,ds_1713,35.7440083333333,115.038186111111,
loc_155,yrdb3371,ds_1714,34.205225,118.353611111111,
loc_156,yrdb2651,ds_1722,34.8442472222222,110.284738888889,
loc_157,yrdb530,ds_1723,34.7050305555556,113.832066666667,
loc_158,yrdb493,ds_1150,34.3857,115.6232,
loc_159,yrdb1824,ds_1082,34.6190638888889,112.447188888889,
loc_160,yrdb781,ds_1101,35.5027361111111,107.923716666667,
loc_161,yrdb2351,ds_1286,36.9335833333333,116.632997222222,
loc_162,yrdb787,ds_1458,35.5027361111111,107.923716666667,
loc_163,yrdb1715,ds_1725,36.957725,112.362233333333,
loc_164,yrdb1959,ds_1727,37.6413416666667,110.788994444444,
loc_165,yrdb3625,ds_1728,37.4934111111111,111.079091666667,
loc_166,yrdb266,ds_1730,34.0312333333333,117.851136111111,
loc_167,yrdb3294,ds_1731,34.7389083333333,117.034191666667,
loc_168,yrdb567,ds_1734,33.8833333333333,117.366666666667,
loc_169,yrdb679,ds_1737,34.2418944444444,117.0744,
loc_170,yrdb104,ds_1740,35.0159388888889,113.470113888889,
loc_171,yrdb927,ds_1741,36.5478472222222,115.276380555556,
loc_172,yrdb2093,ds_1742,35.5677944444444,115.325827777778,
loc_173,yrdb1947,ds_1743,35.1130388888889,104.31895,
loc_174,yrdb2664,ds_1744,38.4397277777778,111.461447222222,
loc_175,yrdb1706,ds_1745,36.3769194444444,119.059802777778,
loc_176,yrdb3626,ds_1746,40.9969944444444,108.813686111111,
loc_177,yrdb3627,ds_1747,37.3098583333333,115.969191666667,
loc_178,yrdb2029,ds_1751,40.6415722222222,117.499283333333,
loc_179,yrdb48,ds_1753,34.7842111111111,112.979283333333,
loc_180,yrdb1323,ds_1754,38.9933444444444,116.102305555556,
loc_181,yrdb3307,ds_1755,34.1518861111111,113.493822222222,
loc_182,yrdb3628,ds_1756,33.5603055555556,118.761397222222,
loc_183,yrdb2199,ds_1757,34.0495138888889,118.173625,
loc_184,yrdb2942,ds_1759,34.6097722222222,108.618,
loc_185,yrdb3629,ds_1760,34.8527805555556,110.509805555556,
loc_186,yrdb1847,ds_1761,34.3480916666667,117.058616666667,
loc_187,yrdb741,ds_1762,34.2773583333333,117.220111111111,
loc_188,yrdb894,ds_1729,33.3031805555556,119.609297222222,
loc_189,yrdb2317,ds_899,36.3739277777778,114.367905555556,
loc_190,yrdb1287,ds_1233,35.0444583333333,108.073005555556,
loc_191,yrdb1160,ds_1532,34.2082083333333,117.278616666667,
loc_192,yrdb1824,ds_1422,34.6190638888889,112.447188888889,
loc_193,yrdb1810,ds_1293,35.5037,112.8484,
loc_194,yrdb800,ds_875,32.3268166666667,116.672319444444,
loc_195,yrdb1372,ds_890,36.0535194444444,115.590055555556,
loc_196,yrdb414,ds_1486,34.7203,112.6193,
loc_197,yrdb1413,ds_329,34.4666666666667,116.483333333333,
loc_198,yrdb2548,ds_563,33.6496027777778,119.441436111111,
loc_199,yrdb1807,ds_581,33.38135,120.116341666667,
loc_200,yrdb2393,ds_609,33.6947694444444,119.480861111111,
loc_201,yrdb2109,ds_616,33.7089833333333,119.176236111111,
loc_202,yrdb2674,ds_30,37.65,118.433333333333,
loc_203,yrdb801,ds_6,33.7075611111111,118.274355555556,
loc_204,yrdb1259,ds_8,34.4,115.65,
loc_205,yrdb714,ds_9,35.16945,114.005616666667,
loc_206,yrdb120,ds_11,34.7659666666667,114.179044444444,
loc_207,yrdb2895,ds_113,34.4833333333333,115.6,
loc_208,yrdb121,ds_13,36.0333333333333,116.033333333333,
loc_209,yrdb122,ds_14,34.8012666666667,115.595383333333,
loc_210,yrdb113,ds_16,35.15,113.833333333333,
loc_211,yrdb113,ds_17,35.146675,113.828477777778,
loc_212,yrdb2168,ds_18,34.85,110.366666666667,
loc_213,yrdb2152,ds_21,34.8156027777778,114.942883333333,
loc_214,yrdb2166,ds_22,33.9833333333333,117.883333333333,
loc_215,yrdb2154,ds_23,35.95,115.883333333333,
loc_216,yrdb2186,ds_24,34.3979555555556,115.865188888889,
loc_217,yrdb2177,ds_25,34.9666666666667,115.2,
loc_218,yrdb2146,ds_26,34.8873277777778,112.560333333333,
loc_219,yrdb1489,ds_27,34.6666666666667,112.85,
loc_220,yrdb1471,ds_28,34.8232583333333,114.815716666667,
loc_221,yrdb2675,ds_29,38.0163861111111,106.181294444444,
loc_222,yrdb847,ds_124,35.4166666666667,115.316666666667,
loc_223,yrdb3441,ds_32,37,115.666666666667,
loc_224,yrdb348,ds_885,37.15325,118.122486111111,
loc_225,yrdb254,ds_34,34.15,117.65,
loc_226,yrdb265,ds_36,37.6502444444444,112.402011111111,
loc_227,yrdb1704,ds_37,33.2333333333333,118.416666666667,
loc_228,yrdb26,ds_38,34.4,115.633333333333,
loc_229,yrdb354,ds_40,36,115.983333333333,
loc_230,yrdb2665,ds_42,34.85,115.133333333333,
loc_231,yrdb2666,ds_43,33.9833333333333,118.15,
loc_232,yrdb2666,ds_44,34.8777166666667,114.797980555556,
loc_233,yrdb2682,ds_45,39.3833333333333,116.183333333333,
loc_234,yrdb677,ds_595,39.0867694444444,117.196952777778,
loc_235,yrdb1362,ds_46,35.7,115.016666666667,
loc_236,yrdb1354,ds_47,34.75,115.566666666667,
loc_237,yrdb1359,ds_48,34.8833333333333,114.35,
loc_238,yrdb1357,ds_50,37.0166666666667,117.233333333333,
loc_239,yrdb1363,ds_51,34.8333333333333,114.916666666667,
loc_240,yrdb1353,ds_52,34.8333333333333,115.533333333333,
loc_241,yrdb1364,ds_53,33.7,113.233333333333,
loc_242,yrdb2571,ds_55,34.4211361111111,117.190455555556,
loc_243,yrdb989,ds_57,36.2333333333333,115.25,
loc_244,yrdb2848,ds_59,34.7333333333333,114.416666666667,
loc_245,yrdb3175,ds_60,34.9279833333333,114.835305555556,
loc_246,yrdb3168,ds_62,33.9,118.166666666667,
loc_247,yrdb3157,ds_63,34.7166666666667,114.416666666667,
loc_248,yrdb3162,ds_64,36.75,116.866666666667,
loc_249,yrdb3163,ds_65,33.7833333333333,118.2,
loc_250,yrdb3166,ds_69,37.0333333333333,117.366666666667,
loc_251,yrdb3161,ds_70,33.3833333333333,118.483333333333,
loc_252,yrdb3176,ds_71,36.3,116.466666666667,
loc_253,yrdb3156,ds_72,34.5166666666667,116.416666666667,
loc_254,yrdb3177,ds_73,33.55,117.55,
loc_255,yrdb3173,ds_75,34.9333333333333,114.483333333333,
loc_256,yrdb3155,ds_76,35.7666666666667,115.033333333333,
loc_257,yrdb2370,ds_77,34.8666666666667,114.4,
loc_258,yrdb963,ds_80,34.0833333333333,116.633333333333,
loc_259,yrdb965,ds_81,34.8833333333333,114.8,
loc_260,yrdb966,ds_82,33.8,118.566666666667,
loc_261,yrdb878,ds_83,34.9166666666667,114.333333333333,
loc_262,yrdb2385,ds_136,33.6833333333333,119.083333333333,
loc_263,yrdb640,ds_84,35.0153472222222,114.03615,
loc_264,yrdb634,ds_85,34.35,114.133333333333,
loc_265,yrdb654,ds_86,34.3333333333333,117.233333333333,
loc_266,yrdb1925,ds_87,37.1497861111111,117.571227777778,
loc_267,yrdb668,ds_88,34.8048166666667,114.641477777778,
loc_268,yrdb639,ds_90,34.5333333333333,117.166666666667,
loc_269,yrdb670,ds_91,34.2024388888889,117.264763888889,
loc_270,yrdb666,ds_92,36.7333333333333,116.966666666667,
loc_271,yrdb602,ds_93,35.6666666666667,114.55,
loc_272,yrdb635,ds_94,33.6139527777778,118.938944444444,
loc_273,yrdb645,ds_95,35.0333333333333,115.35,
loc_274,yrdb642,ds_97,35.0333333333333,114.416666666667,
loc_275,yrdb642,ds_98,34.9751638888889,114.351955555556,
loc_276,yrdb609,ds_99,35.7333333333333,115.15,
loc_277,yrdb657,ds_100,35.75,115.1,
loc_278,yrdb616,ds_101,34.8166666666667,115.016666666667,
loc_279,yrdb618,ds_102,37.05,117.3,
loc_280,yrdb641,ds_103,35.9166666666667,115.566666666667,
loc_281,yrdb309,ds_110,33.8270444444444,118.571972222222,
loc_282,yrdb545,ds_114,34.4833333333333,115.166666666667,
loc_283,yrdb2402,ds_115,36.0666666666667,114.983333333333,
loc_284,yrdb2401,ds_116,36.1833333333333,115.033333333333,
loc_285,yrdb3267,ds_117,34.9833333333333,114.166666666667,
loc_286,yrdb3581,ds_1048,37.7287833333333,117.225822222222,
loc_287,yrdb208,ds_118,33.5944666666667,118.843466666667,
loc_288,yrdb1139,ds_119,34.5,115.7,
loc_289,yrdb3596,ds_120,32.8333333333333,116.65,
loc_290,yrdb839,ds_123,34.4166666666667,116.55,
loc_291,yrdb3600,ds_126,35.9057833333333,116.414358333333,
loc_292,yrdb3601,ds_127,39.9166666666667,110.433333333333,
loc_293,yrdb2909,ds_128,34.0833333333333,117.866666666667,
loc_294,yrdb3603,ds_131,35.9833333333333,115.916666666667,
loc_295,yrdb3607,ds_132,35.9166666666667,116.333333333333,
loc_296,yrdb3362,ds_401,35.0334861111111,113.611919444444,
loc_297,yrdb2628,ds_135,34.8730416666667,114.703297222222,
loc_298,yrdb2386,ds_137,34.4666666666667,116.416666666667,
loc_299,yrdb1428,ds_138,35.9333333333333,116.35,
loc_300,yrdb1427,ds_139,36.0666666666667,115.6,
loc_301,yrdb1626,ds_140,34.2687972222222,117.171208333333,
loc_302,yrdb1473,ds_145,35.5065166666667,114.330852777778,
loc_303,yrdb1216,ds_146,35.5833333333333,114.5,
loc_304,yrdb2489,ds_174,33.8666666666667,118.2,
loc_305,yrdb3288,ds_198,35.5833333333333,114.533333333333,
loc_306,yrdb3315,ds_148,34.5833333333333,116.966666666667,
loc_307,yrdb886,ds_149,35.0333333333333,114.416666666667,
loc_308,yrdb185,ds_150,34.8333333333333,115.566666666667,
loc_309,yrdb187,ds_151,37.4333333333333,118.233333333333,
loc_310,yrdb181,ds_152,34.7,111.033333333333,
loc_311,yrdb709,ds_153,34.9666666666667,109.6,
loc_312,yrdb1232,ds_154,34.3833333333333,107.9,
loc_313,yrdb1230,ds_155,34.0666666666667,114.4,
loc_314,yrdb1874,ds_156,35.7666666666667,115.066666666667,
loc_315,yrdb2399,ds_157,33.75,116.983333333333,
loc_316,yrdb3503,ds_259,34.8958083333333,114.941333333333,
loc_317,yrdb2345,ds_158,33.5529,118.947869444444,
loc_318,yrdb768,ds_413,34.8021777777778,112.787258333333,
loc_319,yrdb90,ds_160,34.4166666666667,115.7,
loc_320,yrdb2119,ds_161,33.55,118.966666666667,
loc_321,yrdb175,ds_162,35.0333333333333,114.4,
loc_322,yrdb3396,ds_163,35.35,115.083333333333,
loc_323,yrdb3417,ds_164,34.6666666666667,113.383333333333,
loc_324,yrdb3382,ds_165,38.05,117.483333333333,
loc_325,yrdb3381,ds_166,33.4602888888889,118.932444444444,
loc_326,yrdb3383,ds_167,37.1,117.4,
loc_327,yrdb3404,ds_168,33.2833333333333,118.866666666667,
loc_328,yrdb3377,ds_170,34.9486472222222,113.937336111111,
loc_329,yrdb3413,ds_171,34.8275694444444,114.327872222222,
loc_330,yrdb3395,ds_172,34.4187611111111,117.206558333333,
loc_331,yrdb3591,ds_1064,37.1894138888889,116.860908333333,
loc_332,yrdb2488,ds_175,34.8333333333333,114.916666666667,
loc_333,yrdb398,ds_177,33.8013638888889,118.4673,
loc_334,yrdb402,ds_178,34.1187833333333,117.879877777778,
loc_335,yrdb2784,ds_180,35.0102444444444,116.666091666667,
loc_336,yrdb562,ds_181,34.9666666666667,114.95,
loc_337,yrdb2798,ds_182,34.9166666666667,114.666666666667,
loc_338,yrdb102,ds_183,35.1351416666667,113.965030555556,
loc_339,yrdb1036,ds_184,34.9274722222222,113.448005555556,
loc_340,yrdb1135,ds_185,33.7276583333333,118.363116666667,
loc_341,yrdb2956,ds_186,34.35,115.45,
loc_342,yrdb2956,ds_187,35.1666666666667,113.2,
loc_343,yrdb2947,ds_188,36.5333333333333,115.3,
loc_344,yrdb2960,ds_189,34.55,116.466666666667,
loc_345,yrdb2949,ds_190,34.6666666666667,114.533333333333,
loc_346,yrdb2952,ds_191,34.0166666666667,118.1,
loc_347,yrdb2950,ds_192,34.2333333333333,117.283333333333,
loc_348,yrdb2953,ds_193,37.0928888888889,117.311875,
loc_349,yrdb2958,ds_194,34.2,116.933333333333,
loc_350,yrdb2702,ds_195,36.45,111.35,
loc_351,yrdb3283,ds_200,34.25,116.383333333333,
loc_352,yrdb3280,ds_201,37.0833333333333,117.35,
loc_353,yrdb453,ds_665,37.6032,116.5098,
loc_354,yrdb3279,ds_202,34.15,117.366666666667,
loc_355,yrdb60,ds_206,34.2166666666667,116.083333333333,
loc_356,yrdb62,ds_207,37,117.25,
loc_357,yrdb1764,ds_208,33.8333333333333,118.366666666667,
loc_358,yrdb1769,ds_209,40.2333333333333,111.266666666667,
loc_359,yrdb1768,ds_210,33.5102361111111,118.892972222222,
loc_360,yrdb1772,ds_211,36.8166666666667,117.133333333333,
loc_361,yrdb1770,ds_212,35.4833333333333,112.516666666667,
loc_362,yrdb1784,ds_213,34.9166666666667,112.8,
loc_363,yrdb1786,ds_214,34.8333333333333,112.733333333333,
loc_364,yrdb1788,ds_215,34.9166666666667,113.466666666667,
loc_365,yrdb1775,ds_216,35.7,116.716666666667,
loc_366,yrdb2821,ds_217,34.6666666666667,114.533333333333,
loc_367,yrdb3509,ds_218,34.8833333333333,114.283333333333,
loc_368,yrdb317,ds_425,38.0883138888889,106.327136111111,
loc_369,yrdb3525,ds_222,35.1,113.916666666667,
loc_370,yrdb1592,ds_223,35.7995583333333,115.202930555556,
loc_371,yrdb2711,ds_224,34.9666666666667,114.35,
loc_372,yrdb2505,ds_238,34.2146972222222,117.202272222222,
loc_373,yrdb2504,ds_239,34.8992527777778,113.684669444444,
loc_374,yrdb579,ds_240,36.1333333333333,110.466666666667,
loc_375,yrdb1954,ds_242,35.0666666666667,113.933333333333,
loc_376,yrdb2686,ds_243,34.85,113.2,
loc_377,yrdb2103,ds_244,35.6814611111111,114.928983333333,
loc_378,yrdb1219,ds_245,37.75,118.383333333333,
loc_379,yrdb2535,ds_247,34.1470027777778,117.648711111111,
loc_380,yrdb2532,ds_248,34.9080972222222,113.699827777778,
loc_381,yrdb298,ds_249,34.6441527777778,116.747108333333,
loc_382,yrdb1577,ds_250,34.8720027777778,114.479280555556,
loc_383,yrdb3478,ds_251,33.7166666666667,118.833333333333,
loc_384,yrdb3486,ds_252,34.4828,116.830063888889,
loc_385,yrdb3475,ds_253,34.8607166666667,113.844227777778,
loc_386,yrdb3479,ds_254,34.5914305555556,115.989494444444,
loc_387,yrdb2724,ds_1214,34.7285222222222,112.783430555556,
loc_388,yrdb3499,ds_258,34.9368916666667,113.922252777778,
loc_389,yrdb3483,ds_261,34.2666666666667,117.233333333333,
loc_390,yrdb521,ds_263,33.9833333333333,116.55,
loc_391,yrdb522,ds_264,34.8498083333333,114.648122222222,
loc_392,yrdb1198,ds_265,33.558125,118.9522,
loc_393,yrdb3447,ds_267,34.9,116.8,
loc_394,yrdb3443,ds_269,34.2499805555556,117.200066666667,
loc_395,yrdb773,ds_271,33.7420888888889,118.634633333333,
loc_396,yrdb1850,ds_272,36.1133972222222,117.220255555556,
loc_397,yrdb1548,ds_321,34.2174027777778,117.469561111111,
loc_398,yrdb1861,ds_273,34.1729888888889,115.9942,
loc_399,yrdb395,ds_274,34.2,117.633333333333,
loc_400,yrdb2802,ds_275,34.7333333333333,115.933333333333,
loc_401,yrdb551,ds_278,34.6,116.383333333333,
loc_402,yrdb725,ds_283,37.5850555555556,118.316661111111,
loc_403,yrdb2637,ds_284,34.4773166666667,116.472116666667,
loc_404,yrdb2022,ds_286,34.8333333333333,115.533333333333,
loc_405,yrdb2018,ds_287,35.65,115.383333333333,
loc_406,yrdb3003,ds_288,34.8796861111111,114.311033333333,
loc_407,yrdb2997,ds_289,36.0079361111111,115.897441666667,
loc_408,yrdb3002,ds_290,34.6,110.616666666667,
loc_409,yrdb3015,ds_291,34.9878333333333,114.336688888889,
loc_410,yrdb3009,ds_292,37.0616888888889,117.338016666667,
loc_411,yrdb3010,ds_294,34.7166666666667,115.383333333333,
loc_412,yrdb3268,ds_295,35.5631,115.137563888889,
loc_413,yrdb11,ds_296,34.8333333333333,114.533333333333,
loc_414,yrdb2575,ds_297,34.3081611111111,117.247116666667,
loc_415,yrdb1338,ds_298,38.301675,116.548369444444,
loc_416,yrdb1402,ds_332,34.8978527777778,114.825505555556,
loc_417,yrdb3174,ds_300,34.9014444444444,114.452894444444,
loc_418,yrdb2995,ds_1416,36.0615361111111,103.831941666667,
loc_419,yrdb3630,ds_301,34.9378027777778,114.034077777778,
loc_420,yrdb2938,ds_302,34.8877638888889,113.769363888889,
loc_421,yrdb3631,ds_303,33.8285611111111,118.527247222222,
loc_422,yrdb2611,ds_304,34.2531138888889,117.0426,
loc_423,yrdb1927,ds_475,33.5223444444444,118.942594444444,
loc_424,yrdb3632,ds_305,34.29525,117.148,
loc_425,yrdb3104,ds_306,35.4249583333333,112.564738888889,
loc_426,yrdb1313,ds_307,34.1248888888889,117.873472222222,
loc_427,yrdb3097,ds_308,36.2833333333333,115.15,
loc_428,yrdb1515,ds_310,34.0430638888889,117.538836111111,
loc_429,yrdb711,ds_311,34.2333333333333,117.2,
loc_430,yrdb1236,ds_312,34.8833333333333,113.95,
loc_431,yrdb135,ds_313,35.5775777777778,115.249916666667,
loc_432,yrdb2048,ds_315,34.2776444444444,117.401444444444,
loc_433,yrdb2476,ds_316,33.6021444444444,119.044002777778,
loc_434,yrdb2479,ds_317,40.65,117.15,
loc_435,yrdb3578,ds_318,34.8466805555556,114.269344444444,
loc_436,yrdb3579,ds_319,38.1833333333333,116.133333333333,
loc_437,yrdb3222,ds_320,34.9387833333333,114.800283333333,
loc_438,yrdb1419,ds_322,34.2521666666667,117.276327777778,
loc_439,yrdb1406,ds_323,35.9402444444444,115.844866666667,
