name_id,language,name,en_transliteration,yrdb_id,attestation
nm_5398,en,wenquan bao,,yrdb1941,us_80576
nm_5399,zh-cn,渭北,,yrdb1943,ds_900
nm_5400,en,weibei,,yrdb1943,ds_900
nm_5401,zh-cn,渭北,,yrdb1943,ds_1114
nm_5402,en,weibei,,yrdb1943,ds_1114
nm_5403,zh-cn,渭南,,yrdb1944,ds_1194
nm_5404,en,weinan,,yrdb1944,ds_1194
nm_5405,zh-cn,渭南,,yrdb1944,ds_1654
nm_5406,en,weinan,,yrdb1944,ds_1654
nm_5407,zh-cn,渭城,,yrdb1945,us_30118
nm_5408,en,wei cheng,,yrdb1945,us_30118
nm_5409,zh-cn,渭橋,,yrdb1946,ds_648
nm_5410,en,wei qiao,,yrdb1946,ds_648
nm_5411,zh-cn,渭水,,yrdb1947,ds_1743
nm_5412,en,wei shui,,yrdb1947,ds_1743
nm_5413,zh-cn,湖,,yrdb1948,us_10068
nm_5414,en,hu,,yrdb1948,us_10068
nm_5415,zh-cn,湖北,,yrdb1949,ds_1769
nm_5416,en,hubei,,yrdb1949,ds_1769
nm_5417,zh-cn,湖城,,yrdb1950,ds_1391
nm_5418,en,hu cheng,,yrdb1950,ds_1391
nm_5419,zh-cn,湖城站,,yrdb1951,us_70489
nm_5420,en,hucheng zhan,,yrdb1951,us_70489
nm_5421,zh-cn,湖州,,yrdb1952,ds_1392
nm_5422,en,hu zhou,,yrdb1952,ds_1392
nm_5423,zh-cn,湖廣,,yrdb1953,ds_1596
nm_5424,en,huguang,,yrdb1953,ds_1596
nm_5425,zh-cn,湖村鋪,,yrdb1954,ds_242
nm_5426,en,hucun pu,,yrdb1954,ds_242
nm_5427,zh-cn,湖灘河朔,,yrdb1955,us_80606
nm_5428,en,hutanheshuo,,yrdb1955,us_80606
nm_5429,zh-cn,湖灘河朔,,yrdb1955,us_81074
nm_5430,en,hutanheshuo,,yrdb1955,us_81074
nm_5431,zh-cn,湛城,,yrdb1956,us_20175
nm_5432,en,zhan cheng,,yrdb1956,us_20175
nm_5433,zh-cn,湟水,,yrdb1957,ds_1701
nm_5434,en,huang shui,,yrdb1957,ds_1701
nm_5435,zh-cn,湫頭鎮,,yrdb1958,us_70309
nm_5436,en,qiutou zhen,,yrdb1958,us_70309
nm_5437,zh-cn,湫頭鎮,,yrdb1958,us_80584
nm_5438,en,qiutou zhen,,yrdb1958,us_80584
nm_5439,zh-cn,湫水河,,yrdb1959,ds_1727
nm_5440,en,qiushui he,,yrdb1959,ds_1727
nm_5441,zh-cn,湮陽亭,,yrdb1960,us_40179
nm_5442,en,yanyang ting,,yrdb1960,us_40179
nm_5443,zh-cn,源渦鎮,,yrdb1961,us_80702
nm_5444,en,yuanwo zhen,,yrdb1961,us_80702
nm_5445,zh-cn,溞溝,,yrdb1962,ds_495
nm_5446,en,sao gou,,yrdb1962,ds_495
nm_5447,zh-cn,滁,,yrdb1963,ds_897
nm_5448,en,chu,,yrdb1963,ds_897
nm_5449,zh-cn,滑縣,,yrdb1964,ds_992
nm_5450,en,hua xian,,yrdb1964,ds_992
nm_5451,zh-cn,滑縣,,yrdb1964,ds_24
nm_5452,en,hua xian,,yrdb1964,ds_24
nm_5453,zh-cn,滑縣,,yrdb1964,ds_146
nm_5454,en,hua xian,,yrdb1964,ds_146
nm_5455,zh-cn,滑縣,,yrdb1964,ds_198
nm_5456,en,hua xian,,yrdb1964,ds_198
nm_5457,zh-cn,滑縣,,yrdb1964,ds_598
nm_5458,en,hua xian,,yrdb1964,ds_598
nm_5459,zh-cn,滑縣,,yrdb1964,ds_1049
nm_5460,en,hua xian,,yrdb1964,ds_1049
nm_5461,zh-cn,滑縣,,yrdb1964,ds_1071
nm_5462,en,hua xian,,yrdb1964,ds_1071
nm_5463,zh-cn,滑縣,,yrdb1964,ds_1280
nm_5464,en,hua xian,,yrdb1964,ds_1280
nm_5465,zh-cn,滑縣,,yrdb1964,ds_1394
nm_5466,en,hua xian,,yrdb1964,ds_1394
nm_5467,zh-cn,滑石澗堡,,yrdb1966,us_80657
nm_5468,en,huashijian bao,,yrdb1966,us_80657
nm_5469,zh-cn,滕州,,yrdb1967,ds_1102
nm_5470,en,teng zhou,,yrdb1967,ds_1102
nm_5471,zh-cn,滿夷谷,,yrdb1968,us_20192
nm_5472,en,manyi gu,,yrdb1968,us_20192
nm_5473,zh-cn,滿浦,,yrdb1969,ds_403
nm_5474,en,manpu,,yrdb1969,ds_403
nm_5475,zh-cn,濱縣,,yrdb1970,ds_881
nm_5476,en,bin xian,,yrdb1970,ds_881
nm_5477,zh-cn,濱州,,yrdb1971,ds_125
nm_5478,en,bin zhou,,yrdb1971,ds_125
nm_5479,zh-cn,濱州,,yrdb1971,ds_881
nm_5480,en,bin zhou,,yrdb1971,ds_881
nm_5481,zh-cn,濱州,,yrdb1971,ds_1328
nm_5482,en,bin zhou,,yrdb1971,ds_1328
nm_5483,zh-cn,灘歌鎮,,yrdb1972,us_81129
nm_5484,en,tange zhen,,yrdb1972,us_81129
nm_5485,zh-cn,滹沱河,,yrdb1973,ds_1696
nm_5486,en,hutuo he,,yrdb1973,ds_1696
nm_5487,zh-cn,漫坪,,yrdb1974,us_81100
nm_5488,en,man ping,,yrdb1974,us_81100
nm_5489,zh-cn,漳河,,yrdb1975,ds_1758
nm_5490,en,zhang he,,yrdb1975,ds_1758
nm_5491,zh-cn,潘家堂,,yrdb1976,ds_436
nm_5492,en,panjiatang,,yrdb1976,ds_436
nm_5493,zh-cn,潘家屯,,yrdb1977,ds_437
nm_5494,en,panjia tun,,yrdb1977,ds_437
nm_5495,zh-cn,潘崗,,yrdb1978,ds_435
nm_5496,en,pangang,,yrdb1978,ds_435
nm_5497,zh-cn,潘莊,,yrdb1979,ds_438
nm_5498,en,pan zhuang,,yrdb1979,ds_438
nm_5499,zh-cn,潛亭,,yrdb1980,us_40159
nm_5500,en,qian ting,,yrdb1980,us_40159
nm_5501,zh-cn,潞,,yrdb1981,us_20035
nm_5502,en,lu,,yrdb1981,us_20035
nm_5503,zh-cn,潞,,yrdb1981,us_40117
nm_5504,en,lu,,yrdb1981,us_40117
nm_5505,zh-cn,潞,,yrdb1981,ds_1446
nm_5506,en,lu,,yrdb1981,ds_1446
nm_5507,zh-cn,潭口寺,,yrdb1984,ds_583
nm_5508,en,tankou si,,yrdb1984,ds_583
nm_5509,zh-cn,潼關,,yrdb1985,us_30004
nm_5510,en,tong guan,,yrdb1985,us_30004
nm_5511,zh-cn,潼關,,yrdb1985,us_30052
nm_5512,en,tong guan,,yrdb1985,us_30052
nm_5513,zh-cn,潼關,,yrdb1985,us_70471
nm_5514,en,tong guan,,yrdb1985,us_70471
nm_5515,zh-cn,潼關,,yrdb1985,us_40016
nm_5516,en,tong guan,,yrdb1985,us_40016
nm_5517,zh-cn,潼關,,yrdb1985,us_40030
nm_5518,en,tong guan,,yrdb1985,us_40030
nm_5519,zh-cn,潼關,,yrdb1985,us_40060
nm_5520,en,tong guan,,yrdb1985,us_40060
nm_5521,zh-cn,潼關,,yrdb1985,us_40276
nm_5522,en,tong guan,,yrdb1985,us_40276
nm_5523,zh-cn,潼關,,yrdb1985,ds_610
nm_5524,en,tong guan,,yrdb1985,ds_610
nm_5525,zh-cn,潼關,,yrdb1985,ds_1187
nm_5526,en,tong guan,,yrdb1985,ds_1187
nm_5527,zh-cn,澶州,,yrdb1986,ds_46
nm_5528,en,chan zhou,,yrdb1986,ds_46
nm_5529,zh-cn,澶州,,yrdb1986,ds_156
nm_5530,en,chan zhou,,yrdb1986,ds_156
nm_5531,zh-cn,澶州,,yrdb1986,ds_223
nm_5532,en,chan zhou,,yrdb1986,ds_223
nm_5533,zh-cn,澶州,,yrdb1986,ds_500
nm_5534,en,chan zhou,,yrdb1986,ds_500
nm_5535,zh-cn,澶州,,yrdb1986,ds_565
nm_5536,en,chan zhou,,yrdb1986,ds_565
nm_5537,zh-cn,澶州,,yrdb1986,ds_621
nm_5538,en,chan zhou,,yrdb1986,ds_621
nm_5539,zh-cn,澶州,,yrdb1986,ds_623
nm_5540,en,chan zhou,,yrdb1986,ds_623
nm_5541,zh-cn,澶州,,yrdb1986,ds_711
nm_5542,en,chan zhou,,yrdb1986,ds_711
nm_5543,zh-cn,澶州,,yrdb1986,ds_779
nm_5544,en,chan zhou,,yrdb1986,ds_779
nm_5545,zh-cn,澶州,,yrdb1986,ds_922
nm_5546,en,chan zhou,,yrdb1986,ds_922
nm_5547,zh-cn,澶州,,yrdb1986,ds_1056
nm_5548,en,chan zhou,,yrdb1986,ds_1056
nm_5549,zh-cn,澶州,,yrdb1986,ds_1336
nm_5550,en,chan zhou,,yrdb1986,ds_1336
nm_5551,zh-cn,澶淵,,yrdb1987,ds_889
nm_5552,en,chanyuan,,yrdb1987,ds_889
nm_5553,zh-cn,澶淵,,yrdb1987,ds_1335
nm_5554,en,chanyuan,,yrdb1987,ds_1335
nm_5555,zh-cn,濠州,,yrdb1988,ds_1382
nm_5556,en,hao zhou,,yrdb1988,ds_1382
nm_5557,zh-cn,濩澤,,yrdb1989,us_10025
nm_5558,en,huoze,,yrdb1989,us_10025
nm_5559,zh-cn,濮陽,,yrdb1992,ds_68
nm_5560,en,puyang,,yrdb1992,ds_68
nm_5561,zh-cn,濮陽,,yrdb1992,ds_76
nm_5562,en,puyang,,yrdb1992,ds_76
nm_5563,zh-cn,濮陽,,yrdb1992,ds_244
nm_5564,en,puyang,,yrdb1992,ds_244
nm_5565,zh-cn,濮陽,,yrdb1992,ds_622
nm_5566,en,puyang,,yrdb1992,ds_622
nm_5567,zh-cn,濮陽,,yrdb1992,ds_1118
nm_5568,en,puyang,,yrdb1992,ds_1118
nm_5569,zh-cn,濮陽,,yrdb1992,ds_1117
nm_5570,en,puyang,,yrdb1992,ds_1117
nm_5571,zh-cn,濮陽,,yrdb1992,ds_313
nm_5572,en,puyang,,yrdb1992,ds_313
nm_5573,zh-cn,濮陽,,yrdb1992,ds_357
nm_5574,en,puyang,,yrdb1992,ds_357
nm_5575,zh-cn,濮陽,,yrdb1992,ds_924
nm_5576,en,puyang,,yrdb1992,ds_924
nm_5577,zh-cn,濮陽,,yrdb1992,ds_1461
nm_5578,en,puyang,,yrdb1992,ds_1461
nm_5579,zh-cn,瀛州,,yrdb1993,ds_298
nm_5580,en,ying zhou,,yrdb1993,ds_298
nm_5581,zh-cn,瀛州,,yrdb1993,ds_319
nm_5582,en,ying zhou,,yrdb1993,ds_319
nm_5583,zh-cn,瀛州,,yrdb1993,ds_1548
nm_5584,en,ying zhou,,yrdb1993,ds_1548
nm_5585,zh-cn,灞橋鎮,,yrdb1994,us_80249
nm_5586,en,baqiao zhen,,yrdb1994,us_80249
nm_5587,zh-cn,火燒鎮,,yrdb1995,us_80266
nm_5588,en,huoshao zhen,,yrdb1995,us_80266
nm_5589,zh-cn,灰城子,,yrdb1996,us_70333
nm_5590,en,huichengzi,,yrdb1996,us_70333
nm_5591,zh-cn,灰溝營堡,,yrdb1997,us_70026
nm_5592,en,huigouying bao,,yrdb1997,us_70026
nm_5593,zh-cn,灰溝營堡,,yrdb1997,us_70338
nm_5594,en,huigouying bao,,yrdb1997,us_70338
nm_5595,zh-cn,灰谷堆,,yrdb1998,ds_262
nm_5596,en,huigudui,,yrdb1998,ds_262
nm_5597,zh-cn,靈縣,,yrdb2000,ds_417
nm_5598,en,ling xian,,yrdb2000,ds_417
nm_5599,zh-cn,靈臺,,yrdb2001,us_20223
nm_5600,en,lingtai,,yrdb2001,us_20223
nm_5601,zh-cn,靈臺,,yrdb2001,us_40170
nm_5602,en,lingtai,,yrdb2001,us_40170
nm_5603,zh-cn,靈臺,,yrdb2001,ds_1073
nm_5604,en,lingtai,,yrdb2001,ds_1073
nm_5605,zh-cn,靈壁縣,,yrdb2002,ds_73
nm_5606,en,lingbi xian,,yrdb2002,ds_73
nm_5607,zh-cn,靈壁縣,,yrdb2002,ds_108
nm_5608,en,lingbi xian,,yrdb2002,ds_108
nm_5609,zh-cn,靈壁縣,,yrdb2002,ds_310
nm_5610,en,lingbi xian,,yrdb2002,ds_310
nm_5611,zh-cn,靈壁縣,,yrdb2002,ds_539
nm_5612,en,lingbi xian,,yrdb2002,ds_539
nm_5613,zh-cn,靈壁縣,,yrdb2002,ds_540
nm_5614,en,lingbi xian,,yrdb2002,ds_540
nm_5615,zh-cn,靈壁縣,,yrdb2002,ds_1070
nm_5616,en,lingbi xian,,yrdb2002,ds_1070
nm_5617,zh-cn,靈壁縣,,yrdb2002,ds_1068
nm_5618,en,lingbi xian,,yrdb2002,ds_1068
nm_5619,zh-cn,靈寶,,yrdb2003,ds_1069
nm_5620,en,lingbao,,yrdb2003,ds_1069
nm_5621,zh-cn,靈寶,,yrdb2003,ds_152
nm_5622,en,lingbao,,yrdb2003,ds_152
nm_5623,zh-cn,靈寶河,,yrdb2005,ds_1476
nm_5624,en,lingbao he,,yrdb2005,ds_1476
nm_5625,zh-cn,靈州,,yrdb2006,ds_425
nm_5626,en,ling zhou,,yrdb2006,ds_425
nm_5627,zh-cn,靈州,,yrdb2006,ds_1444
nm_5628,en,ling zhou,,yrdb2006,ds_1444
nm_5629,zh-cn,靈平埽,,yrdb2007,ds_348
nm_5630,en,lingping sao,,yrdb2007,ds_348
nm_5631,zh-cn,靈武谷,,yrdb2008,us_20253
nm_5632,en,lingwu gu,,yrdb2008,us_20253
nm_5633,zh-cn,靈河縣,,yrdb2009,ds_1071
nm_5634,en,linghe xian,,yrdb2009,ds_1071
nm_5635,zh-cn,靈照寺,,yrdb2010,us_70029
nm_5636,en,lingzhao si,,yrdb2010,us_70029
nm_5637,zh-cn,靈璧縣,,yrdb2011,ds_347
nm_5638,en,lingbi xian,,yrdb2011,ds_347
nm_5639,zh-cn,靈石縣,,yrdb2012,ds_1072
nm_5640,en,lingshi xian,,yrdb2012,ds_1072
nm_5641,zh-cn,煙墩,,yrdb2014,ds_741
nm_5642,en,yandun,,yrdb2014,ds_741
nm_5643,zh-cn,煙筒溝,,yrdb2015,us_80392
nm_5644,en,yantong gou,,yrdb2015,us_80392
nm_5645,zh-cn,焉氏塞,,yrdb2016,us_10125
nm_5646,en,yanshisai,,yrdb2016,us_10125
nm_5647,zh-cn,焦,,yrdb2017,us_10061
nm_5648,en,jiao,,yrdb2017,us_10061
nm_5649,zh-cn,焦丘,,yrdb2018,ds_287
nm_5650,en,jiao qiu,,yrdb2018,ds_287
nm_5651,zh-cn,焦口寨,,yrdb2019,us_80835
nm_5652,en,jiaokou zhai,,yrdb2019,us_80835
nm_5653,zh-cn,焦家,,yrdb2020,ds_285
nm_5654,en,jiaojia,,yrdb2020,ds_285
nm_5655,zh-cn,焦家巷,,yrdb2021,us_80232
nm_5656,en,jiaojiaxiang,,yrdb2021,us_80232
nm_5657,zh-cn,焦家潭,,yrdb2022,ds_286
nm_5658,en,jiaojiatan,,yrdb2022,ds_286
nm_5659,zh-cn,焦村,,yrdb2023,us_70366
nm_5660,en,jiao cun,,yrdb2023,us_70366
nm_5661,zh-cn,焦村,,yrdb2023,us_81157
nm_5662,en,jiao cun,,yrdb2023,us_81157
nm_5663,zh-cn,焦韓店,,yrdb2024,us_80499
nm_5664,en,jiaohandian,,yrdb2024,us_80499
nm_5665,zh-cn,熙州,,yrdb2025,ds_1515
nm_5666,en,xi zhou,,yrdb2025,ds_1515
nm_5667,zh-cn,燕南,,yrdb2026,ds_1659
nm_5668,en,yannan,,yrdb2026,ds_1659
nm_5669,zh-cn,燕只哥赤斤站,,yrdb2027,us_70420
nm_5670,en,yanzhigechijin zhan,,yrdb2027,us_70420
nm_5671,zh-cn,燕子口,,yrdb2028,ds_746
nm_5672,en,yanzi kou,,yrdb2028,ds_746
nm_5673,zh-cn,燕山,,yrdb2029,ds_1751
nm_5674,en,yan shan,,yrdb2029,ds_1751
nm_5675,zh-cn,燕昌城,,yrdb2030,us_40142
nm_5676,en,yanchang cheng,,yrdb2030,us_40142
nm_5677,zh-cn,牛尾莊,,yrdb2031,us_70095
nm_5678,en,niuwei zhuang,,yrdb2031,us_70095
nm_5679,zh-cn,牛尾莊,,yrdb2031,us_80864
nm_5680,en,niuwei zhuang,,yrdb2031,us_80864
nm_5681,zh-cn,牛屯,,yrdb2033,ds_434
nm_5682,en,niu tun,,yrdb2033,ds_434
nm_5683,zh-cn,牛市屯,,yrdb2034,ds_433
nm_5684,en,niushi tun,,yrdb2034,ds_433
nm_5685,zh-cn,牛心堡,,yrdb2035,us_80633
nm_5686,en,niuxin bao,,yrdb2035,us_80633
nm_5687,zh-cn,牛村寨,,yrdb2036,us_80873
nm_5688,en,niucun zhai,,yrdb2036,us_80873
nm_5689,zh-cn,牛武鎮,,yrdb2037,us_80137
nm_5690,en,niuwu zhen,,yrdb2037,us_80137
nm_5691,zh-cn,牛渡鎮,,yrdb2038,us_80922
nm_5692,en,niudu zhen,,yrdb2038,us_80922
nm_5693,zh-cn,牛皮嶺站,,yrdb2039,us_70423
nm_5694,en,niupiling zhan,,yrdb2039,us_70423
nm_5695,zh-cn,牧師苑,,yrdb2040,us_20102
nm_5696,en,mushi yuan,,yrdb2040,us_20102
nm_5697,zh-cn,牧苑,,yrdb2041,us_20248
nm_5698,en,mu yuan,,yrdb2041,us_20248
nm_5699,zh-cn,特門庫珠,,yrdb2042,us_81081
nm_5700,en,temenkuzhu,,yrdb2042,us_81081
nm_5701,zh-cn,犨氏鄉亭,,yrdb2043,us_20069
nm_5702,en,choushixiang ting,,yrdb2043,us_20069
nm_5703,zh-cn,狄道,,yrdb2044,us_10113
nm_5704,en,di dao,,yrdb2044,us_10113
nm_5705,zh-cn,狄道,,yrdb2044,us_40024
nm_5706,en,di dao,,yrdb2044,us_40024
nm_5707,zh-cn,狐槃,,yrdb2045,us_20252
nm_5708,en,hupan,,yrdb2045,us_20252
nm_5709,zh-cn,獨店,,yrdb2046,us_81173
nm_5710,en,dudian,,yrdb2046,us_81173
nm_5711,zh-cn,狼孟,,yrdb2047,us_20041
nm_5712,en,langmeng,,yrdb2047,us_20041
nm_5713,zh-cn,狼孟,,yrdb2047,us_10140
nm_5714,en,langmeng,,yrdb2047,us_10140
nm_5715,zh-cn,狼石溝,,yrdb2048,ds_315
nm_5716,en,langshi gou,,yrdb2048,ds_315
nm_5717,zh-cn,狼石溝,,yrdb2048,ds_314
nm_5718,en,langshi gou,,yrdb2048,ds_314
nm_5719,zh-cn,玉峽關,,yrdb2050,us_70159
nm_5720,en,yuxia guan,,yrdb2050,us_70159
nm_5721,zh-cn,玉峽關,,yrdb2050,us_80995
nm_5722,en,yuxia guan,,yrdb2050,us_80995
nm_5723,zh-cn,玉林,,yrdb2051,us_70041
nm_5724,en,yulin,,yrdb2051,us_70041
nm_5725,zh-cn,玉泉營,,yrdb2052,us_70211
nm_5726,en,yuquan ying,,yrdb2052,us_70211
nm_5727,zh-cn,玉泉營,,yrdb2052,us_80436
nm_5728,en,yuquan ying,,yrdb2052,us_80436
nm_5729,zh-cn,玉清昭應宮,,yrdb2054,ds_795
nm_5730,en,yuqingzhaoying gong,,yrdb2054,ds_795
nm_5731,zh-cn,玉皇閣,,yrdb2055,ds_794
nm_5732,en,yuhuangge,,yrdb2055,ds_794
nm_5733,zh-cn,玉社津,,yrdb2056,us_40160
nm_5734,en,yushe jin,,yrdb2056,us_40160
nm_5735,zh-cn,王供埽,,yrdb2057,ds_628
nm_5736,en,wanggong sao,,yrdb2057,ds_628
nm_5737,zh-cn,王八埽,,yrdb2058,ds_621
nm_5738,en,wangba sao,,yrdb2058,ds_621
nm_5739,zh-cn,王公堤,,yrdb2059,ds_627
nm_5740,en,wanggong di,,yrdb2059,ds_627
nm_5741,zh-cn,王可寨,,yrdb2060,us_80999
nm_5742,en,wangke zhai,,yrdb2060,us_80999
nm_5743,zh-cn,王吳堡,,yrdb2061,ds_644
nm_5744,en,wangwu bu,,yrdb2061,ds_644
nm_5745,zh-cn,王城,,yrdb2062,us_20158
nm_5746,en,wang cheng,,yrdb2062,us_20158
nm_5747,zh-cn,王城,,yrdb2062,us_10071
nm_5748,en,wang cheng,,yrdb2062,us_10071
nm_5749,zh-cn,王城堌,,yrdb2063,ds_622
nm_5750,en,wangchenggu,,yrdb2063,ds_622
nm_5751,zh-cn,王官谷,,yrdb2064,us_70003
nm_5752,en,wangguan gu,,yrdb2064,us_70003
nm_5753,zh-cn,王家口,,yrdb2065,ds_632
nm_5754,en,wangjia kou,,yrdb2065,ds_632
nm_5755,zh-cn,王家園,,yrdb2066,ds_639
nm_5756,en,wangjiayuan,,yrdb2066,ds_639
nm_5757,zh-cn,王家圈,,yrdb2067,ds_634
nm_5758,en,wangjiaquan,,yrdb2067,ds_634
nm_5759,zh-cn,王家圈,,yrdb2067,ds_635
nm_5760,en,wangjiaquan,,yrdb2067,ds_635
nm_5761,zh-cn,王家坪,,yrdb2068,us_80128
nm_5762,en,wangjia ping,,yrdb2068,us_80128
nm_5763,zh-cn,王家堂,,yrdb2069,ds_637
nm_5764,en,wangjiatang,,yrdb2069,ds_637
nm_5765,zh-cn,王家堡,,yrdb2070,us_81174
nm_5766,en,wangjia pu,,yrdb2070,us_81174
nm_5767,zh-cn,王家寨,,yrdb2071,us_80625
nm_5768,en,wangjia zhai,,yrdb2071,us_80625
nm_5769,zh-cn,王家山閘,,yrdb2072,ds_636
nm_5770,en,wangjiashanzha,,yrdb2072,ds_636
nm_5771,zh-cn,王家莊堡,,yrdb2073,us_80839
nm_5772,en,wangjiazhuang bao,,yrdb2073,us_80839
nm_5773,zh-cn,王家店,,yrdb2074,ds_630
nm_5774,en,wangjiadian,,yrdb2074,ds_630
nm_5775,zh-cn,王家河,,yrdb2075,us_80534
nm_5776,en,wangjia he,,yrdb2075,us_80534
nm_5777,zh-cn,王家碼頭,,yrdb2076,ds_633
nm_5778,en,wangjiamatou,,yrdb2076,ds_633
nm_5779,zh-cn,王家營,,yrdb2077,ds_638
nm_5780,en,wangjia ying,,yrdb2077,ds_638
nm_5781,zh-cn,王家角鎮,,yrdb2078,us_80132
nm_5782,en,wangjiajiao zhen,,yrdb2078,us_80132
nm_5783,zh-cn,王家道口,,yrdb2079,ds_629
nm_5784,en,wangjiadao kou,,yrdb2079,ds_629
nm_5785,zh-cn,王家集,,yrdb2080,ds_631
nm_5786,en,wangjia ji,,yrdb2080,ds_631
nm_5787,zh-cn,王寮鎮,,yrdb2081,us_80211
nm_5788,en,wangliao zhen,,yrdb2081,us_80211
nm_5789,zh-cn,王封村,,yrdb2082,us_80684
nm_5790,en,wangfeng cun,,yrdb2082,us_80684
nm_5791,zh-cn,王平莊,,yrdb2083,ds_642
nm_5792,en,wangping zhuang,,yrdb2083,ds_642
nm_5793,zh-cn,王莊,,yrdb2084,ds_646
nm_5794,en,wang zhuang,,yrdb2084,ds_646
nm_5795,zh-cn,王曲堡,,yrdb2085,us_80947
nm_5796,en,wangqu bao,,yrdb2085,us_80947
nm_5797,zh-cn,王村,,yrdb2086,ds_624
nm_5798,en,wang cun,,yrdb2086,ds_624
nm_5799,zh-cn,王村廠,,yrdb2087,ds_625
nm_5800,en,wangcunchang,,yrdb2087,ds_625
nm_5801,zh-cn,王村口,,yrdb2088,ds_626
nm_5802,en,wangcun kou,,yrdb2088,ds_626
nm_5803,zh-cn,王村堡,,yrdb2089,us_81162
nm_5804,en,wangcun bao,,yrdb2089,us_81162
nm_5805,zh-cn,王村鎮,,yrdb2090,us_80794
nm_5806,en,wangcun zhen,,yrdb2090,us_80794
nm_5807,zh-cn,王橋渡,,yrdb2091,ds_643
nm_5808,en,wangqiao du,,yrdb2091,ds_643
nm_5809,zh-cn,王楚埽,,yrdb2092,ds_623
nm_5810,en,wangchu sao,,yrdb2092,ds_623
nm_5811,zh-cn,王河渠,,yrdb2093,ds_1742
nm_5812,en,wanghe qu,,yrdb2093,ds_1742
nm_5813,zh-cn,王牌口,,yrdb2094,ds_641
nm_5814,en,wangpai kou,,yrdb2094,ds_641
nm_5815,zh-cn,王簡口,,yrdb2095,ds_640
nm_5816,en,wangjian kou,,yrdb2095,ds_640
nm_5817,zh-cn,王營,,yrdb2096,ds_645
nm_5818,en,wang ying,,yrdb2096,ds_645
nm_5819,zh-cn,王家營,,yrdb2097,ds_620
nm_5820,en,wangjia ying,,yrdb2097,ds_620
nm_5821,zh-cn,琵子岡,,yrdb2098,ds_447
nm_5822,en,pizigang,,yrdb2098,ds_447
nm_5823,zh-cn,瑕城,,yrdb2099,us_20154
nm_5824,en,xia cheng,,yrdb2099,us_20154
nm_5825,zh-cn,瑕陽,,yrdb2100,us_10078
nm_5826,en,xiayang,,yrdb2100,us_10078
nm_5827,zh-cn,環轅,,yrdb2101,us_40099
nm_5828,en,huanyuan,,yrdb2101,us_40099
nm_5829,zh-cn,瓜州,,yrdb2102,ds_1375
nm_5830,en,gua zhou,,yrdb2102,ds_1375
nm_5831,zh-cn,瓠子口,,yrdb2103,ds_244
nm_5832,en,huzi kou,,yrdb2103,ds_244
nm_5833,zh-cn,瓦雲驛,,yrdb2104,us_81164
nm_5834,en,wayun yi,,yrdb2104,us_81164
nm_5835,zh-cn,瓦亭,,yrdb2105,us_20257
nm_5836,en,wa ting,,yrdb2105,us_20257
nm_5837,zh-cn,瓦亭,,yrdb2105,us_40048
nm_5838,en,wa ting,,yrdb2105,us_40048
nm_5839,zh-cn,瓦亭,,yrdb2105,us_40189
nm_5840,en,wa ting,,yrdb2105,us_40189
nm_5841,zh-cn,瓦亭,,yrdb2105,us_40039
nm_5842,en,wa ting,,yrdb2105,us_40039
nm_5843,zh-cn,瓦亭關,,yrdb2106,us_70257
nm_5844,en,wating guan,,yrdb2106,us_70257
nm_5845,zh-cn,瓦亭關,,yrdb2106,us_80493
nm_5846,en,wating guan,,yrdb2106,us_80493
nm_5847,zh-cn,瓦亭關,,yrdb2106,us_70444
nm_5848,en,wating guan,,yrdb2106,us_70444
nm_5849,zh-cn,瓦亭子,,yrdb2107,ds_615
nm_5850,en,watingzi,,yrdb2107,ds_615
nm_5851,zh-cn,瓦子灘,,yrdb2109,ds_616
nm_5852,en,wazi tan,,yrdb2109,ds_616
nm_5853,zh-cn,瓦窯口,,yrdb2110,us_80812
nm_5854,en,wayao kou,,yrdb2110,us_80812
nm_5855,zh-cn,瓦窯堡,,yrdb2111,us_80101
nm_5856,en,wayao bu,,yrdb2111,us_80101
nm_5857,zh-cn,瓷窯口,,yrdb2112,us_70137
nm_5858,en,ciyao kou,,yrdb2112,us_70137
nm_5859,zh-cn,甄家灣,,yrdb2113,us_80123
nm_5860,en,zhenjia wan,,yrdb2113,us_80123
nm_5861,zh-cn,甘亭,,yrdb2114,us_20053
nm_5862,en,gan ting,,yrdb2114,us_20053
nm_5863,zh-cn,甘亭,,yrdb2114,us_20143
nm_5864,en,gan ting,,yrdb2114,us_20143
nm_5865,zh-cn,甘亭,,yrdb2114,us_40229
nm_5866,en,gan ting,,yrdb2114,us_40229
nm_5867,zh-cn,甘泉,,yrdb2116,us_20016
nm_5868,en,ganquan,,yrdb2116,us_20016
nm_5869,zh-cn,甘泉寺,,yrdb2117,us_81178
nm_5870,en,ganquan si,,yrdb2117,us_81178
nm_5871,zh-cn,甘洛城,,yrdb2118,us_40173
nm_5872,en,ganluo cheng,,yrdb2118,us_40173
nm_5873,zh-cn,甘洛城,,yrdb2118,us_20212
nm_5874,en,ganluo cheng,,yrdb2118,us_20212
nm_5875,zh-cn,甘羅城,,yrdb2119,ds_161
nm_5876,en,ganluo cheng,,yrdb2119,ds_161
nm_5877,zh-cn,甘肅,,yrdb2120,ds_336
nm_5878,en,gansu,,yrdb2120,ds_336
nm_5879,zh-cn,甘肅,,yrdb2120,ds_948
nm_5880,en,gansu,,yrdb2120,ds_948
