name_id,language,name,en_transliteration,yrdb_id,attestation
nm_1680,en,xichanggong,,yrdb597,us_80341
nm_1681,zh-cn,夕陽亭,,yrdb598,us_30075
nm_1682,en,xiyang ting,,yrdb598,us_30075
nm_1683,zh-cn,多爾濟,,yrdb599,us_80598
nm_1684,en,duoerji,,yrdb599,us_80598
nm_1685,zh-cn,多爾濟,,yrdb599,us_81078
nm_1686,en,duoerji,,yrdb599,us_81078
nm_1687,zh-cn,大義鎮,,yrdb600,us_80991
nm_1688,en,dayi zhen,,yrdb600,us_80991
nm_1689,zh-cn,大伯當,,yrdb601,us_81022
nm_1690,en,dabodang,,yrdb601,us_81022
nm_1691,zh-cn,大伾,,yrdb602,ds_93
nm_1692,en,dapi,,yrdb602,ds_93
nm_1693,zh-cn,大興城,,yrdb603,ds_902
nm_1694,en,daxing cheng,,yrdb603,ds_902
nm_1695,zh-cn,大淩雲口,,yrdb604,us_80838
nm_1696,en,dalingyun kou,,yrdb604,us_80838
nm_1697,zh-cn,大名府,,yrdb606,ds_486
nm_1698,en,daming fu,,yrdb606,ds_486
nm_1699,zh-cn,大名府,,yrdb606,ds_960
nm_1700,en,daming fu,,yrdb606,ds_960
nm_1701,zh-cn,大名府,,yrdb606,ds_116
nm_1702,en,daming fu,,yrdb606,ds_116
nm_1703,zh-cn,大名府,,yrdb606,ds_890
nm_1704,en,daming fu,,yrdb606,ds_890
nm_1705,zh-cn,大名府,,yrdb606,ds_1287
nm_1706,en,daming fu,,yrdb606,ds_1287
nm_1707,zh-cn,大名府,,yrdb606,ds_1345
nm_1708,en,daming fu,,yrdb606,ds_1345
nm_1709,zh-cn,大名西岸,,yrdb608,ds_850
nm_1710,en,damingxian,,yrdb608,ds_850
nm_1711,zh-cn,大吳埽,,yrdb609,ds_99
nm_1712,en,dawu sao,,yrdb609,ds_99
nm_1713,zh-cn,大壩堡,,yrdb610,us_70210
nm_1714,en,daba bao,,yrdb610,us_70210
nm_1715,zh-cn,大壩堡,,yrdb610,us_80433
nm_1716,en,daba bao,,yrdb610,us_80433
nm_1717,zh-cn,大城,,yrdb611,us_40204
nm_1718,en,da cheng,,yrdb611,us_40204
nm_1719,zh-cn,大城,,yrdb611,us_20189
nm_1720,en,da cheng,,yrdb611,us_20189
nm_1721,zh-cn,大夏縣,,yrdb613,us_30037
nm_1722,en,daxia xian,,yrdb613,us_30037
nm_1723,zh-cn,大寧,,yrdb614,ds_389
nm_1724,en,daning,,yrdb614,ds_389
nm_1725,zh-cn,大安軍,,yrdb615,ds_1343
nm_1726,en,daan jun,,yrdb615,ds_1343
nm_1727,zh-cn,大寨,,yrdb616,ds_101
nm_1728,en,da zhai,,yrdb616,ds_101
nm_1729,zh-cn,大寨頭,,yrdb617,us_70145
nm_1730,en,dazhaitou,,yrdb617,us_70145
nm_1731,zh-cn,大寨莊,,yrdb618,ds_102
nm_1732,en,dazhai zhuang,,yrdb618,ds_102
nm_1733,zh-cn,大峽,,yrdb619,us_80351
nm_1734,en,daxia,,yrdb619,us_80351
nm_1735,zh-cn,大峪口,,yrdb620,us_80828
nm_1736,en,dayu kou,,yrdb620,us_80828
nm_1737,zh-cn,大峪口,,yrdb620,us_80844
nm_1738,en,dayu kou,,yrdb620,us_80844
nm_1739,zh-cn,大峪嶺,,yrdb621,us_70160
nm_1740,en,dayu ling,,yrdb621,us_70160
nm_1741,zh-cn,大峪鎮,,yrdb622,us_80196
nm_1742,en,dayu zhen,,yrdb622,us_80196
nm_1743,zh-cn,大慶關,,yrdb623,us_70354
nm_1744,en,daqing guan,,yrdb623,us_70354
nm_1745,zh-cn,大慶關,,yrdb623,us_70470
nm_1746,en,daqing guan,,yrdb623,us_70470
nm_1747,zh-cn,大度鎮,,yrdb624,us_80808
nm_1748,en,dadu zhen,,yrdb624,us_80808
nm_1749,zh-cn,大散關,,yrdb625,us_80284
nm_1750,en,dasan guan,,yrdb625,us_80284
nm_1751,zh-cn,大昌原,,yrdb626,us_70465
nm_1752,en,dachangyuan,,yrdb626,us_70465
nm_1753,zh-cn,大柏油堡,,yrdb627,us_70347
nm_1754,en,dabaiyou bao,,yrdb627,us_70347
nm_1755,zh-cn,大柏油堡,,yrdb627,us_80046
nm_1756,en,dabaiyou bao,,yrdb627,us_80046
nm_1757,zh-cn,大梁,,yrdb628,ds_901
nm_1758,en,daliang,,yrdb628,ds_901
nm_1759,zh-cn,大樓子,,yrdb629,us_80399
nm_1760,en,dalouzi,,yrdb629,us_80399
nm_1761,zh-cn,大榆谷,,yrdb630,us_20128
nm_1762,en,dayu gu,,yrdb630,us_20128
nm_1763,zh-cn,大榆谷,,yrdb630,us_40252
nm_1764,en,dayu gu,,yrdb630,us_40252
nm_1765,zh-cn,大武鎮,,yrdb631,us_80719
nm_1766,en,dawu zhen,,yrdb631,us_80719
nm_1767,zh-cn,大水口堡,,yrdb632,us_80667
nm_1768,en,dashuikou bao,,yrdb632,us_80667
nm_1769,zh-cn,大沙井堡,,yrdb633,us_80437
nm_1770,en,dashajing bao,,yrdb633,us_80437
nm_1771,zh-cn,大溝,,yrdb634,ds_85
nm_1772,en,da gou,,yrdb634,ds_85
nm_1773,zh-cn,大清口,,yrdb635,ds_94
nm_1774,en,daqing kou,,yrdb635,ds_94
nm_1775,zh-cn,大清河,,yrdb636,ds_393
nm_1776,en,daqing he,,yrdb636,ds_393
nm_1777,zh-cn,大清河,,yrdb636,ds_1680
nm_1778,en,daqing he,,yrdb636,ds_1680
nm_1779,zh-cn,大灣,,yrdb637,us_80382
nm_1780,en,da wan,,yrdb637,us_80382
nm_1781,zh-cn,大灣,,yrdb637,us_81098
nm_1782,en,da wan,,yrdb637,us_81098
nm_1783,zh-cn,大灣嶺,,yrdb638,us_80271
nm_1784,en,dawan ling,,yrdb638,us_80271
nm_1785,zh-cn,大溜溝,,yrdb639,ds_90
nm_1786,en,daliu gou,,yrdb639,ds_90
nm_1787,zh-cn,大溜溝,,yrdb639,ds_1679
nm_1788,en,daliu gou,,yrdb639,ds_1679
nm_1789,zh-cn,大濱,,yrdb640,ds_84
nm_1790,en,dabin,,yrdb640,ds_84
nm_1791,zh-cn,大瀦潭,,yrdb641,ds_103
nm_1792,en,dazhutan,,yrdb641,ds_103
nm_1793,zh-cn,大王廟,,yrdb642,ds_97
nm_1794,en,dawang miao,,yrdb642,ds_97
nm_1795,zh-cn,大王廟,,yrdb642,ds_98
nm_1796,en,dawang miao,,yrdb642,ds_98
nm_1797,zh-cn,大王鎮,,yrdb643,us_80239
nm_1798,en,dawang zhen,,yrdb643,us_80239
nm_1799,zh-cn,大社集,,yrdb645,ds_95
nm_1800,en,dashe ji,,yrdb645,ds_95
nm_1801,zh-cn,大索城,,yrdb646,us_30072
nm_1802,en,dasuo cheng,,yrdb646,us_30072
nm_1803,zh-cn,大羅鎮,,yrdb647,us_80843
nm_1804,en,daluo zhen,,yrdb647,us_80843
nm_1805,zh-cn,大羅鎮,,yrdb647,us_70144
nm_1806,en,daluo zhen,,yrdb647,us_70144
nm_1807,zh-cn,大茭陵,,yrdb648,ds_89
nm_1808,en,dajiaoling,,yrdb648,ds_89
nm_1809,zh-cn,大荔,,yrdb649,ds_900
nm_1810,en,dali,,yrdb649,ds_900
nm_1811,zh-cn,大蟲嶺,,yrdb650,us_70050
nm_1812,en,dachong ling,,yrdb650,us_70050
nm_1813,zh-cn,大解城,,yrdb651,us_20209
nm_1814,en,dajie cheng,,yrdb651,us_20209
nm_1815,zh-cn,大解城,,yrdb651,us_30076
nm_1816,en,dajie cheng,,yrdb651,us_30076
nm_1817,zh-cn,大谷關,,yrdb652,us_20177
nm_1818,en,dagu guan,,yrdb652,us_20177
nm_1819,zh-cn,大谷關,,yrdb652,us_20217
nm_1820,en,dagu guan,,yrdb652,us_20217
nm_1821,zh-cn,大谷關,,yrdb652,us_70380
nm_1822,en,dagu guan,,yrdb652,us_70380
nm_1823,zh-cn,大谷關,,yrdb652,us_80028
nm_1824,en,dagu guan,,yrdb652,us_80028
nm_1825,zh-cn,大谷關,,yrdb652,us_30079
nm_1826,en,dagu guan,,yrdb652,us_30079
nm_1827,zh-cn,大谷關,,yrdb652,us_30014
nm_1828,en,dagu guan,,yrdb652,us_30014
nm_1829,zh-cn,大谷口,,yrdb653,us_70150
nm_1830,en,dagu kou,,yrdb653,us_70150
nm_1831,zh-cn,大谷山,,yrdb654,ds_86
nm_1832,en,dagu shan,,yrdb654,ds_86
nm_1833,zh-cn,大谷山,,yrdb654,ds_1677
nm_1834,en,dagu shan,,yrdb654,ds_1677
nm_1835,zh-cn,大賢鎮,,yrdb656,us_80676
nm_1836,en,daxian zhen,,yrdb656,us_80676
nm_1837,zh-cn,大辛莊,,yrdb657,ds_100
nm_1838,en,daxin zhuang,,yrdb657,ds_100
nm_1839,zh-cn,大通冶,,yrdb658,us_70392
nm_1840,en,datongye,,yrdb658,us_70392
nm_1841,zh-cn,大通口,,yrdb659,ds_96
nm_1842,en,datong kou,,yrdb659,ds_96
nm_1843,zh-cn,大通營,,yrdb660,us_80303
nm_1844,en,datong ying,,yrdb660,us_80303
nm_1845,zh-cn,大郭家,,yrdb661,ds_87
nm_1846,en,daguojia,,yrdb661,ds_87
nm_1847,zh-cn,大陵城,,yrdb664,us_40129
nm_1848,en,daling cheng,,yrdb664,us_40129
nm_1849,zh-cn,大陵城,,yrdb664,us_10138
nm_1850,en,daling cheng,,yrdb664,us_10138
nm_1851,zh-cn,大順寨,,yrdb665,us_70461
nm_1852,en,dashun zhai,,yrdb665,us_70461
nm_1853,zh-cn,大魯莊,,yrdb666,ds_92
nm_1854,en,dalu zhuang,,yrdb666,ds_92
nm_1855,zh-cn,大麥鎮,,yrdb667,us_80770
nm_1856,en,damai zhen,,yrdb667,us_80770
nm_1857,zh-cn,大黃寺,,yrdb668,ds_88
nm_1858,en,dahuang si,,yrdb668,ds_88
nm_1859,zh-cn,大黑河,,yrdb669,ds_1678
nm_1860,en,dahei he,,yrdb669,ds_1678
nm_1861,zh-cn,大龍口,,yrdb670,ds_91
nm_1862,en,dalong kou,,yrdb670,ds_91
nm_1863,zh-cn,天井關,,yrdb671,us_20114
nm_1864,en,tianjing guan,,yrdb671,us_20114
nm_1865,zh-cn,天井關,,yrdb671,us_20202
nm_1866,en,tianjing guan,,yrdb671,us_20202
nm_1867,zh-cn,天井關,,yrdb671,us_70076
nm_1868,en,tianjing guan,,yrdb671,us_70076
nm_1869,zh-cn,天井關,,yrdb671,us_80954
nm_1870,en,tianjing guan,,yrdb671,us_80954
nm_1871,zh-cn,天井關,,yrdb671,us_40058
nm_1872,en,tianjing guan,,yrdb671,us_40058
nm_1873,zh-cn,天井關,,yrdb671,us_40101
nm_1874,en,tianjing guan,,yrdb671,us_40101
nm_1875,zh-cn,天臺埽,,yrdb672,ds_598
nm_1876,en,tiantai sao,,yrdb672,ds_598
nm_1877,zh-cn,天堂寺,,yrdb673,us_80348
nm_1878,en,tiantang si,,yrdb673,us_80348
nm_1879,zh-cn,天妃壩,,yrdb674,ds_594
nm_1880,en,tianfei ba,,yrdb674,ds_594
nm_1881,zh-cn,天成橋,,yrdb675,ds_593
nm_1882,en,tiancheng qiao,,yrdb675,ds_593
nm_1883,zh-cn,天池寨,,yrdb676,us_70251
nm_1884,en,tianchi zhai,,yrdb676,us_70251
nm_1885,zh-cn,天津,,yrdb677,ds_595
nm_1886,en,tian jin,,yrdb677,ds_595
nm_1887,zh-cn,天津,,yrdb677,ds_1500
nm_1888,en,tian jin,,yrdb677,ds_1500
nm_1889,zh-cn,天津橋,,yrdb678,ds_596
nm_1890,en,tianjin qiao,,yrdb678,ds_596
nm_1891,zh-cn,天然閘河,,yrdb679,ds_1737
nm_1892,en,tianranzha he,,yrdb679,ds_1737
nm_1893,zh-cn,天門,,yrdb680,us_10027
nm_1894,en,tianmen,,yrdb680,us_10027
nm_1895,zh-cn,天門關,,yrdb681,us_70093
nm_1896,en,tianmen guan,,yrdb681,us_70093
nm_1897,zh-cn,天門關,,yrdb681,us_80682
nm_1898,en,tianmen guan,,yrdb681,us_80682
nm_1899,zh-cn,天麻寨,,yrdb682,ds_597
nm_1900,en,tianma zhai,,yrdb682,ds_597
nm_1901,zh-cn,太丘,,yrdb683,ds_580
nm_1902,en,tai qiu,,yrdb683,ds_580
nm_1903,zh-cn,太原,,yrdb684,ds_1496
nm_1904,en,taiyuan,,yrdb684,ds_1496
nm_1905,zh-cn,太和縣,,yrdb685,ds_1177
nm_1906,en,taihe xian,,yrdb685,ds_1177
nm_1907,zh-cn,太和嶺,,yrdb686,us_70105
nm_1908,en,taihe ling,,yrdb686,us_70105
nm_1909,zh-cn,太和嶺,,yrdb686,us_70401
nm_1910,en,taihe ling,,yrdb686,us_70401
nm_1911,zh-cn,太安驛,,yrdb688,us_80880
nm_1912,en,taian yi,,yrdb688,us_80880
nm_1913,zh-cn,太安驛,,yrdb688,us_70394
nm_1914,en,taian yi,,yrdb688,us_70394
nm_1915,zh-cn,太山郡,,yrdb689,ds_1179
nm_1916,en,taishan jun,,yrdb689,ds_1179
nm_1917,zh-cn,太峪口,,yrdb690,us_80185
nm_1918,en,taiyu kou,,yrdb690,us_80185
nm_1919,zh-cn,太平關,,yrdb691,us_70071
nm_1920,en,taiping guan,,yrdb691,us_70071
nm_1921,zh-cn,太平州,,yrdb692,ds_1495
nm_1922,en,taiping zhou,,yrdb692,ds_1495
nm_1923,zh-cn,太平店,,yrdb693,us_80514
nm_1924,en,taipingdian,,yrdb693,us_80514
nm_1925,zh-cn,太平鎮,,yrdb694,ds_579
nm_1926,en,taiping zhen,,yrdb694,ds_579
nm_1927,zh-cn,太康,,yrdb695,ds_1494
nm_1928,en,taikang,,yrdb695,ds_1494
nm_1929,zh-cn,太康,,yrdb695,ds_1178
nm_1930,en,taikang,,yrdb695,ds_1178
nm_1931,zh-cn,太昌鎮,,yrdb697,us_80577
nm_1932,en,taichang zhen,,yrdb697,us_80577
nm_1933,zh-cn,太白鎮,,yrdb698,us_80589
nm_1934,en,taibai zhen,,yrdb698,us_80589
nm_1935,zh-cn,太行關,,yrdb699,us_30101
nm_1936,en,taihang guan,,yrdb699,us_30101
nm_1937,zh-cn,太行堤,,yrdb700,ds_577
nm_1938,en,taihang di,,yrdb700,ds_577
nm_1939,zh-cn,太香村,,yrdb702,us_80163
nm_1940,en,taixiang cun,,yrdb702,us_80163
nm_1941,zh-cn,太黃寺,,yrdb703,ds_578
nm_1942,en,taihuang si,,yrdb703,ds_578
nm_1943,zh-cn,頭堡,,yrdb704,ds_611
nm_1944,en,tou bao,,yrdb704,ds_611
nm_1945,zh-cn,頭塘,,yrdb705,us_80304
nm_1946,en,toutang,,yrdb705,us_80304
nm_1947,zh-cn,頭營,,yrdb706,us_80487
nm_1948,en,tou ying,,yrdb706,us_80487
nm_1949,zh-cn,奪火鎮,,yrdb707,us_80967
nm_1950,en,duohuo zhen,,yrdb707,us_80967
nm_1951,zh-cn,奇氏,,yrdb708,us_10077
nm_1952,en,qishi,,yrdb708,us_10077
nm_1953,zh-cn,奉先,,yrdb709,ds_153
nm_1954,en,fengxian,,yrdb709,ds_153
nm_1955,zh-cn,奉符,,yrdb710,ds_936
nm_1956,en,fengfu,,yrdb710,ds_936
nm_1957,zh-cn,奎山,,yrdb711,ds_311
nm_1958,en,kui shan,,yrdb711,ds_311
nm_1959,zh-cn,奎山店,,yrdb712,ds_311
nm_1960,en,kuishandian,,yrdb712,ds_311
nm_1961,zh-cn,契吳城,,yrdb713,us_40206
nm_1962,en,qiwu cheng,,yrdb713,us_40206
nm_1963,zh-cn,奡村,,yrdb714,ds_9
nm_1964,en,ao cun,,yrdb714,ds_9
nm_1965,zh-cn,好畤縣,,yrdb716,us_30120
nm_1966,en,haozhi xian,,yrdb716,us_30120
nm_1967,zh-cn,好畤縣,,yrdb716,us_20136
nm_1968,en,haozhi xian,,yrdb716,us_20136
nm_1969,zh-cn,好畤縣,,yrdb716,us_10111
nm_1970,en,haozhi xian,,yrdb716,us_10111
nm_1971,zh-cn,始昌城,,yrdb717,us_40192
nm_1972,en,shichang cheng,,yrdb717,us_40192
nm_1973,zh-cn,姑密,,yrdb718,us_10015
nm_1974,en,gumi,,yrdb718,us_10015
nm_1975,zh-cn,姚其營,,yrdb719,ds_769
nm_1976,en,yaoqi ying,,yrdb719,ds_769
nm_1977,zh-cn,姚家口,,yrdb720,ds_767
nm_1978,en,yaojia kou,,yrdb720,ds_767
nm_1979,zh-cn,姚家灣,,yrdb721,ds_768
nm_1980,en,yaojia wan,,yrdb721,ds_768
nm_1981,zh-cn,姚村,,yrdb722,ds_766
nm_1982,en,yao cun,,yrdb722,ds_766
nm_1983,zh-cn,姚福堡,,yrdb723,us_70234
nm_1984,en,yaofu bao,,yrdb723,us_70234
nm_1985,zh-cn,姚襄城,,yrdb724,us_40291
nm_1986,en,yaoxiang cheng,,yrdb724,us_40291
nm_1987,zh-cn,姜莊,,yrdb725,ds_283
nm_1988,en,jiang zhuang,,yrdb725,ds_283
nm_1989,zh-cn,姬磨站,,yrdb726,us_70494
nm_1990,en,jimo zhan,,yrdb726,us_70494
nm_1991,zh-cn,威縣,,yrdb727,ds_1189
nm_1992,en,wei xian,,yrdb727,ds_1189
nm_1993,zh-cn,威平堡,,yrdb728,us_70111
nm_1994,en,weiping bao,,yrdb728,us_70111
nm_1995,zh-cn,威平堡,,yrdb728,us_80644
nm_1996,en,weiping bao,,yrdb728,us_80644
nm_1997,zh-cn,威戎,,yrdb729,us_70440
nm_1998,en,weirong,,yrdb729,us_70440
nm_1999,zh-cn,威戎,,yrdb729,us_80496
nm_2000,en,weirong,,yrdb729,us_80496
nm_2001,zh-cn,威武堡,,yrdb731,us_70325
nm_2002,en,weiwu bao,,yrdb731,us_70325
nm_2003,zh-cn,威武堡,,yrdb731,us_80060
nm_2004,en,weiwu bao,,yrdb731,us_80060
nm_2005,zh-cn,威遠堡,,yrdb732,us_80349
nm_2006,en,weiyuan bao,,yrdb732,us_80349
nm_2007,zh-cn,威鎮堡,,yrdb733,us_70233
nm_2008,en,weizhen bao,,yrdb733,us_70233
nm_2009,zh-cn,威鎮堡,,yrdb733,us_80451
nm_2010,en,weizhen bao,,yrdb733,us_80451
nm_2011,zh-cn,威魯堡,,yrdb734,us_70119
nm_2012,en,weilu bao,,yrdb734,us_70119
nm_2013,zh-cn,威魯堡,,yrdb734,us_80637
nm_2014,en,weilu bao,,yrdb734,us_80637
nm_2015,zh-cn,婁家莊,,yrdb735,ds_372
nm_2016,en,loujia zhuang,,yrdb735,ds_372
nm_2017,zh-cn,娘娘壩,,yrdb736,us_80544
nm_2018,en,niangniang ba,,yrdb736,us_80544
nm_2019,zh-cn,娘娘廟,,yrdb737,us_80273
nm_2020,en,niangniang miao,,yrdb737,us_80273
nm_2021,zh-cn,娘子關,,yrdb738,us_80879
nm_2022,en,niangzi guan,,yrdb738,us_80879
nm_2023,zh-cn,婺州,,yrdb739,ds_1510
nm_2024,en,wu zhou,,yrdb739,ds_1510
nm_2025,zh-cn,子午鎮,,yrdb740,us_80244
nm_2026,en,ziwu zhen,,yrdb740,us_80244
nm_2027,zh-cn,子房山,,yrdb741,ds_1762
nm_2028,en,zifang shan,,yrdb741,ds_1762
nm_2029,zh-cn,子洪鎮,,yrdb742,us_80696
nm_2030,en,zihong zhen,,yrdb742,us_80696
nm_2031,zh-cn,孔家莊,,yrdb743,us_80307
nm_2032,en,kongjia zhuang,,yrdb743,us_80307
nm_2033,zh-cn,孫古鎮,,yrdb744,us_80917
nm_2034,en,sungu zhen,,yrdb744,us_80917
nm_2035,zh-cn,孫家口,,yrdb745,ds_572
nm_2036,en,sunjia kou,,yrdb745,ds_572
nm_2037,zh-cn,孫家渡,,yrdb746,ds_569
nm_2038,en,sunjia du,,yrdb746,ds_569
nm_2039,zh-cn,孫家港,,yrdb747,ds_570
nm_2040,en,sunjiagang,,yrdb747,ds_570
nm_2041,zh-cn,孫家集,,yrdb748,ds_571
nm_2042,en,sunjia ji,,yrdb748,ds_571
nm_2043,zh-cn,孫村埽,,yrdb749,ds_565
nm_2044,en,suncun sao,,yrdb749,ds_565
nm_2045,zh-cn,孫港口,,yrdb750,ds_566
nm_2046,en,sungang kou,,yrdb750,ds_566
nm_2047,zh-cn,孫祿口,,yrdb751,ds_573
nm_2048,en,sunlu kou,,yrdb751,ds_573
nm_2049,zh-cn,孫繼口,,yrdb752,ds_568
nm_2050,en,sunji kou,,yrdb752,ds_568
nm_2051,zh-cn,孫耿鎮,,yrdb753,ds_567
nm_2052,en,sungeng zhen,,yrdb753,ds_567
nm_2053,zh-cn,孝義,,yrdb754,ds_1230
nm_2054,en,xiaoyi,,yrdb754,ds_1230
nm_2055,zh-cn,孝義里,,yrdb755,us_40161
nm_2056,en,xiaoyili,,yrdb755,us_40161
nm_2057,zh-cn,孝義鎮,,yrdb756,us_80689
nm_2058,en,xiaoyi zhen,,yrdb756,us_80689
nm_2059,zh-cn,孝莊,,yrdb757,ds_712
nm_2060,en,xiao zhuang,,yrdb757,ds_712
nm_2061,zh-cn,孝童,,yrdb758,us_70317
nm_2062,en,xiaotong,,yrdb758,us_70317
nm_2063,zh-cn,孟縣,,yrdb759,ds_705
nm_2064,en,meng xian,,yrdb759,ds_705
nm_2065,zh-cn,孟縣,,yrdb759,ds_1086
nm_2066,en,meng xian,,yrdb759,ds_1086
nm_2067,zh-cn,孟壩寺,,yrdb760,us_80552
nm_2068,en,mengba si,,yrdb760,us_80552
nm_2069,zh-cn,孟家埠口,,yrdb761,ds_411
nm_2070,en,mengjiabu kou,,yrdb761,ds_411
nm_2071,zh-cn,孟家峪,,yrdb762,us_70025
nm_2072,en,mengjiayu,,yrdb762,us_70025
nm_2073,zh-cn,孟家灣,,yrdb763,ds_412
nm_2074,en,mengjia wan,,yrdb763,ds_412
nm_2075,zh-cn,孟州,,yrdb764,ds_26
nm_2076,en,meng zhou,,yrdb764,ds_26
nm_2077,zh-cn,孟州,,yrdb764,ds_213
nm_2078,en,meng zhou,,yrdb764,ds_213
nm_2079,zh-cn,孟州,,yrdb764,ds_1197
nm_2080,en,meng zhou,,yrdb764,ds_1197
nm_2081,zh-cn,孟州,,yrdb764,ds_1448
nm_2082,en,meng zhou,,yrdb764,ds_1448
nm_2083,zh-cn,孟打工,,yrdb765,us_80345
nm_2084,en,mengdagong,,yrdb765,us_80345
nm_2085,zh-cn,孟津,,yrdb766,us_20233
nm_2086,en,meng jin,,yrdb766,us_20233
nm_2087,zh-cn,孟津,,yrdb766,us_30013
nm_2088,en,meng jin,,yrdb766,us_30013
nm_2089,zh-cn,孟津,,yrdb766,us_10016
nm_2090,en,meng jin,,yrdb766,us_10016
nm_2091,zh-cn,孟津,,yrdb766,ds_27
nm_2092,en,meng jin,,yrdb766,ds_27
nm_2093,zh-cn,孟津,,yrdb766,ds_1085
nm_2094,en,meng jin,,yrdb766,ds_1085
nm_2095,zh-cn,孟津口,,yrdb768,ds_413
nm_2096,en,mengjin kou,,yrdb768,ds_413
nm_2097,zh-cn,富平渡,,yrdb769,us_30088
nm_2098,en,fuping du,,yrdb769,us_30088
nm_2099,zh-cn,富平渡,,yrdb769,ds_1644
nm_2100,en,fuping du,,yrdb769,ds_1644
nm_2101,zh-cn,孟門鎮,,yrdb771,us_80722
nm_2102,en,mengmen zhen,,yrdb771,us_80722
nm_2103,zh-cn,孟陽,,yrdb772,ds_1718
nm_2104,en,mengyang,,yrdb772,ds_1718
nm_2105,zh-cn,季泰鎮,,yrdb773,ds_271
nm_2106,en,jitai zhen,,yrdb773,ds_271
nm_2107,zh-cn,孤山堡,,yrdb774,us_70342
nm_2108,en,gushan bao,,yrdb774,us_70342
nm_2109,zh-cn,孤山堡,,yrdb774,us_80042
nm_2110,en,gushan bao,,yrdb774,us_80042
nm_2111,zh-cn,孤店,,yrdb775,us_70128
nm_2112,en,gudian,,yrdb775,us_70128
nm_2113,zh-cn,寧化寨,,yrdb778,us_70213
nm_2114,en,ninghua zhai,,yrdb778,us_70213
nm_2115,zh-cn,寧化所,,yrdb779,us_80669
nm_2116,en,ninghuasuo,,yrdb779,us_80669
nm_2117,zh-cn,寧化所,,yrdb779,ds_1456
nm_2118,en,ninghuasuo,,yrdb779,ds_1456
nm_2119,zh-cn,寧化鎮,,yrdb780,ds_431
nm_2120,en,ninghua zhen,,yrdb780,ds_431
nm_2121,zh-cn,寧縣,,yrdb781,ds_1101
nm_2122,en,ning xian,,yrdb781,ds_1101
nm_2123,zh-cn,寧國,,yrdb782,ds_1098
nm_2124,en,ning guo,,yrdb782,ds_1098
nm_2125,zh-cn,寧塞營,,yrdb783,us_70303
nm_2126,en,ningsai ying,,yrdb783,us_70303
nm_2127,zh-cn,寧夏,,yrdb784,ds_460
nm_2128,en,ningxia,,yrdb784,ds_460
nm_2129,zh-cn,寧夏,,yrdb784,ds_1004
nm_2130,en,ningxia,,yrdb784,ds_1004
nm_2131,zh-cn,寧夏,,yrdb784,ds_1109
nm_2132,en,ningxia,,yrdb784,ds_1109
nm_2133,zh-cn,寧夏,,yrdb784,ds_1451
nm_2134,en,ningxia,,yrdb784,ds_1451
nm_2135,zh-cn,寧夏,,yrdb784,ds_1630
nm_2136,en,ningxia,,yrdb784,ds_1630
nm_2137,zh-cn,寧夏,,yrdb784,ds_1780
nm_2138,en,ningxia,,yrdb784,ds_1780
nm_2139,zh-cn,寧夏,,yrdb784,ds_1457
nm_2140,en,ningxia,,yrdb784,ds_1457
nm_2141,zh-cn,寧安堡,,yrdb786,us_70201
nm_2142,en,ningan bao,,yrdb786,us_70201
nm_2143,zh-cn,寧安堡,,yrdb786,us_80420
nm_2144,en,ningan bao,,yrdb786,us_80420
nm_2145,zh-cn,寧州,,yrdb787,ds_1458
nm_2146,en,ning zhou,,yrdb787,ds_1458
nm_2147,zh-cn,寧州,,yrdb787,ds_1631
nm_2148,en,ning zhou,,yrdb787,ds_1631
nm_2149,zh-cn,寧朔縣,,yrdb788,ds_1100
nm_2150,en,ningshuo xian,,yrdb788,ds_1100
nm_2151,zh-cn,寧武,,yrdb789,us_70405
nm_2152,en,ningwu,,yrdb789,us_70405
nm_2153,zh-cn,寧河堡,,yrdb790,us_81094
nm_2154,en,ninghe bao,,yrdb790,us_81094
nm_2155,zh-cn,寧王村,,yrdb791,ds_432
nm_2156,en,ningwang cun,,yrdb791,ds_432
nm_2157,zh-cn,寧邊城,,yrdb792,us_70418
nm_2158,en,ningbian cheng,,yrdb792,us_70418
nm_2159,zh-cn,寧陵縣,,yrdb793,ds_1099
nm_2160,en,ningling xian,,yrdb793,ds_1099
nm_2161,zh-cn,寧魯堡,,yrdb794,us_70116
nm_2162,en,ninglu bao,,yrdb794,us_70116
nm_2163,zh-cn,守口堡,,yrdb795,us_80817
nm_2164,en,shoukou bao,,yrdb795,us_80817
nm_2165,zh-cn,安東,,yrdb796,ds_2
nm_2166,en,andong,,yrdb796,ds_2
nm_2167,zh-cn,安東,,yrdb796,ds_67
nm_2168,en,andong,,yrdb796,ds_67
nm_2169,zh-cn,安東,,yrdb796,ds_390
nm_2170,en,andong,,yrdb796,ds_390
nm_2171,zh-cn,安東,,yrdb796,ds_406
nm_2172,en,andong,,yrdb796,ds_406
nm_2173,zh-cn,安東,,yrdb796,ds_537
nm_2174,en,andong,,yrdb796,ds_537
nm_2175,zh-cn,安東,,yrdb796,ds_813
nm_2176,en,andong,,yrdb796,ds_813
nm_2177,zh-cn,安東,,yrdb796,ds_668
nm_2178,en,andong,,yrdb796,ds_668
nm_2179,zh-cn,安東,,yrdb796,ds_41
nm_2180,en,andong,,yrdb796,ds_41
nm_2181,zh-cn,安東,,yrdb796,ds_129
nm_2182,en,andong,,yrdb796,ds_129
nm_2183,zh-cn,安東,,yrdb796,ds_141
