yrdb_id,ft_id
yrdb1543,not specified
yrdb1546,walled settlement
yrdb1547,not specified
yrdb1548,post station
yrdb1549,community
yrdb1550,department
yrdb1551,palace
yrdb1552,village
yrdb1553,county
yrdb1554,state
yrdb1555,department
yrdb1556,not specified
yrdb1557,fortress
yrdb1558,town
yrdb1559,county
yrdb1561,not specified
yrdb1562,not specified
yrdb1563,estuary
yrdb1564,community
yrdb1566,estuary
yrdb1567,not specified
yrdb1569,not specified
yrdb1570,town
yrdb1571,not specified
yrdb1572,walled settlement
yrdb1573,town
yrdb1574,not specified
yrdb1575,town
yrdb1576,manor
yrdb1577,not specified
yrdb1578,town
yrdb1579,river valley
yrdb1580,fortress
yrdb1581,town
yrdb1582,not specified
yrdb1583,not specified
yrdb1584,fortress
yrdb1585,fortress
yrdb1586,not specified
yrdb1587,town
yrdb1588,ridge
yrdb1589,town
yrdb1590,town
yrdb1591,bridge
yrdb1592,embarkment
yrdb1593,not specified
yrdb1594,not specified
yrdb1595,department
yrdb1596,not specified
yrdb1597,town
yrdb1598,walled settlement
yrdb1599,walled settlement
yrdb1600,prefecture
yrdb1601,town
yrdb1602,encampment
yrdb1603,prefecture
yrdb1604,estuary
yrdb1605,not specified
yrdb1606,encampment
yrdb1607,creek
yrdb1608,department
yrdb1609,customs house
yrdb1610,walled settlement
yrdb1611,county
yrdb1612,county
yrdb1614,neighborhood
yrdb1615,not specified
yrdb1616,fortress
yrdb1618,fortress
yrdb1619,county
yrdb1620,not specified
yrdb1621,fief
yrdb1622,commandery
yrdb1623,county
yrdb1625,flat
yrdb1626,manor
yrdb1627,river valley
yrdb1628,not specified
yrdb1629,manor
yrdb1630,not specified
yrdb1631,not specified
yrdb1632,fortress
yrdb1633,post station
yrdb1634,not specified
yrdb1635,estuary
yrdb1636,town
yrdb1637,fortress
yrdb1638,not specified
yrdb1639,town
yrdb1640,walled settlement
yrdb1642,walled settlement
yrdb1643,fortress
yrdb1644,river
yrdb1645,walled settlement
yrdb1646,river
yrdb1647,stage station
yrdb1648,town
yrdb1649,township
yrdb1650,town
yrdb1651,fortress
yrdb1652,fortress
yrdb1653,customs house
yrdb1654,not specified
yrdb1655,county
yrdb1656,department
yrdb1657,encampment
yrdb1658,fortress
yrdb1659,town
yrdb1660,department
yrdb1661,ditch
yrdb1663,fortress
yrdb1664,bridge
yrdb1665,bridge
yrdb1666,fortress
yrdb1667,county
yrdb1668,county
yrdb1669,fortress
yrdb1670,not specified
yrdb1671,not specified
yrdb1672,commandery
yrdb1673,canal
yrdb1674,not specified
yrdb1675,stream
yrdb1676,commandery
yrdb1677,stream
yrdb1679,not specified
yrdb1680,department
yrdb1681,route
yrdb1682,encampment
yrdb1683,route
yrdb1684,department
yrdb1685,not specified
yrdb1687,province
yrdb1688,not specified
yrdb1689,not specified
yrdb1690,town
yrdb1691,department
yrdb1692,not specified
yrdb1693,walled settlement
yrdb1694,not specified
yrdb1695,manor
yrdb1696,county
yrdb1698,not specified
yrdb1699,estuary
yrdb1703,river
yrdb1704,estuary
yrdb1705,county
yrdb1706,river
yrdb1707,walled settlement
yrdb1708,town
yrdb1709,department
yrdb1710,customs house
yrdb1711,river
yrdb1712,not specified
yrdb1714,department
yrdb1715,river
yrdb1716,not specified
yrdb1717,not specified
yrdb1718,mountain
yrdb1719,department
yrdb1720,river
yrdb1721,not specified
yrdb1723,town
yrdb1724,not specified
yrdb1725,not specified
yrdb1726,manor
yrdb1727,county
yrdb1728,county
yrdb1729,not specified
yrdb1730,not specified
yrdb1731,not specified
yrdb1732,not specified
yrdb1733,post station
yrdb1735,not specified
yrdb1736,not specified
yrdb1738,stockade
yrdb1739,river
yrdb1740,not specified
yrdb1741,stage station
yrdb1742,not specified
yrdb1743,not specified
yrdb1744,bay
yrdb1745,park
yrdb1746,fortress
yrdb1747,walled settlement
yrdb1748,county
yrdb1749,river
yrdb1750,department
yrdb1751,not specified
yrdb1752,not specified
yrdb1753,route
yrdb1754,route
yrdb1755,prefecture
yrdb1756,not specified
yrdb1757,not specified
yrdb1759,county
yrdb1760,province
yrdb1761,route
yrdb1762,route
yrdb1763,route
yrdb1764,town
yrdb1765,province
yrdb1767,route
yrdb1768,town
yrdb1769,town
yrdb1770,village
yrdb1771,park
yrdb1772,not specified
yrdb1773,not specified
yrdb1774,department
yrdb1775,village
yrdb1776,not specified
yrdb1777,bridge
yrdb1778,ford
yrdb1779,not specified
yrdb1780,city
yrdb1781,fief
yrdb1782,fief
yrdb1783,not specified
yrdb1784,not specified
yrdb1786,bridge
yrdb1788,not specified
yrdb1790,not specified
yrdb1791,town
yrdb1792,stockade
yrdb1793,county
yrdb1794,not specified
yrdb1795,fortress
yrdb1796,not specified
yrdb1797,military post
yrdb1798,department
yrdb1799,river
yrdb1800,river
yrdb1802,encampment
yrdb1803,walled settlement
yrdb1804,not specified
yrdb1805,department
yrdb1806,mountain
yrdb1807,temple
yrdb1808,department
yrdb1809,walled settlement
yrdb1810,department
yrdb1811,creek
yrdb1812,department
yrdb1813,stream
yrdb1814,not specified
yrdb1815,fortress
yrdb1816,department
yrdb1817,estuary
yrdb1818,county
yrdb1819,bridge
yrdb1820,bridge
yrdb1821,river
yrdb1822,river valley
yrdb1823,not specified
yrdb1824,not specified
yrdb1826,not specified
yrdb1827,not specified
yrdb1828,town
yrdb1829,not specified
yrdb1830,creek
yrdb1831,stream
yrdb1832,customs house
yrdb1833,town
yrdb1834,estuary
yrdb1835,department
yrdb1837,fortress
yrdb1838,walled settlement
yrdb1839,not specified
yrdb1840,walled settlement
yrdb1841,not specified
yrdb1842,not specified
yrdb1843,bay
yrdb1844,department
yrdb1845,not specified
yrdb1846,town
yrdb1847,river
yrdb1849,not specified
yrdb1850,embarkment
yrdb1852,prefecture
yrdb1854,not specified
yrdb1855,route
yrdb1856,department
yrdb1857,river
yrdb1858,not specified
yrdb1859,county
yrdb1861,town
yrdb1862,not specified
yrdb1864,village
yrdb1865,river
yrdb1866,not specified
yrdb1867,province
yrdb1868,route
yrdb1869,county
yrdb1870,county
yrdb1872,ford
yrdb1873,estuary
yrdb1874,bridge
yrdb1875,bureau
yrdb1876,encampment
yrdb1877,not specified
yrdb1878,mudflat
yrdb1879,not specified
yrdb1881,department
yrdb1882,bureau
yrdb1883,mountain
yrdb1884,township
yrdb1885,not specified
yrdb1886,fortress
yrdb1888,walled settlement
yrdb1889,creek
yrdb1890,town
yrdb1891,walled settlement
yrdb1892,department
yrdb1893,estuary
yrdb1894,department
yrdb1895,town
yrdb1896,department
yrdb1897,military post
yrdb1898,county
yrdb1899,route
yrdb1901,not specified
yrdb1903,prefecture
yrdb1904,route
yrdb1905,stream
yrdb1906,not specified
yrdb1907,commandery
yrdb1908,not specified
yrdb1909,department
yrdb1910,not specified
yrdb1911,county
yrdb1912,town
yrdb1913,department
yrdb1914,customs house
yrdb1915,fortress
yrdb1916,customs house
yrdb1917,fortress
yrdb1918,not specified
yrdb1919,not specified
yrdb1920,encampment
yrdb1921,town
yrdb1922,stage station
yrdb1923,not specified
yrdb1924,not specified
yrdb1925,river
yrdb1926,county
yrdb1927,estuary
yrdb1928,not specified
yrdb1929,township
yrdb1930,county
yrdb1931,temple
yrdb1932,not specified
yrdb1933,department
yrdb1934,fortress
yrdb1935,county
yrdb1936,county
yrdb1937,estuary
yrdb1938,temple
yrdb1939,temple
yrdb1940,town
yrdb1941,fortress
yrdb1943,not specified
yrdb1944,not specified
yrdb1945,walled settlement
yrdb1946,bridge
yrdb1947,stream
yrdb1948,not specified
yrdb1949,province
yrdb1950,walled settlement
yrdb1951,military post
yrdb1952,department
yrdb1953,not specified
yrdb1954,post station
yrdb1955,not specified
yrdb1956,walled settlement
yrdb1957,stream
yrdb1958,town
yrdb1959,river
yrdb1960,neighborhood
yrdb1961,town
yrdb1962,ditch
yrdb1963,not specified
yrdb1964,county
yrdb1966,fortress
yrdb1967,department
yrdb1968,river valley
yrdb1969,not specified
yrdb1970,county
yrdb1971,department
yrdb1972,town
yrdb1973,river
yrdb1974,flat
yrdb1975,river
yrdb1976,not specified
yrdb1977,encampment
yrdb1978,not specified
yrdb1979,manor
yrdb1980,neighborhood
yrdb1981,not specified
yrdb1984,temple
yrdb1985,customs house
yrdb1986,department
yrdb1987,not specified
yrdb1988,department
yrdb1989,not specified
yrdb1992,not specified
yrdb1993,department
yrdb1994,town
yrdb1995,town
yrdb1996,not specified
yrdb1997,fortress
yrdb1998,not specified
yrdb2000,county
yrdb2001,not specified
yrdb2002,county
yrdb2003,county
yrdb2005,river
yrdb2006,department
yrdb2007,embarkment
yrdb2008,river valley
yrdb2009,county
yrdb2010,temple
yrdb2011,county
yrdb2012,county
yrdb2014,not specified
yrdb2015,ditch
yrdb2016,not specified
yrdb2017,not specified
yrdb2018,mound
yrdb2019,stockade
yrdb2020,not specified
yrdb2021,not specified
yrdb2022,not specified
yrdb2023,village
yrdb2024,not specified
yrdb2025,department
yrdb2026,not specified
yrdb2027,military post
yrdb2028,estuary
yrdb2029,mountain
yrdb2030,walled settlement
yrdb2031,manor
yrdb2033,encampment
yrdb2034,encampment
yrdb2035,fortress
yrdb2036,stockade
yrdb2037,town
yrdb2038,town
yrdb2039,military post
yrdb2040,park
yrdb2041,park
yrdb2042,not specified
yrdb2043,neighborhood
yrdb2044,circuit
yrdb2045,not specified
yrdb2046,not specified
yrdb2047,not specified
yrdb2048,ditch
yrdb2050,customs house
yrdb2051,not specified
yrdb2052,encampment
yrdb2054,palace
yrdb2055,not specified
yrdb2056,ford
yrdb2057,embarkment
yrdb2058,embarkment
yrdb2059,dike
yrdb2060,stockade
yrdb2061,fortress
yrdb2062,walled settlement
yrdb2063,not specified
yrdb2064,river valley
yrdb2065,estuary
yrdb2066,not specified
yrdb2067,not specified
yrdb2068,flat
yrdb2069,not specified
yrdb2070,fortress
yrdb2071,stockade
yrdb2072,not specified
yrdb2073,fortress
yrdb2074,not specified
yrdb2075,river
yrdb2076,not specified
yrdb2077,encampment
yrdb2078,town
yrdb2079,estuary
yrdb2080,community
yrdb2081,town
yrdb2082,village
yrdb2083,manor
yrdb2084,manor
yrdb2085,fortress
yrdb2086,village
yrdb2087,not specified
yrdb2088,estuary
yrdb2089,fortress
yrdb2090,town
yrdb2091,ferry crossing
yrdb2092,embarkment
yrdb2093,canal
yrdb2094,estuary
yrdb2095,estuary
yrdb2096,encampment
yrdb2097,encampment
yrdb2098,not specified
yrdb2099,walled settlement
yrdb2100,not specified
yrdb2101,not specified
yrdb2102,department
yrdb2103,estuary
yrdb2104,stage station
yrdb2105,neighborhood
yrdb2106,customs house
yrdb2107,not specified
yrdb2109,mudflat
yrdb2110,estuary
yrdb2111,fortress
yrdb2112,estuary
yrdb2113,bay
yrdb2114,neighborhood
yrdb2116,not specified
yrdb2117,temple
yrdb2118,walled settlement
yrdb2119,walled settlement
yrdb2120,not specified
yrdb2121,not specified
yrdb2122,walled settlement
yrdb2123,not specified
yrdb2124,fortress
yrdb2125,fortress
yrdb2126,town
yrdb2127,stockade
yrdb2128,temple
yrdb2129,not specified
yrdb2130,estuary
yrdb2131,fortress
yrdb2132,estuary
yrdb2133,not specified
yrdb2134,not specified
yrdb2135,not specified
yrdb2136,estuary
yrdb2137,fortress
yrdb2138,walled settlement
yrdb2139,estuary
yrdb2140,not specified
yrdb2141,prefecture
yrdb2142,town
yrdb2143,not specified
yrdb2144,manor
yrdb2145,not specified
yrdb2146,not specified
yrdb2147,walled settlement
yrdb2148,not specified
yrdb2149,military post
yrdb2150,temple
yrdb2151,encampment
yrdb2152,not specified
yrdb2153,not specified
yrdb2154,bay
yrdb2155,not specified
yrdb2156,town
yrdb2157,not specified
yrdb2158,county
yrdb2160,town
yrdb2161,town
yrdb2162,ditch
yrdb2163,town
yrdb2164,river
yrdb2165,walled settlement
yrdb2166,not specified
yrdb2167,ferry crossing
yrdb2168,village
yrdb2169,not specified
yrdb2170,customs house
yrdb2171,not specified
yrdb2173,not specified
yrdb2174,county
yrdb2175,not specified
yrdb2176,estuary
yrdb2177,community
yrdb2178,not specified
yrdb2179,flat
yrdb2180,stockade
yrdb2181,stockade
yrdb2182,not specified
yrdb2183,circuit
yrdb2185,town
yrdb2186,ford
yrdb2187,fortress
yrdb2188,temple
yrdb2189,mudflat
yrdb2190,post station
yrdb2191,town
yrdb2192,fortress
yrdb2193,creek
yrdb2194,fief
yrdb2195,town
yrdb2197,fortress
yrdb2198,not specified
yrdb2199,estuary
yrdb2200,fortress
yrdb2201,county
yrdb2202,not specified
yrdb2203,not specified
yrdb2204,not specified
yrdb2205,not specified
yrdb2207,department
yrdb2208,not specified
yrdb2209,town
yrdb2210,customs house
yrdb2211,fortress
yrdb2212,stage station
yrdb2213,walled settlement
yrdb2215,walled settlement
yrdb2216,not specified
yrdb2217,town
yrdb2218,not specified
yrdb2219,stage station
yrdb2220,town
yrdb2221,ridge
yrdb2222,estuary
yrdb2223,not specified
yrdb2225,village
yrdb2226,town
yrdb2227,temple
yrdb2228,customs house
yrdb2229,town
yrdb2230,not specified
yrdb2231,county
yrdb2232,not specified
yrdb2233,estuary
yrdb2234,estuary
yrdb2235,not specified
yrdb2236,not specified
yrdb2238,customs house
yrdb2240,not specified
yrdb2241,not specified
yrdb2242,bay
yrdb2243,department
yrdb2244,military post
yrdb2245,prefecture
yrdb2246,temple
yrdb2247,not specified
yrdb2248,not specified
yrdb2249,bureau
yrdb2250,county
yrdb2252,department
yrdb2253,river
yrdb2254,county
yrdb2255,fortress
yrdb2256,estuary
yrdb2257,ditch
yrdb2258,town
yrdb2259,estuary
yrdb2260,mountain
yrdb2261,stage station
yrdb2262,mountain
yrdb2263,stockade
yrdb2264,walled settlement
yrdb2265,not specified
yrdb2266,village
yrdb2267,bridge
yrdb2268,dike
yrdb2269,bay
yrdb2270,temple
yrdb2271,customs house
yrdb2272,fortress
yrdb2273,walled settlement
yrdb2274,department
yrdb2275,not specified
yrdb2276,not specified
yrdb2277,not specified
yrdb2278,bridge
yrdb2279,town
yrdb2282,estuary
yrdb2283,county
yrdb2285,fortress
yrdb2286,town
yrdb2287,not specified
yrdb2288,fortress
yrdb2289,canal
yrdb2290,temple
yrdb2292,customs house
yrdb2293,encampment
yrdb2294,walled settlement
yrdb2295,not specified
yrdb2296,not specified
yrdb2297,customs house
yrdb2298,not specified
yrdb2299,not specified
yrdb2300,village
yrdb2301,county
yrdb2303,fortress
yrdb2304,mountain
yrdb2306,fortress
yrdb2307,fortress
yrdb2308,not specified
yrdb2309,customs house
yrdb2310,town
yrdb2311,customs house
yrdb2313,town
yrdb2314,town
yrdb2315,not specified
yrdb2317,department
yrdb2318,town
yrdb2319,fortress
yrdb2321,manor
yrdb2322,estuary
yrdb2323,ditch
yrdb2324,estuary
yrdb2325,town
yrdb2326,town
yrdb2327,not specified
yrdb2328,military post
yrdb2329,not specified
yrdb2332,estuary
yrdb2333,department
yrdb2334,town
yrdb2335,town
yrdb2336,river
yrdb2337,fortress
yrdb2338,estuary
yrdb2339,not specified
yrdb2340,bureau
yrdb2341,county
yrdb2344,not specified
yrdb2345,not specified
yrdb2346,department
yrdb2347,province
yrdb2348,town
yrdb2350,county
yrdb2351,walled settlement
yrdb2352,temple
yrdb2353,ferry crossing
yrdb2354,not specified
yrdb2355,town
yrdb2356,stage station
yrdb2357,neighborhood
yrdb2359,town
yrdb2360,fortress
yrdb2361,state
yrdb2362,not specified
yrdb2363,bay
yrdb2364,department
yrdb2365,town
yrdb2366,ditch
yrdb2367,town
yrdb2368,creek
yrdb2369,customs house
yrdb2370,stockade
yrdb2371,not specified
yrdb2372,not specified
yrdb2373,town
yrdb2375,neighborhood
yrdb2376,customs house
yrdb2377,not specified
yrdb2378,fortress
yrdb2379,not specified
yrdb2380,village
yrdb2381,village
yrdb2382,not specified
yrdb2384,customs house
yrdb2385,estuary
yrdb2386,stockade
yrdb2387,manor
yrdb2389,town
yrdb2390,stage station
yrdb2391,county
yrdb2393,encampment
yrdb2394,town
yrdb2396,town
yrdb2397,dam
yrdb2398,river
yrdb2399,town
yrdb2400,encampment
yrdb2401,embarkment
yrdb2402,embarkment
yrdb2403,town
yrdb2404,customs house
yrdb2405,walled settlement
yrdb2406,county
yrdb2407,not specified
yrdb2408,not specified
yrdb2409,town
yrdb2410,fortress
yrdb2411,fief
yrdb2413,not specified
yrdb2414,not specified
yrdb2415,village
yrdb2416,village
yrdb2417,walled settlement
yrdb2418,not specified
yrdb2419,fortress
yrdb2420,fortress
yrdb2421,not specified
yrdb2422,walled settlement
yrdb2424,not specified
yrdb2425,fortress
yrdb2427,not specified
yrdb2428,fortress
yrdb2429,fortress
yrdb2430,estuary
yrdb2431,walled settlement
yrdb2432,town
yrdb2433,estuary
yrdb2434,stockade
yrdb2435,bay
yrdb2436,fortress
yrdb2437,not specified
yrdb2438,not specified
yrdb2439,encampment
yrdb2440,not specified
yrdb2441,town
yrdb2442,route
yrdb2443,customs house
yrdb2444,county
yrdb2445,department
yrdb2446,stockade
yrdb2447,not specified
yrdb2448,river valley
yrdb2449,not specified
yrdb2452,not specified
yrdb2453,not specified
yrdb2454,fortress
yrdb2455,estuary
yrdb2456,fortress
yrdb2457,town
yrdb2458,town
yrdb2459,walled settlement
yrdb2460,mountain
yrdb2461,not specified
yrdb2462,not specified
yrdb2463,town
yrdb2464,canal
yrdb2465,not specified
yrdb2467,not specified
yrdb2468,palace
yrdb2469,not specified
yrdb2470,town
yrdb2471,not specified
yrdb2472,town
yrdb2473,walled settlement
yrdb2474,department
yrdb2475,not specified
yrdb2476,estuary
yrdb2477,bay
yrdb2479,river valley
yrdb2480,fortress
yrdb2481,customs house
yrdb2482,not specified
yrdb2484,county
yrdb2485,not specified
yrdb2486,not specified
yrdb2487,township
yrdb2488,stockade
yrdb2489,not specified
yrdb2490,estuary
yrdb2491,walled settlement
yrdb2492,town
yrdb2493,walled settlement
yrdb2495,estuary
yrdb2496,customs house
yrdb2497,town
yrdb2498,county
yrdb2500,county
yrdb2501,walled settlement
yrdb2502,customs house
yrdb2503,not specified
yrdb2504,encampment
yrdb2505,not specified
yrdb2506,bay
yrdb2508,fortress
yrdb2509,ditch
yrdb2510,town
yrdb2511,temple
yrdb2512,river valley
yrdb2513,ditch
yrdb2514,river
yrdb2515,not specified
yrdb2516,walled settlement
yrdb2517,department
yrdb2518,not specified
yrdb2519,not specified
yrdb2520,town
yrdb2521,town
yrdb2522,town
yrdb2523,not specified
yrdb2524,town
yrdb2525,not specified
yrdb2526,town
yrdb2527,manor
yrdb2528,fortress
yrdb2529,stockade
yrdb2530,fortress
yrdb2531,township
yrdb2532,not specified
yrdb2533,stockade
yrdb2534,town
yrdb2535,mountain
yrdb2536,temple
yrdb2537,not specified
yrdb2538,town
yrdb2539,not specified
yrdb2540,not specified
yrdb2542,town
yrdb2543,stage station
yrdb2544,customs house
yrdb2545,not specified
yrdb2546,not specified
yrdb2547,manor
yrdb2548,not specified
yrdb2549,village
yrdb2550,not specified
yrdb2551,not specified
yrdb2552,flat
yrdb2553,town
yrdb2554,military post
yrdb2555,fortress
yrdb2557,village
yrdb2558,town
yrdb2559,county
yrdb2560,estuary
yrdb2561,village
yrdb2562,stockade
yrdb2563,estuary
yrdb2564,county
yrdb2565,dike
yrdb2566,mountain
yrdb2568,ferry crossing
yrdb2569,estuary
yrdb2570,walled settlement
yrdb2571,estuary
yrdb2573,encampment
yrdb2574,town
yrdb2575,estuary
yrdb2576,department
yrdb2577,route
yrdb2578,commandery
yrdb2579,fortress
yrdb2581,river
yrdb2582,mudflat
yrdb2583,stockade
yrdb2584,fortress
yrdb2585,not specified
yrdb2587,not specified
yrdb2589,temple
yrdb2590,not specified
yrdb2591,not specified
yrdb2592,encampment
yrdb2593,department
yrdb2594,walled settlement
yrdb2595,fortress
yrdb2597,not specified
yrdb2598,not specified
yrdb2600,not specified
yrdb2601,military post
yrdb2602,stage station
yrdb2603,fortress
yrdb2604,fortress
yrdb2605,stage station
yrdb2606,post station
yrdb2607,customs house
yrdb2609,bureau
yrdb2611,county
yrdb2613,estuary
yrdb2614,manor
yrdb2615,ferry crossing
yrdb2616,not specified
yrdb2617,not specified
yrdb2618,palace
yrdb2619,not specified
yrdb2621,town
yrdb2622,neighborhood
yrdb2623,walled settlement
yrdb2624,flat
yrdb2625,mountain
yrdb2626,encampment
yrdb2627,town
yrdb2628,estuary
yrdb2629,fortress
yrdb2630,ditch
yrdb2631,river
yrdb2632,bay
yrdb2633,not specified
yrdb2634,mound
yrdb2635,walled settlement
yrdb2636,not specified
yrdb2637,encampment
yrdb2638,not specified
yrdb2639,not specified
yrdb2640,town
yrdb2642,temple
yrdb2643,mountain
yrdb2644,mountain
yrdb2645,township
yrdb2646,estuary
yrdb2647,county
yrdb2648,ford
yrdb2649,county
yrdb2650,not specified
yrdb2651,town
yrdb2653,township
yrdb2656,not specified
yrdb2658,town
yrdb2659,county
yrdb2660,town
yrdb2661,customs house
yrdb2662,department
yrdb2663,river valley
yrdb2664,river
yrdb2665,estuary
yrdb2666,not specified
yrdb2667,department
yrdb2668,fortress
yrdb2669,fortress
yrdb2670,not specified
yrdb2671,not specified
yrdb2672,not specified
yrdb2673,department
yrdb2674,manor
yrdb2675,not specified
yrdb2676,town
yrdb2677,not specified
yrdb2678,not specified
yrdb2679,town
yrdb2680,town
yrdb2681,town
yrdb2682,bridge
yrdb2683,not specified
yrdb2684,not specified
yrdb2685,estuary
yrdb2686,customs house
yrdb2687,town
yrdb2688,town
yrdb2689,bridge
yrdb2690,walled settlement
yrdb2691,county
yrdb2692,not specified
yrdb2693,neighborhood
yrdb2694,town
yrdb2695,department
yrdb2696,village
yrdb2697,not specified
yrdb2700,county
yrdb2701,customs house
yrdb2702,mudflat
yrdb2703,not specified
yrdb2704,community
yrdb2705,neighborhood
yrdb2706,estuary
yrdb2707,river
yrdb2709,not specified
yrdb2711,not specified
yrdb2712,department
yrdb2713,county
yrdb2714,not specified
yrdb2715,town
yrdb2716,neighborhood
yrdb2717,not specified
yrdb2719,town
yrdb2720,not specified
yrdb2721,department
yrdb2722,fief
yrdb2723,not specified
yrdb2724,not specified
yrdb2725,county
yrdb2727,not specified
yrdb2728,walled settlement
yrdb2729,fortress
yrdb2730,not specified
yrdb2731,stage station
yrdb2733,not specified
yrdb2735,prefecture
yrdb2736,fortress
yrdb2737,encampment
yrdb2738,town
yrdb2739,river
yrdb2740,stockade
yrdb2741,town
yrdb2742,fortress
yrdb2743,stage station
yrdb2744,walled settlement
yrdb2745,not specified
yrdb2746,bridge
yrdb2748,town
yrdb2749,not specified
yrdb2750,estuary
yrdb2751,not specified
yrdb2752,not specified
yrdb2754,town
yrdb2755,fortress
yrdb2756,estuary
yrdb2757,not specified
yrdb2758,town
yrdb2759,not specified
yrdb2760,not specified
yrdb2761,not specified
yrdb2762,walled settlement
yrdb2763,not specified
yrdb2764,village
yrdb2765,not specified
yrdb2766,estuary
yrdb2767,department
yrdb2768,town
yrdb2769,town
yrdb2770,not specified
yrdb2772,encampment
yrdb2773,not specified
yrdb2774,not specified
yrdb2775,fortress
yrdb2776,not specified
yrdb2777,department
yrdb2778,manor
yrdb2779,dike
yrdb2780,commandery
yrdb2781,manor
yrdb2782,department
yrdb2783,temple
yrdb2784,neighborhood
yrdb2785,estuary
yrdb2786,walled settlement
yrdb2787,manor
yrdb2788,county
yrdb2789,walled settlement
yrdb2790,not specified
yrdb2791,not specified
yrdb2792,not specified
yrdb2793,not specified
yrdb2795,township
yrdb2796,department
yrdb2797,fortress
yrdb2798,not specified
yrdb2799,not specified
yrdb2801,town
yrdb2802,dam
yrdb2803,fortress
yrdb2804,fortress
yrdb2805,not specified
yrdb2806,manor
yrdb2807,not specified
yrdb2808,river
yrdb2809,river
yrdb2810,not specified
yrdb2811,neighborhood
yrdb2812,mountain
yrdb2813,military post
yrdb2814,fortress
yrdb2815,town
yrdb2816,town
yrdb2817,temple
yrdb2818,estuary
yrdb2819,stream
yrdb2820,walled settlement
yrdb2821,stockade
yrdb2822,town
yrdb2824,state
yrdb2825,walled settlement
yrdb2826,town
yrdb2827,not specified
yrdb2828,not specified
yrdb2829,not specified
yrdb2830,not specified
yrdb2831,community
yrdb2832,ridge
yrdb2833,department
yrdb2834,manor
yrdb2835,fortress
yrdb2836,town
yrdb2837,village
yrdb2838,town
yrdb2839,river
yrdb2840,stockade
yrdb2841,stockade
yrdb2842,fortress
yrdb2843,town
yrdb2844,not specified
yrdb2845,not specified
yrdb2848,estuary
yrdb2849,ridge
yrdb2851,not specified
yrdb2854,walled settlement
yrdb2855,circuit
yrdb2856,not specified
yrdb2857,village
yrdb2859,not specified
yrdb2860,town
yrdb2861,town
yrdb2862,not specified
yrdb2863,not specified
yrdb2864,walled settlement
yrdb2865,not specified
yrdb2866,fortress
yrdb2867,embarkment
yrdb2868,walled settlement
yrdb2869,not specified
yrdb2870,town
yrdb2871,town
yrdb2872,walled settlement
yrdb2873,not specified
yrdb2874,river valley
yrdb2875,not specified
yrdb2876,commandery
yrdb2878,stage station
yrdb2879,department
yrdb2880,river
yrdb2881,fortress
yrdb2882,bridge
yrdb2883,canal
yrdb2884,not specified
yrdb2885,not specified
yrdb2886,fortress
yrdb2887,fortress
yrdb2888,prefecture
yrdb2889,stockade
yrdb2890,post station
yrdb2891,estuary
yrdb2892,department
yrdb2895,village
yrdb2896,department
yrdb2897,ford
yrdb2898,not specified
yrdb2899,walled settlement
yrdb2900,mound
yrdb2901,estuary
yrdb2902,department
yrdb2903,neighborhood
yrdb2904,county
yrdb2905,not specified
yrdb2906,not specified
yrdb2907,not specified
yrdb2908,bureau
yrdb2909,department
yrdb2910,bureau
yrdb2911,neighborhood
yrdb2912,not specified
yrdb2913,fortress
yrdb2914,town
yrdb2915,dam
yrdb2916,estuary
yrdb2917,town
yrdb2918,not specified
yrdb2919,town
yrdb2920,not specified
yrdb2921,not specified
yrdb2922,not specified
yrdb2924,not specified
yrdb2925,county
yrdb2926,not specified
yrdb2927,county
yrdb2929,not specified
yrdb2930,not specified
yrdb2931,fortress
yrdb2932,fortress
yrdb2933,fortress
yrdb2934,ford
yrdb2935,county
yrdb2936,state
yrdb2937,manor
yrdb2938,not specified
yrdb2940,ferry crossing
yrdb2941,encampment
yrdb2942,canal
yrdb2943,county
yrdb2944,department
yrdb2945,ford
yrdb2946,not specified
yrdb2947,not specified
yrdb2948,walled settlement
yrdb2949,not specified
yrdb2950,not specified
yrdb2951,ditch
yrdb2952,ferry crossing
yrdb2953,not specified
yrdb2954,town
yrdb2955,community
yrdb2956,village
yrdb2957,town
yrdb2958,not specified
yrdb2959,town
yrdb2960,not specified
yrdb2961,town
yrdb2962,walled settlement
yrdb2963,walled settlement
yrdb2964,walled settlement
yrdb2966,county
yrdb2969,town
yrdb2970,not specified
yrdb2971,not specified
yrdb2972,not specified
yrdb2975,county
yrdb2976,department
yrdb2977,not specified
yrdb2978,not specified
yrdb2979,not specified
yrdb2980,stage station
yrdb2981,county
yrdb2982,not specified
yrdb2983,ford
yrdb2985,walled settlement
yrdb2986,town
yrdb2987,fortress
yrdb2988,not specified
yrdb2989,not specified
yrdb2990,not specified
yrdb2991,town
yrdb2992,walled settlement
yrdb2993,not specified
yrdb2994,county
yrdb2995,not specified
yrdb2996,pass
yrdb2997,dike
yrdb2998,walled settlement
yrdb2999,not specified
yrdb3000,not specified
yrdb3001,department
yrdb3002,customs house
yrdb3003,dike
yrdb3004,walled settlement
yrdb3005,stream
yrdb3006,stockade
yrdb3007,ford
yrdb3008,town
yrdb3009,manor
yrdb3010,temple
yrdb3012,not specified
yrdb3013,river valley
yrdb3014,customs house
yrdb3015,estuary
yrdb3016,county
yrdb3018,not specified
yrdb3019,department
yrdb3020,manor
yrdb3021,fortress
yrdb3022,not specified
