ptatt_id,place_id,attestation_id
ptatt_765,yrdb625,us_80284
ptatt_766,yrdb626,us_70465
ptatt_767,yrdb627,us_70347
ptatt_768,yrdb627,us_80046
ptatt_769,yrdb628,ds_901
ptatt_770,yrdb629,us_80399
ptatt_771,yrdb630,us_20128
ptatt_772,yrdb630,us_40252
ptatt_773,yrdb631,us_80719
ptatt_774,yrdb632,us_80667
ptatt_775,yrdb633,us_80437
ptatt_776,yrdb634,ds_85
ptatt_777,yrdb635,ds_94
ptatt_778,yrdb636,ds_393
ptatt_779,yrdb636,ds_1680
ptatt_780,yrdb637,us_80382
ptatt_781,yrdb637,us_81098
ptatt_782,yrdb638,us_80271
ptatt_783,yrdb639,ds_90
ptatt_784,yrdb639,ds_1679
ptatt_785,yrdb640,ds_84
ptatt_786,yrdb641,ds_103
ptatt_787,yrdb642,ds_97
ptatt_788,yrdb642,ds_98
ptatt_789,yrdb643,us_80239
ptatt_790,yrdb645,ds_95
ptatt_791,yrdb646,us_30072
ptatt_792,yrdb647,us_80843
ptatt_793,yrdb647,us_70144
ptatt_794,yrdb648,ds_89
ptatt_795,yrdb649,ds_900
ptatt_796,yrdb650,us_70050
ptatt_797,yrdb651,us_20209
ptatt_798,yrdb651,us_30076
ptatt_799,yrdb652,us_20177
ptatt_800,yrdb652,us_20217
ptatt_801,yrdb652,us_70380
ptatt_802,yrdb652,us_80028
ptatt_803,yrdb652,us_30079
ptatt_804,yrdb652,us_30014
ptatt_805,yrdb653,us_70150
ptatt_806,yrdb654,ds_86
ptatt_807,yrdb654,ds_1677
ptatt_808,yrdb656,us_80676
ptatt_809,yrdb657,ds_100
ptatt_810,yrdb658,us_70392
ptatt_811,yrdb659,ds_96
ptatt_812,yrdb660,us_80303
ptatt_813,yrdb661,ds_87
ptatt_814,yrdb664,us_40129
ptatt_815,yrdb664,us_10138
ptatt_816,yrdb665,us_70461
ptatt_817,yrdb666,ds_92
ptatt_818,yrdb667,us_80770
ptatt_819,yrdb668,ds_88
ptatt_820,yrdb669,ds_1678
ptatt_821,yrdb670,ds_91
ptatt_822,yrdb671,us_20114
ptatt_823,yrdb671,us_20202
ptatt_824,yrdb671,us_70076
ptatt_825,yrdb671,us_80954
ptatt_826,yrdb671,us_40058
ptatt_827,yrdb671,us_40101
ptatt_828,yrdb672,ds_598
ptatt_829,yrdb673,us_80348
ptatt_830,yrdb674,ds_594
ptatt_831,yrdb675,ds_593
ptatt_832,yrdb676,us_70251
ptatt_833,yrdb677,ds_595
ptatt_834,yrdb677,ds_1500
ptatt_835,yrdb678,ds_596
ptatt_836,yrdb679,ds_1737
ptatt_837,yrdb680,us_10027
ptatt_838,yrdb681,us_70093
ptatt_839,yrdb681,us_80682
ptatt_840,yrdb682,ds_597
ptatt_841,yrdb683,ds_580
ptatt_842,yrdb684,ds_1496
ptatt_843,yrdb685,ds_1177
ptatt_844,yrdb686,us_70105
ptatt_845,yrdb686,us_70401
ptatt_846,yrdb688,us_80880
ptatt_847,yrdb688,us_70394
ptatt_848,yrdb689,ds_1179
ptatt_849,yrdb690,us_80185
ptatt_850,yrdb691,us_70071
ptatt_851,yrdb692,ds_1495
ptatt_852,yrdb693,us_80514
ptatt_853,yrdb694,ds_579
ptatt_854,yrdb695,ds_1494
ptatt_855,yrdb695,ds_1178
ptatt_856,yrdb697,us_80577
ptatt_857,yrdb698,us_80589
ptatt_858,yrdb699,us_30101
ptatt_859,yrdb700,ds_577
ptatt_860,yrdb702,us_80163
ptatt_861,yrdb703,ds_578
ptatt_862,yrdb704,ds_611
ptatt_863,yrdb705,us_80304
ptatt_864,yrdb706,us_80487
ptatt_865,yrdb707,us_80967
ptatt_866,yrdb708,us_10077
ptatt_867,yrdb709,ds_153
ptatt_868,yrdb710,ds_936
ptatt_869,yrdb711,ds_311
ptatt_870,yrdb712,ds_311
ptatt_871,yrdb713,us_40206
ptatt_872,yrdb714,ds_9
ptatt_873,yrdb716,us_30120
ptatt_874,yrdb716,us_20136
ptatt_875,yrdb716,us_10111
ptatt_876,yrdb717,us_40192
ptatt_877,yrdb718,us_10015
ptatt_878,yrdb719,ds_769
ptatt_879,yrdb720,ds_767
ptatt_880,yrdb721,ds_768
ptatt_881,yrdb722,ds_766
ptatt_882,yrdb723,us_70234
ptatt_883,yrdb724,us_40291
ptatt_884,yrdb725,ds_283
ptatt_885,yrdb726,us_70494
ptatt_886,yrdb727,ds_1189
ptatt_887,yrdb728,us_70111
ptatt_888,yrdb728,us_80644
ptatt_889,yrdb729,us_70440
ptatt_890,yrdb729,us_80496
ptatt_891,yrdb731,us_70325
ptatt_892,yrdb731,us_80060
ptatt_893,yrdb732,us_80349
ptatt_894,yrdb733,us_70233
ptatt_895,yrdb733,us_80451
ptatt_896,yrdb734,us_70119
ptatt_897,yrdb734,us_80637
ptatt_898,yrdb735,ds_372
ptatt_899,yrdb736,us_80544
ptatt_900,yrdb737,us_80273
ptatt_901,yrdb738,us_80879
ptatt_902,yrdb739,ds_1510
ptatt_903,yrdb740,us_80244
ptatt_904,yrdb741,ds_1762
ptatt_905,yrdb742,us_80696
ptatt_906,yrdb743,us_80307
ptatt_907,yrdb744,us_80917
ptatt_908,yrdb745,ds_572
ptatt_909,yrdb746,ds_569
ptatt_910,yrdb747,ds_570
ptatt_911,yrdb748,ds_571
ptatt_912,yrdb749,ds_565
ptatt_913,yrdb750,ds_566
ptatt_914,yrdb751,ds_573
ptatt_915,yrdb752,ds_568
ptatt_916,yrdb753,ds_567
ptatt_917,yrdb754,ds_1230
ptatt_918,yrdb755,us_40161
ptatt_919,yrdb756,us_80689
ptatt_920,yrdb757,ds_712
ptatt_921,yrdb758,us_70317
ptatt_922,yrdb759,ds_705
ptatt_923,yrdb759,ds_1086
ptatt_924,yrdb760,us_80552
ptatt_925,yrdb761,ds_411
ptatt_926,yrdb762,us_70025
ptatt_927,yrdb763,ds_412
ptatt_928,yrdb764,ds_26
ptatt_929,yrdb764,ds_213
ptatt_930,yrdb764,ds_1197
ptatt_931,yrdb764,ds_1448
ptatt_932,yrdb765,us_80345
ptatt_933,yrdb766,us_20233
ptatt_934,yrdb766,us_30013
ptatt_935,yrdb766,us_10016
ptatt_936,yrdb766,ds_27
ptatt_937,yrdb766,ds_1085
ptatt_938,yrdb768,ds_413
ptatt_939,yrdb769,us_30088
ptatt_940,yrdb769,ds_1644
ptatt_941,yrdb771,us_80722
ptatt_942,yrdb772,ds_1718
ptatt_943,yrdb773,ds_271
ptatt_944,yrdb774,us_70342
ptatt_945,yrdb774,us_80042
ptatt_946,yrdb775,us_70128
ptatt_947,yrdb778,us_70213
ptatt_948,yrdb779,us_80669
ptatt_949,yrdb779,ds_1456
ptatt_950,yrdb780,ds_431
ptatt_951,yrdb781,ds_1101
ptatt_952,yrdb782,ds_1098
ptatt_953,yrdb783,us_70303
ptatt_954,yrdb784,ds_460
ptatt_955,yrdb784,ds_1004
ptatt_956,yrdb784,ds_1109
ptatt_957,yrdb784,ds_1451
ptatt_958,yrdb784,ds_1630
ptatt_959,yrdb784,ds_1780
ptatt_960,yrdb784,ds_1457
ptatt_961,yrdb786,us_70201
ptatt_962,yrdb786,us_80420
ptatt_963,yrdb787,ds_1458
ptatt_964,yrdb787,ds_1631
ptatt_965,yrdb788,ds_1100
ptatt_966,yrdb789,us_70405
ptatt_967,yrdb790,us_81094
ptatt_968,yrdb791,ds_432
ptatt_969,yrdb792,us_70418
ptatt_970,yrdb793,ds_1099
ptatt_971,yrdb794,us_70116
ptatt_972,yrdb795,us_80817
ptatt_973,yrdb796,ds_2
ptatt_974,yrdb796,ds_67
ptatt_975,yrdb796,ds_390
ptatt_976,yrdb796,ds_406
ptatt_977,yrdb796,ds_537
ptatt_978,yrdb796,ds_813
ptatt_979,yrdb796,ds_668
ptatt_980,yrdb796,ds_41
ptatt_981,yrdb796,ds_129
ptatt_982,yrdb796,ds_141
ptatt_983,yrdb796,ds_169
ptatt_984,yrdb796,ds_255
ptatt_985,yrdb796,ds_270
ptatt_986,yrdb796,ds_415
ptatt_987,yrdb796,ds_574
ptatt_988,yrdb796,ds_633
ptatt_989,yrdb796,ds_664
ptatt_990,yrdb796,ds_670
ptatt_991,yrdb796,ds_726
ptatt_992,yrdb796,ds_744
ptatt_993,yrdb796,ds_874
ptatt_994,yrdb797,ds_159
ptatt_995,yrdb797,ds_609
ptatt_996,yrdb797,ds_834
ptatt_997,yrdb800,ds_875
ptatt_998,yrdb801,ds_6
ptatt_999,yrdb802,us_70457
ptatt_1000,yrdb803,us_80502
ptatt_1001,yrdb804,us_40249
ptatt_1002,yrdb805,us_70174
ptatt_1003,yrdb805,us_80374
ptatt_1004,yrdb806,us_70293
ptatt_1005,yrdb807,ds_4
ptatt_1006,yrdb808,ds_3
ptatt_1007,yrdb809,us_80841
ptatt_1008,yrdb810,ds_7
ptatt_1009,yrdb811,ds_5
ptatt_1010,yrdb812,ds_1571
ptatt_1011,yrdb812,ds_1763
ptatt_1012,yrdb813,us_70265
ptatt_1013,yrdb814,us_30034
ptatt_1014,yrdb815,us_80990
ptatt_1015,yrdb816,ds_873
ptatt_1016,yrdb817,us_40114
ptatt_1017,yrdb818,us_80823
ptatt_1018,yrdb819,us_80089
ptatt_1019,yrdb819,us_80464
ptatt_1020,yrdb820,us_10128
ptatt_1021,yrdb820,ds_1320
ptatt_1022,yrdb821,us_40228
ptatt_1023,yrdb822,us_80635
ptatt_1024,yrdb823,ds_556
ptatt_1025,yrdb824,ds_1652
ptatt_1026,yrdb826,ds_1167
ptatt_1027,yrdb826,ds_1489
ptatt_1028,yrdb827,us_70222
ptatt_1029,yrdb828,ds_555
ptatt_1030,yrdb829,ds_554
ptatt_1031,yrdb830,ds_273
ptatt_1032,yrdb830,ds_1490
ptatt_1033,yrdb831,us_80022
ptatt_1034,yrdb832,ds_850
ptatt_1035,yrdb832,ds_1317
ptatt_1036,yrdb833,us_80877
ptatt_1037,yrdb834,us_81011
ptatt_1038,yrdb835,us_80386
ptatt_1039,yrdb836,us_80213
ptatt_1040,yrdb837,us_80478
ptatt_1041,yrdb838,us_70351
ptatt_1042,yrdb838,us_80073
ptatt_1043,yrdb839,ds_123
ptatt_1044,yrdb840,us_70172
ptatt_1045,yrdb841,us_30134
ptatt_1046,yrdb842,us_70289
ptatt_1047,yrdb844,us_81116
ptatt_1048,yrdb844,us_70429
ptatt_1049,yrdb845,ds_125
ptatt_1050,yrdb846,us_20021
ptatt_1051,yrdb846,us_10132
ptatt_1052,yrdb846,us_40032
ptatt_1053,yrdb847,ds_124
ptatt_1054,yrdb847,ds_913
ptatt_1055,yrdb848,us_10004
ptatt_1056,yrdb849,us_20089
ptatt_1057,yrdb851,us_70274
ptatt_1058,yrdb851,us_70455
ptatt_1059,yrdb851,us_70453
ptatt_1060,yrdb852,us_80450
ptatt_1061,yrdb853,ds_877
ptatt_1062,yrdb854,us_70202
ptatt_1063,yrdb855,ds_1658
ptatt_1064,yrdb856,ds_1534
ptatt_1065,yrdb857,us_20088
ptatt_1066,yrdb858,ds_1250
ptatt_1067,yrdb859,us_30084
ptatt_1068,yrdb860,us_80580
ptatt_1069,yrdb861,us_70419
ptatt_1070,yrdb862,ds_854
ptatt_1071,yrdb863,us_70226
ptatt_1072,yrdb864,ds_157
ptatt_1073,yrdb864,ds_1244
ptatt_1074,yrdb864,ds_1529
ptatt_1075,yrdb865,ds_730
ptatt_1076,yrdb866,ds_43
ptatt_1077,yrdb866,ds_177
ptatt_1078,yrdb866,ds_333
ptatt_1079,yrdb866,ds_378
ptatt_1080,yrdb866,ds_418
ptatt_1081,yrdb866,ds_655
ptatt_1082,yrdb866,ds_696
ptatt_1083,yrdb866,ds_703
ptatt_1084,yrdb866,ds_721
ptatt_1085,yrdb866,ds_734
ptatt_1086,yrdb866,ds_759
ptatt_1087,yrdb866,ds_822
ptatt_1088,yrdb866,ds_864
ptatt_1089,yrdb866,ds_870
ptatt_1090,yrdb866,ds_1241
ptatt_1091,yrdb866,ds_1242
ptatt_1092,yrdb866,ds_1243
ptatt_1093,yrdb867,ds_1087
ptatt_1094,yrdb868,ds_1449
ptatt_1095,yrdb869,us_20123
ptatt_1096,yrdb870,us_70349
ptatt_1097,yrdb871,us_40194
ptatt_1098,yrdb873,us_80409
ptatt_1099,yrdb874,us_80894
ptatt_1100,yrdb875,us_81023
ptatt_1101,yrdb876,us_81018
ptatt_1102,yrdb877,us_70483
ptatt_1103,yrdb878,ds_83
ptatt_1104,yrdb879,us_80780
ptatt_1105,yrdb880,us_80173
ptatt_1106,yrdb881,us_80960
ptatt_1107,yrdb882,us_70424
ptatt_1108,yrdb883,ds_837
ptatt_1109,yrdb883,ds_1483
ptatt_1110,yrdb884,ds_19
ptatt_1111,yrdb884,ds_733
ptatt_1112,yrdb884,ds_765
ptatt_1113,yrdb884,ds_1159
ptatt_1114,yrdb885,us_40125
ptatt_1115,yrdb885,us_40264
ptatt_1116,yrdb886,ds_149
ptatt_1117,yrdb886,ds_1368
ptatt_1118,yrdb886,ds_932
ptatt_1119,yrdb886,ds_933
ptatt_1120,yrdb886,ds_97
ptatt_1121,yrdb886,ds_291
ptatt_1122,yrdb886,ds_718
ptatt_1123,yrdb889,us_30106
ptatt_1124,yrdb892,us_10069
ptatt_1125,yrdb893,us_20251
ptatt_1126,yrdb894,ds_1729
ptatt_1127,yrdb895,us_70045
ptatt_1128,yrdb895,us_80648
ptatt_1129,yrdb896,us_80492
ptatt_1130,yrdb897,ds_282
ptatt_1131,yrdb898,ds_1193
ptatt_1132,yrdb899,us_80655
ptatt_1133,yrdb900,ds_706
ptatt_1134,yrdb901,us_80955
ptatt_1135,yrdb902,ds_711
ptatt_1136,yrdb903,ds_700
ptatt_1137,yrdb904,ds_709
ptatt_1138,yrdb905,us_80325
ptatt_1139,yrdb906,us_20232
ptatt_1140,yrdb907,ds_701
ptatt_1141,yrdb908,us_80705
ptatt_1142,yrdb909,us_80398
ptatt_1143,yrdb910,us_40253
ptatt_1144,yrdb911,us_30022
ptatt_1145,yrdb912,ds_703
ptatt_1146,yrdb913,ds_707
ptatt_1147,yrdb914,ds_702
ptatt_1148,yrdb915,ds_708
ptatt_1149,yrdb916,ds_710
ptatt_1150,yrdb917,us_70143
ptatt_1151,yrdb917,us_80842
ptatt_1152,yrdb919,ds_705
ptatt_1153,yrdb920,ds_704
ptatt_1154,yrdb921,us_10086
ptatt_1155,yrdb922,ds_1155
ptatt_1156,yrdb923,us_80692
ptatt_1157,yrdb924,us_20074
ptatt_1158,yrdb924,us_20231
ptatt_1159,yrdb924,us_30069
ptatt_1160,yrdb924,us_40180
ptatt_1161,yrdb925,us_80243
ptatt_1162,yrdb926,us_80554
ptatt_1163,yrdb927,ds_1741
ptatt_1164,yrdb928,us_20034
ptatt_1165,yrdb929,ds_14
ptatt_1166,yrdb929,ds_25
ptatt_1167,yrdb929,ds_47
ptatt_1168,yrdb929,ds_231
ptatt_1169,yrdb929,ds_236
ptatt_1170,yrdb929,ds_254
ptatt_1171,yrdb929,ds_286
ptatt_1172,yrdb929,ds_339
ptatt_1173,yrdb929,ds_351
ptatt_1174,yrdb929,ds_361
ptatt_1175,yrdb929,ds_364
ptatt_1176,yrdb929,ds_433
ptatt_1177,yrdb929,ds_467
ptatt_1178,yrdb929,ds_548
ptatt_1179,yrdb929,ds_562
ptatt_1180,yrdb929,ds_575
ptatt_1181,yrdb929,ds_585
ptatt_1182,yrdb929,ds_602
ptatt_1183,yrdb929,ds_632
ptatt_1184,yrdb929,ds_647
ptatt_1185,yrdb929,ds_654
ptatt_1186,yrdb929,ds_698
ptatt_1187,yrdb929,ds_709
ptatt_1188,yrdb929,ds_749
ptatt_1189,yrdb929,ds_788
ptatt_1190,yrdb929,ds_792
ptatt_1191,yrdb929,ds_842
ptatt_1192,yrdb929,ds_887
ptatt_1193,yrdb929,ds_1034
ptatt_1194,yrdb929,ds_1051
ptatt_1195,yrdb929,ds_1356
ptatt_1196,yrdb929,ds_1638
ptatt_1197,yrdb929,ds_1639
ptatt_1198,yrdb929,ds_1640
ptatt_1199,yrdb929,ds_1782
ptatt_1200,yrdb930,ds_1641
ptatt_1201,yrdb931,ds_1145
ptatt_1202,yrdb932,ds_1144
ptatt_1203,yrdb933,us_81148
ptatt_1204,yrdb934,us_80583
ptatt_1205,yrdb935,ds_1146
ptatt_1206,yrdb936,ds_212
ptatt_1207,yrdb936,ds_766
ptatt_1208,yrdb936,ds_1460
ptatt_1209,yrdb936,ds_1642
ptatt_1210,yrdb936,ds_1783
ptatt_1211,yrdb937,us_80547
ptatt_1212,yrdb938,ds_204
ptatt_1213,yrdb938,ds_228
ptatt_1214,yrdb938,ds_377
ptatt_1215,yrdb938,ds_382
ptatt_1216,yrdb938,ds_423
ptatt_1217,yrdb938,ds_499
ptatt_1218,yrdb938,ds_511
ptatt_1219,yrdb938,ds_688
ptatt_1220,yrdb938,ds_1147
ptatt_1221,yrdb939,ds_800
ptatt_1222,yrdb940,us_40184
ptatt_1223,yrdb941,us_80104
ptatt_1224,yrdb941,us_80135
ptatt_1225,yrdb942,us_80679
ptatt_1226,yrdb943,us_80385
ptatt_1227,yrdb944,ds_1439
ptatt_1228,yrdb945,us_80750
ptatt_1229,yrdb945,us_70067
ptatt_1230,yrdb946,us_80846
ptatt_1231,yrdb947,ds_1559
ptatt_1232,yrdb948,ds_799
ptatt_1233,yrdb949,ds_1450
ptatt_1234,yrdb950,us_10088
ptatt_1235,yrdb951,us_80432
ptatt_1236,yrdb952,us_81111
ptatt_1237,yrdb953,ds_1516
ptatt_1238,yrdb954,us_20054
ptatt_1239,yrdb954,us_30126
ptatt_1240,yrdb954,us_40017
ptatt_1241,yrdb955,us_80718
ptatt_1242,yrdb956,ds_552
ptatt_1243,yrdb956,ds_1172
ptatt_1244,yrdb957,us_80236
ptatt_1245,yrdb958,us_80296
ptatt_1246,yrdb959,ds_79
ptatt_1247,yrdb960,us_81048
ptatt_1248,yrdb961,us_80988
ptatt_1249,yrdb962,us_70369
ptatt_1250,yrdb963,ds_80
ptatt_1251,yrdb964,us_81107
ptatt_1252,yrdb965,ds_81
ptatt_1253,yrdb966,ds_82
ptatt_1254,yrdb967,us_40097
ptatt_1255,yrdb968,ds_1166
ptatt_1256,yrdb969,ds_1749
ptatt_1257,yrdb971,us_70187
ptatt_1258,yrdb971,us_80507
ptatt_1259,yrdb972,us_80321
ptatt_1260,yrdb973,us_30095
ptatt_1261,yrdb973,us_40013
ptatt_1262,yrdb974,us_81076
ptatt_1263,yrdb975,ds_1034
ptatt_1264,yrdb976,ds_380
ptatt_1265,yrdb977,us_80956
ptatt_1266,yrdb978,us_81020
ptatt_1267,yrdb979,us_80357
ptatt_1268,yrdb980,us_80358
ptatt_1269,yrdb981,us_80312
ptatt_1270,yrdb982,ds_1671
ptatt_1271,yrdb983,us_81047
ptatt_1272,yrdb984,us_70065
ptatt_1273,yrdb985,us_80076
ptatt_1274,yrdb986,us_70439
ptatt_1275,yrdb987,us_80051
ptatt_1276,yrdb988,us_80940
ptatt_1277,yrdb989,ds_57
ptatt_1278,yrdb990,us_70229
ptatt_1279,yrdb991,ds_58
ptatt_1280,yrdb992,ds_1337
ptatt_1281,yrdb993,us_80302
ptatt_1282,yrdb994,us_80784
ptatt_1283,yrdb995,us_70188
ptatt_1284,yrdb996,us_20220
ptatt_1285,yrdb996,us_40168
ptatt_1286,yrdb997,ds_1107
ptatt_1287,yrdb998,us_70146
ptatt_1288,yrdb998,us_80840
ptatt_1289,yrdb999,us_80539
ptatt_1290,yrdb1000,ds_145
ptatt_1291,yrdb1001,ds_1113
ptatt_1292,yrdb1002,us_40154
ptatt_1293,yrdb1002,us_40163
ptatt_1294,yrdb1003,us_10040
ptatt_1295,yrdb1004,us_80369
ptatt_1296,yrdb1005,us_80970
ptatt_1297,yrdb1006,us_80582
ptatt_1298,yrdb1007,ds_450
ptatt_1299,yrdb1008,us_70300
ptatt_1300,yrdb1009,ds_1106
ptatt_1301,yrdb1010,us_70014
ptatt_1302,yrdb1010,us_80809
ptatt_1303,yrdb1011,us_80395
ptatt_1304,yrdb1011,us_70430
ptatt_1305,yrdb1013,us_70397
ptatt_1306,yrdb1014,us_80350
ptatt_1307,yrdb1015,ds_1109
ptatt_1308,yrdb1016,us_70220
ptatt_1309,yrdb1016,us_80442
ptatt_1310,yrdb1017,us_20009
ptatt_1311,yrdb1017,us_40029
ptatt_1312,yrdb1018,us_40027
ptatt_1313,yrdb1019,us_40124
ptatt_1314,yrdb1020,ds_1111
ptatt_1315,yrdb1021,us_20042
ptatt_1316,yrdb1021,us_10152
ptatt_1317,yrdb1022,ds_1110
ptatt_1318,yrdb1023,us_10150
ptatt_1319,yrdb1023,ds_1112
ptatt_1320,yrdb1023,ds_71
ptatt_1321,yrdb1025,ds_451
ptatt_1322,yrdb1025,ds_1108
ptatt_1323,yrdb1027,us_80987
ptatt_1324,yrdb1028,ds_1329
ptatt_1325,yrdb1029,us_40110
ptatt_1326,yrdb1030,ds_1554
ptatt_1327,yrdb1031,us_80446
ptatt_1328,yrdb1032,ds_964
ptatt_1329,yrdb1033,ds_962
ptatt_1330,yrdb1034,ds_551
ptatt_1331,yrdb1034,us_20185
ptatt_1332,yrdb1034,us_20079
ptatt_1333,yrdb1034,us_10003
ptatt_1334,yrdb1035,us_40236
ptatt_1335,yrdb1036,ds_184
ptatt_1336,yrdb1036,ds_965
ptatt_1337,yrdb1036,ds_966
ptatt_1338,yrdb1037,ds_1638
ptatt_1339,yrdb1038,ds_1690
ptatt_1340,yrdb1039,us_70020
ptatt_1341,yrdb1039,us_80764
ptatt_1342,yrdb1040,us_70404
ptatt_1343,yrdb1040,us_20044
ptatt_1344,yrdb1041,us_70106
ptatt_1345,yrdb1042,ds_963
ptatt_1346,yrdb1043,ds_1688
ptatt_1347,yrdb1044,us_81084
ptatt_1348,yrdb1045,ds_1689
ptatt_1349,yrdb1046,ds_961
ptatt_1350,yrdb1047,us_80497
ptatt_1351,yrdb1048,ds_1636
ptatt_1352,yrdb1049,ds_1472
ptatt_1353,yrdb1050,ds_1135
ptatt_1354,yrdb1051,ds_1136
ptatt_1355,yrdb1052,ds_1471
ptatt_1356,yrdb1053,ds_1076
ptatt_1357,yrdb1053,ds_1445
ptatt_1358,yrdb1054,us_70487
ptatt_1359,yrdb1055,us_40111
ptatt_1360,yrdb1056,ds_1550
ptatt_1361,yrdb1057,us_81140
ptatt_1362,yrdb1058,us_80201
ptatt_1363,yrdb1059,us_80151
ptatt_1364,yrdb1060,us_81142
ptatt_1365,yrdb1061,us_80383
ptatt_1366,yrdb1062,us_80220
ptatt_1367,yrdb1063,us_80914
ptatt_1368,yrdb1064,us_80204
ptatt_1369,yrdb1065,ds_414
ptatt_1370,yrdb1066,us_80029
ptatt_1371,yrdb1067,ds_444
ptatt_1372,yrdb1068,us_80327
ptatt_1373,yrdb1069,us_80381
ptatt_1374,yrdb1070,us_80769
ptatt_1375,yrdb1071,ds_1437
ptatt_1376,yrdb1072,ds_1252
ptatt_1377,yrdb1073,ds_937
ptatt_1378,yrdb1074,ds_742
ptatt_1379,yrdb1075,us_20071
ptatt_1380,yrdb1075,us_30068
ptatt_1381,yrdb1075,us_40098
ptatt_1382,yrdb1076,ds_1537
ptatt_1383,yrdb1077,us_70352
ptatt_1384,yrdb1077,us_80109
ptatt_1385,yrdb1078,ds_9
ptatt_1386,yrdb1078,ds_1253
ptatt_1387,yrdb1079,ds_279
ptatt_1388,yrdb1080,us_20242
ptatt_1389,yrdb1081,us_70337
ptatt_1390,yrdb1081,us_80049
ptatt_1391,yrdb1082,us_80155
ptatt_1392,yrdb1083,ds_1411
ptatt_1393,yrdb1084,us_20084
ptatt_1394,yrdb1085,us_70199
ptatt_1395,yrdb1085,us_80488
ptatt_1396,yrdb1086,ds_48
ptatt_1397,yrdb1086,ds_75
ptatt_1398,yrdb1086,ds_77
ptatt_1399,yrdb1086,ds_135
ptatt_1400,yrdb1086,ds_171
ptatt_1401,yrdb1086,ds_182
ptatt_1402,yrdb1086,ds_190
ptatt_1403,yrdb1086,ds_217
ptatt_1404,yrdb1086,ds_218
ptatt_1405,yrdb1086,ds_250
ptatt_1406,yrdb1086,ds_257
ptatt_1407,yrdb1086,ds_260
ptatt_1408,yrdb1086,ds_264
ptatt_1409,yrdb1086,ds_288
ptatt_1410,yrdb1086,ds_294
ptatt_1411,yrdb1086,ds_296
ptatt_1412,yrdb1086,ds_300
ptatt_1413,yrdb1086,ds_358
ptatt_1414,yrdb1086,ds_411
ptatt_1415,yrdb1086,ds_435
ptatt_1416,yrdb1086,ds_454
ptatt_1417,yrdb1086,ds_523
ptatt_1418,yrdb1086,ds_557
ptatt_1419,yrdb1086,ds_572
ptatt_1420,yrdb1086,ds_591
ptatt_1421,yrdb1086,ds_776
ptatt_1422,yrdb1086,ds_790
ptatt_1423,yrdb1086,ds_808
ptatt_1424,yrdb1086,ds_811
ptatt_1425,yrdb1086,ds_868
ptatt_1426,yrdb1086,ds_894
ptatt_1427,yrdb1086,ds_1224
ptatt_1428,yrdb1086,ds_1433
ptatt_1429,yrdb1086,ds_1421
ptatt_1430,yrdb1086,ds_1434
ptatt_1431,yrdb1086,ds_155
ptatt_1432,yrdb1086,ds_318
ptatt_1433,yrdb1086,ds_547
ptatt_1434,yrdb1086,ds_932
ptatt_1435,yrdb1086,ds_1251
ptatt_1436,yrdb1086,ds_1327
ptatt_1437,yrdb1086,ds_880
ptatt_1438,yrdb1088,ds_557
ptatt_1439,yrdb1089,ds_88
ptatt_1440,yrdb1089,ds_580
ptatt_1441,yrdb1089,ds_1193
ptatt_1442,yrdb1089,ds_1271
ptatt_1443,yrdb1089,ds_1263
ptatt_1444,yrdb1090,ds_100
ptatt_1445,yrdb1090,ds_287
ptatt_1446,yrdb1090,ds_1040
ptatt_1447,yrdb1090,ds_1118
ptatt_1448,yrdb1090,ds_1435
ptatt_1449,yrdb1091,us_80688
ptatt_1450,yrdb1092,us_80551
ptatt_1451,yrdb1093,us_81181
ptatt_1452,yrdb1094,us_70126
ptatt_1453,yrdb1095,ds_820
ptatt_1454,yrdb1096,us_80490
ptatt_1455,yrdb1097,us_70230
ptatt_1456,yrdb1098,us_80747
ptatt_1457,yrdb1099,us_80882
ptatt_1458,yrdb1100,ds_803
ptatt_1459,yrdb1101,ds_219
ptatt_1460,yrdb1102,ds_807
ptatt_1461,yrdb1103,us_80055
ptatt_1462,yrdb1104,ds_810
ptatt_1463,yrdb1105,us_70261
ptatt_1464,yrdb1105,us_80549
ptatt_1465,yrdb1106,us_80766
ptatt_1466,yrdb1107,ds_813
ptatt_1467,yrdb1107,ds_814
ptatt_1468,yrdb1107,ds_815
ptatt_1469,yrdb1107,ds_816
ptatt_1470,yrdb1108,ds_812
ptatt_1471,yrdb1109,ds_808
ptatt_1472,yrdb1110,ds_811
ptatt_1473,yrdb1111,us_80112
ptatt_1474,yrdb1112,ds_809
ptatt_1475,yrdb1113,us_80918
ptatt_1476,yrdb1114,ds_822
ptatt_1477,yrdb1115,us_80935
ptatt_1478,yrdb1116,us_80425
ptatt_1479,yrdb1117,ds_804
ptatt_1480,yrdb1118,us_81123
ptatt_1481,yrdb1119,us_70200
ptatt_1482,yrdb1120,ds_805
ptatt_1483,yrdb1121,us_80134
ptatt_1484,yrdb1122,us_40069
ptatt_1485,yrdb1123,ds_821
ptatt_1486,yrdb1124,us_80198
ptatt_1487,yrdb1125,ds_806
ptatt_1488,yrdb1126,ds_289
ptatt_1489,yrdb1126,ds_819
ptatt_1490,yrdb1127,ds_818
ptatt_1491,yrdb1128,ds_819
ptatt_1492,yrdb1129,ds_817
ptatt_1493,yrdb1130,us_80033
ptatt_1494,yrdb1131,us_40301
