Location_id,Place_id,Attestation,Latitude,Longitude
loc_1204,yrdb934,us_80583,108.5035226,35.49774504
loc_1205,yrdb935,ds_1146,118.8592028,33.29271667
loc_1206,yrdb936,ds_212,112.5166667,35.48333333
loc_1207,yrdb936,ds_766,112.3837944,37.65184722
loc_1208,yrdb936,ds_1460,110.3276,34.8525
loc_1209,yrdb936,ds_1642,,
loc_1210,yrdb936,ds_1783,,
loc_1211,yrdb937,us_80547,106.3496031,34.68775315
loc_1212,yrdb938,ds_204,,
loc_1213,yrdb938,ds_228,119.15,33.68333333
loc_1214,yrdb938,ds_377,119.0816167,33.63389722
loc_1215,yrdb938,ds_382,119.1166667,33.61666667
loc_1216,yrdb938,ds_423,119.0717806,33.55461389
loc_1217,yrdb938,ds_499,119.1502,33.5016
loc_1218,yrdb938,ds_511,119.24175,33.68615833
loc_1219,yrdb938,ds_688,119.05,33.63333333
loc_1220,yrdb938,ds_1147,118.9354,33.53780833
loc_1221,yrdb939,ds_800,119.6599083,33.98071111
loc_1222,yrdb940,us_40184,113.0153179,34.81550045
loc_1223,yrdb941,us_80104,109.8486143,36.87807221
loc_1224,yrdb941,us_80135,109.3391241,36.0341805
loc_1225,yrdb942,us_80679,111.8603125,37.82220434
loc_1226,yrdb943,us_80385,103.7927012,35.13025634
loc_1227,yrdb944,ds_1439,111.6573,38.3891
loc_1228,yrdb945,us_80750,112.1034237,36.97472334
loc_1229,yrdb945,us_70067,112.092718,36.97305722
loc_1230,yrdb946,us_80846,112.8123086,39.4921736
loc_1231,yrdb947,ds_1559,113.1227583,29.35959444
loc_1232,yrdb948,ds_799,115.1631917,35.39893889
loc_1233,yrdb949,ds_1450,104.0342444,34.43945278
loc_1234,yrdb950,us_10088,110.6306063,35.46864119
loc_1235,yrdb951,us_80432,105.9837149,37.85051299
loc_1236,yrdb952,us_81111,103.8353718,34.99461692
loc_1237,yrdb953,ds_1516,111.2806778,30.69416389
loc_1238,yrdb954,us_20054,109.5621244,34.01812437
loc_1239,yrdb954,us_30126,109.5901972,34.00171919
loc_1240,yrdb954,us_40017,109.514918,34.13937105
loc_1241,yrdb955,us_80718,111.2218617,37.72450545
loc_1242,yrdb956,ds_552,117.6413917,34.08086944
loc_1243,yrdb956,ds_1172,117.7254778,34.09891111
loc_1244,yrdb957,us_80236,108.5341413,33.91215304
loc_1245,yrdb958,us_80296,107.9018018,34.41921778
loc_1246,yrdb959,ds_79,,
loc_1247,yrdb960,us_81048,111.9602834,41.04513141
loc_1248,yrdb961,us_80988,113.2712661,36.10452167
loc_1249,yrdb962,us_70369,111.3879455,34.15609702
loc_1250,yrdb963,ds_80,116.6333333,34.08333333
loc_1251,yrdb964,us_81107,103.6831433,36.07157669
loc_1252,yrdb965,ds_81,114.8,34.88333333
loc_1253,yrdb966,ds_82,118.5666667,33.8
loc_1254,yrdb967,us_40097,112.9446637,34.5783897
loc_1255,yrdb968,ds_1166,112.0966,34.1466
loc_1256,yrdb969,ds_1749,,
loc_1257,yrdb971,us_70187,104.4961495,35.59473551
loc_1258,yrdb971,us_80507,104.4841063,35.70434156
loc_1259,yrdb972,us_80321,101.3397875,35.98714149
loc_1260,yrdb973,us_30095,111.1246064,37.57104149
loc_1261,yrdb973,us_40013,111.1280122,37.66582287
loc_1262,yrdb974,us_81076,110.8060734,40.55890907
loc_1263,yrdb975,ds_1034,116.0888194,35.39647778
loc_1264,yrdb976,ds_380,113.1396667,34.82911944
loc_1265,yrdb977,us_80956,112.8691103,35.59785072
loc_1266,yrdb978,us_81020,109.299693,39.50807807
loc_1267,yrdb979,us_80357,102.6442364,36.19792134
loc_1268,yrdb980,us_80358,102.6959371,36.08258897
loc_1269,yrdb981,us_80312,100.9699285,36.75072133
loc_1270,yrdb982,ds_1671,99.60705,33.23606111
loc_1271,yrdb983,us_81047,108.554455,41.25756968
loc_1272,yrdb984,us_70065,111.8200132,36.99931768
loc_1273,yrdb985,us_80076,110.1631457,37.34129127
loc_1274,yrdb986,us_70439,105.6557268,35.54974153
loc_1275,yrdb987,us_80051,109.8943643,38.38353413
loc_1276,yrdb988,us_80940,111.0173756,34.77877056
loc_1277,yrdb989,ds_57,115,36.23333333
loc_1278,yrdb990,us_70229,106.3031615,38.6155346
loc_1279,yrdb991,ds_58,,
loc_1280,yrdb992,ds_1337,119.9706,31.81175
loc_1281,yrdb993,us_80302,101.3099602,37.42481916
loc_1282,yrdb994,us_80784,111.6649147,36.43397138
loc_1283,yrdb995,us_70188,105.2479321,36.44766702
loc_1284,yrdb996,us_20220,112.591362,34.66506749
loc_1285,yrdb996,us_40168,112.6129482,34.68496979
loc_1286,yrdb997,ds_1107,106.6947,35.5357
loc_1287,yrdb998,us_70146,113.9127699,39.29609796
loc_1288,yrdb998,us_80840,113.9210773,39.2990479
loc_1289,yrdb999,us_80539,105.6952478,34.36966377
loc_1290,yrdb1000,ds_145,114.3308528,35.50651667
loc_1291,yrdb1001,ds_1113,116.4273278,37.16359722
loc_1292,yrdb1002,us_40154,112.7159357,34.79873504
loc_1293,yrdb1002,us_40163,112.7171332,34.79993257
loc_1294,yrdb1003,us_10040,111.7173099,36.9721518
loc_1295,yrdb1004,us_80369,103.2785645,36.93664506
loc_1296,yrdb1005,us_80970,113.2871706,35.81824122
loc_1297,yrdb1006,us_80582,108.3399338,35.48184057
loc_1298,yrdb1007,ds_450,116.0051611,36.06534444
loc_1299,yrdb1008,us_70300,108.9740399,37.45778943
loc_1300,yrdb1009,ds_1106,112.5817,37.7745
loc_1301,yrdb1010,us_70014,110.5049701,36.39532708
loc_1302,yrdb1010,us_80809,110.5084326,36.38853004
loc_1303,yrdb1011,us_80395,104.3808648,36.39522522
loc_1304,yrdb1011,us_70430,104.4161926,36.39557127
loc_1305,yrdb1013,us_70397,113.5477006,37.81315759
loc_1306,yrdb1014,us_80350,101.992012,36.4623904
loc_1307,yrdb1015,ds_1109,106.5523,38.9064
loc_1308,yrdb1016,us_70220,105.9915134,38.24374394
loc_1309,yrdb1016,us_80442,106.0087432,38.37819168
loc_1310,yrdb1017,us_20009,110.0384026,34.57004971
loc_1311,yrdb1017,us_40029,114.2139315,39.78520069
loc_1312,yrdb1018,us_40027,105.1402767,35.32289124
loc_1313,yrdb1019,us_40124,113.5290579,37.85243404
loc_1314,yrdb1020,ds_1111,112.187,37.2067
loc_1315,yrdb1021,us_20042,113.6509069,40.0348108
loc_1316,yrdb1021,us_10152,113.6740091,39.88584622
loc_1317,yrdb1022,ds_1110,111.5247,36.0775
loc_1318,yrdb1023,us_10150,113.9460805,40.04086362
loc_1319,yrdb1023,ds_1112,116.4581,36.286
loc_1320,yrdb1023,ds_71,116.4666667,36.3
loc_1321,yrdb1025,ds_451,111.2110333,34.83771389
loc_1322,yrdb1025,ds_1108,111.2333333,34.8
loc_1323,yrdb1027,us_80987,113.4098622,36.17722781
loc_1324,yrdb1028,ds_1329,112.4954,37.7392
loc_1325,yrdb1029,us_40110,113.0213056,36.08248615
loc_1326,yrdb1030,ds_1554,116.326,39.8768
loc_1327,yrdb1031,us_80446,105.7960031,38.58884602
loc_1328,yrdb1032,ds_964,114.9421,36.47682778
loc_1329,yrdb1033,ds_962,119.4153889,30.87959722
loc_1330,yrdb1034,ds_551,,
loc_1331,yrdb1034,us_20185,113.3880449,34.92385915
loc_1332,yrdb1034,us_20079,113.3853397,34.9423893
loc_1333,yrdb1034,us_10003,113.4106377,34.90393494
loc_1334,yrdb1035,us_40236,109.2595518,34.78537314
loc_1335,yrdb1036,ds_184,113.4480056,34.92747222
loc_1336,yrdb1036,ds_965,,
loc_1337,yrdb1036,ds_966,113.4388361,34.89498056
loc_1338,yrdb1037,ds_1638,113.4577111,34.94924444
loc_1339,yrdb1038,ds_1690,113.3613722,34.9521
loc_1340,yrdb1039,us_70020,111.1433013,37.04577849
loc_1341,yrdb1039,us_80764,111.1491555,37.03152501
loc_1342,yrdb1040,us_70404,112.7759661,39.16204397
loc_1343,yrdb1040,us_20044,112.8962776,39.01136785
loc_1344,yrdb1041,us_70106,112.8138706,39.18499601
loc_1345,yrdb1042,ds_963,115.6023611,30.11283056
loc_1346,yrdb1043,ds_1688,116.0425056,36.09045
loc_1347,yrdb1044,us_81084,110.2925862,40.7974761
loc_1348,yrdb1045,ds_1689,108.9422861,34.39513611
loc_1349,yrdb1046,ds_961,114.8505333,37.34899444
loc_1350,yrdb1047,us_80497,105.9524296,35.34768916
loc_1351,yrdb1048,ds_1636,121.5515,29.8649
loc_1352,yrdb1049,ds_1472,107.6386778,35.70931944
loc_1353,yrdb1050,ds_1135,115.1431,38.7046
loc_1354,yrdb1051,ds_1136,107.6386778,35.70931944
loc_1355,yrdb1052,ds_1471,107.3035306,36.56824722
loc_1356,yrdb1053,ds_1076,116.5148111,31.73716667
loc_1357,yrdb1053,ds_1445,117.2216694,31.82235278
loc_1358,yrdb1054,us_70487,105.6150864,37.19568048
loc_1359,yrdb1055,us_40111,112.9518489,35.99865912
loc_1360,yrdb1056,ds_1550,115.6506833,34.41552222
loc_1361,yrdb1057,us_81140,106.1097109,35.44675821
loc_1362,yrdb1058,us_80201,108.1917947,35.2495787
loc_1363,yrdb1059,us_80151,109.0908169,35.60654043
loc_1364,yrdb1060,us_81142,106.318741,35.19001464
loc_1365,yrdb1061,us_80383,103.7968726,35.1677987
loc_1366,yrdb1062,us_80220,108.5350357,34.41566439
loc_1367,yrdb1063,us_80914,110.5266091,35.35133145
loc_1368,yrdb1064,us_80204,108.7907387,35.12057538
loc_1369,yrdb1065,ds_414,116.8689083,34.86668056
loc_1370,yrdb1066,us_80029,112.8481901,34.48499961
loc_1371,yrdb1067,ds_444,115.7990861,34.50965556
loc_1372,yrdb1068,us_80327,101.8528177,35.93941775
loc_1373,yrdb1069,us_80381,103.7489018,35.54530796
loc_1374,yrdb1070,us_80769,111.3331929,36.80886244
loc_1375,yrdb1071,ds_1437,101.4313139,36.04024167
loc_1376,yrdb1072,ds_1252,109.4843278,36.58538611
loc_1377,yrdb1073,ds_937,109.4843278,36.58538611
loc_1378,yrdb1074,ds_742,117.3997861,37.0664
loc_1379,yrdb1075,us_20071,112.8842217,34.59896574
loc_1380,yrdb1075,us_30068,112.8816243,34.60188748
loc_1381,yrdb1075,us_40098,113.0260957,34.59515511
loc_1382,yrdb1076,ds_1537,109.4843278,36.58538611
loc_1383,yrdb1077,us_70352,110.3491186,36.85089585
loc_1384,yrdb1077,us_80109,110.4151217,36.81703774
loc_1385,yrdb1078,ds_9,114.0056167,35.16945
loc_1386,yrdb1078,ds_1253,114.19915,35.14241111
loc_1387,yrdb1079,ds_279,,
loc_1388,yrdb1080,us_20242,101.7471852,36.15761743
loc_1389,yrdb1081,us_70337,110.1768921,38.4337399
loc_1390,yrdb1081,us_80049,110.1860207,38.47217481
loc_1391,yrdb1082,us_80155,108.8769969,35.4306562
loc_1392,yrdb1083,ds_1411,118.7911361,32.06041111
loc_1393,yrdb1084,us_20084,108.8122204,34.26334312
loc_1394,yrdb1085,us_70199,106.1992788,35.72048823
loc_1395,yrdb1085,us_80488,106.2485971,35.85555383
loc_1396,yrdb1086,ds_48,114.35,34.88333333
loc_1397,yrdb1086,ds_75,114.4833333,34.93333333
loc_1398,yrdb1086,ds_77,114.4,34.86666667
loc_1399,yrdb1086,ds_135,114.7032972,34.87304167
loc_1400,yrdb1086,ds_171,114.3166667,34.82756944
loc_1401,yrdb1086,ds_182,114.6666667,34.91666667
loc_1402,yrdb1086,ds_190,114.5333333,34.66666667
loc_1403,yrdb1086,ds_217,114.5333333,34.66666667
loc_1404,yrdb1086,ds_218,114.2833333,34.88333333
loc_1405,yrdb1086,ds_250,114.4792806,34.87200278
loc_1406,yrdb1086,ds_257,,
loc_1407,yrdb1086,ds_260,114.3666667,34.68333333
loc_1408,yrdb1086,ds_264,114.6481222,34.84980833
loc_1409,yrdb1086,ds_288,114.3110333,34.87968611
loc_1410,yrdb1086,ds_294,115.3833333,34.71666667
loc_1411,yrdb1086,ds_296,114.5333333,34.83333333
loc_1412,yrdb1086,ds_300,114.4528944,34.90144444
loc_1413,yrdb1086,ds_358,114.254,34.90794167
loc_1414,yrdb1086,ds_411,114.6833333,34.83333333
loc_1415,yrdb1086,ds_435,114.6595,34.82983889
loc_1416,yrdb1086,ds_454,114.4238083,34.87890278
loc_1417,yrdb1086,ds_523,,
loc_1418,yrdb1086,ds_557,114.3921083,34.76331111
loc_1419,yrdb1086,ds_572,114.6833333,34.96666667
loc_1420,yrdb1086,ds_591,114.2996222,34.88365
loc_1421,yrdb1086,ds_776,114.5333333,34.66666667
loc_1422,yrdb1086,ds_790,114.2665361,34.90134167
loc_1423,yrdb1086,ds_808,114.4609806,34.86561389
loc_1424,yrdb1086,ds_811,114.3354583,34.88184722
loc_1425,yrdb1086,ds_868,114.3668028,34.98583333
loc_1426,yrdb1086,ds_894,114.5277556,34.6712
loc_1427,yrdb1086,ds_1224,114.3525,34.7847
loc_1428,yrdb1086,ds_1433,114.30175,34.79814167
loc_1429,yrdb1086,ds_1421,114.30175,34.79814167
loc_1430,yrdb1086,ds_1434,114.30175,34.79814167
loc_1431,yrdb1086,ds_155,114.4,34.06666667
loc_1432,yrdb1086,ds_318,114.2693444,34.84668056
loc_1433,yrdb1086,ds_547,114.1666667,35.06666667
loc_1434,yrdb1086,ds_932,114.4196389,35.03351667
loc_1435,yrdb1086,ds_1251,114.1726889,34.103625
loc_1436,yrdb1086,ds_1327,,
loc_1437,yrdb1086,ds_880,114.30175,34.79814167
loc_1438,yrdb1088,ds_557,114.3921083,34.76331111
loc_1439,yrdb1089,ds_88,114.6414778,34.80481667
loc_1440,yrdb1089,ds_580,116.3,34.1
loc_1441,yrdb1089,ds_1193,114.1871083,34.41266111
loc_1442,yrdb1089,ds_1271,113.5496,34.9041
loc_1443,yrdb1089,ds_1263,113.9722,35.0512
loc_1444,yrdb1090,ds_100,115.1,35.75
loc_1445,yrdb1090,ds_287,115.3833333,35.65
loc_1446,yrdb1090,ds_1040,115.0231528,35.761775
loc_1447,yrdb1090,ds_1118,115.0231528,35.761775
loc_1448,yrdb1090,ds_1435,115.0153,35.7535
loc_1449,yrdb1091,us_80688,112.0693427,37.48366635
loc_1450,yrdb1092,us_80551,107.0971131,35.79765789
loc_1451,yrdb1093,us_81181,106.2920442,34.93185102
loc_1452,yrdb1094,us_70126,113.292619,40.31015575
loc_1453,yrdb1095,ds_820,117.0218333,37.96934722
loc_1454,yrdb1096,us_80490,106.1025991,35.81801147
loc_1455,yrdb1097,us_70230,106.3633041,38.4761131
loc_1456,yrdb1098,us_80747,112.0716147,37.10423116
loc_1457,yrdb1099,us_80882,113.3189795,37.84833311
loc_1458,yrdb1100,ds_803,114.9666667,35.96666667
loc_1459,yrdb1101,ds_219,,
loc_1460,yrdb1102,ds_807,,
loc_1461,yrdb1103,us_80055,110.5577397,37.87742443
loc_1462,yrdb1104,ds_810,116.340075,34.42806389
loc_1463,yrdb1105,us_70261,106.1938113,34.87849174
loc_1464,yrdb1105,us_80549,106.2405439,34.9944822
loc_1465,yrdb1106,us_80766,111.2763913,36.84521551
loc_1466,yrdb1107,ds_813,,
loc_1467,yrdb1107,ds_814,,
loc_1468,yrdb1107,ds_815,114.1819194,34.97648611
loc_1469,yrdb1107,ds_816,,
loc_1470,yrdb1108,ds_812,115.6738111,35.45921389
loc_1471,yrdb1109,ds_808,114.4609806,34.86561389
loc_1472,yrdb1110,ds_811,114.3354583,34.88184722
loc_1473,yrdb1111,us_80112,110.1978529,36.48596155
loc_1474,yrdb1112,ds_809,117.1763306,34.26553889
loc_1475,yrdb1113,us_80918,110.8674192,35.17183815
loc_1476,yrdb1114,ds_822,118.2129639,33.96772778
loc_1477,yrdb1115,us_80935,111.199141,34.97644039
loc_1478,yrdb1116,us_80425,105.9440869,37.70868631
loc_1479,yrdb1117,ds_804,111.7553833,34.76843333
loc_1480,yrdb1118,us_81123,105.1599868,35.69441352
loc_1481,yrdb1119,us_70200,106.062591,35.69861819
loc_1482,yrdb1120,ds_805,116.7070583,36.61946944
loc_1483,yrdb1121,us_80134,109.1287528,35.84795015
loc_1484,yrdb1122,us_40069,110.4178775,35.07296919
loc_1485,yrdb1123,ds_821,116.1297944,35.83753889
loc_1486,yrdb1124,us_80198,108.2770291,35.04455557
loc_1487,yrdb1125,ds_806,118.8990917,33.50732222
loc_1488,yrdb1126,ds_289,115.8974417,36.00793611
loc_1489,yrdb1126,ds_819,115.9666667,36.03333333
loc_1490,yrdb1127,ds_818,116.0051611,36.06534444
loc_1491,yrdb1128,ds_819,115.9666667,36.03333333
loc_1492,yrdb1129,ds_817,114.9833333,34.46666667
loc_1493,yrdb1130,us_80033,112.6589862,34.92479798
loc_1494,yrdb1131,us_40301,109.3550212,38.11668141
loc_1495,yrdb1132,us_80430,106.0984277,37.81088495
loc_1496,yrdb1133,ds_969,115.9768667,39.24938056
loc_1497,yrdb1134,us_20240,101.6189452,36.14051877
loc_1498,yrdb1135,ds_185,118.3631167,33.72765833
loc_1499,yrdb1136,ds_968,111.7418111,40.84106667
loc_1500,yrdb1136,us_70031,111.6018494,40.78688411
loc_1501,yrdb1138,us_20255,108.0266685,37.05102246
loc_1502,yrdb1139,ds_1175,115.6166,34.3841
loc_1503,yrdb1139,ds_8,115.65,34.4
loc_1504,yrdb1139,ds_119,115.7,34.5
loc_1505,yrdb1139,ds_186,115.45,34.35
loc_1506,yrdb1139,ds_444,115.7990861,34.50965556
loc_1507,yrdb1139,ds_700,115.4744361,34.557025
loc_1508,yrdb1139,ds_723,,
loc_1509,yrdb1139,ds_778,115.6049944,34.34289444
loc_1510,yrdb1139,ds_967,115.6506833,34.41552222
loc_1511,yrdb1139,ds_1099,115.356,34.4245
loc_1512,yrdb1139,ds_1275,116.4437944,33.93038056
loc_1513,yrdb1139,ds_1377,115.4479889,34.44493333
loc_1514,yrdb1139,ds_1378,115.6506833,34.41552222
loc_1515,yrdb1141,us_70329,109.7777639,38.07288427
loc_1516,yrdb1141,us_80053,109.8028642,38.11761208
loc_1517,yrdb1143,us_40210,107.1987304,35.38041901
loc_1518,yrdb1144,us_40084,112.4896027,34.39516776
loc_1519,yrdb1145,us_10043,111.7252189,36.51817227
loc_1520,yrdb1146,us_10098,109.7353017,34.37877395
loc_1521,yrdb1147,ds_1103,117.1969,34.2686
loc_1522,yrdb1148,us_80025,112.483872,34.40247451
loc_1523,yrdb1149,ds_445,119.4969222,33.76140833
loc_1524,yrdb1150,ds_1296,114.3867,36.09985278
loc_1525,yrdb1151,us_20010,109.886902,35.12432037
loc_1526,yrdb1152,ds_1247,,
loc_1527,yrdb1153,ds_736,118.7328722,33.67661944
loc_1528,yrdb1154,ds_1657,,
loc_1529,yrdb1155,ds_1248,117.2786167,34.20820833
loc_1530,yrdb1156,ds_732,115.6654167,34.53558333
loc_1531,yrdb1157,ds_735,,
loc_1532,yrdb1158,ds_733,115.7755,35.99468611
loc_1533,yrdb1159,ds_734,118.0212944,34.05405833
loc_1534,yrdb1160,ds_34,117.65,34.15
loc_1535,yrdb1160,ds_86,117.2333333,34.33333333
loc_1536,yrdb1160,ds_90,117.1666667,34.53333333
loc_1537,yrdb1160,ds_147,117.5015167,34.09794722
loc_1538,yrdb1160,ds_172,117.2065583,34.41876111
loc_1539,yrdb1160,ds_192,117.2833333,34.23333333
loc_1540,yrdb1160,ds_238,117.2022722,34.21469722
loc_1541,yrdb1160,ds_247,117.6487111,34.14700278
loc_1542,yrdb1160,ds_261,117.2333333,34.26666667
loc_1543,yrdb1160,ds_311,117.2,34.23333333
loc_1544,yrdb1160,ds_314,117.3164,34.27187222
loc_1545,yrdb1160,ds_321,117.4695611,34.21740278
loc_1546,yrdb1160,ds_385,117.5,34.13333333
loc_1547,yrdb1160,ds_419,117.4136306,34.25671667
loc_1548,yrdb1160,ds_436,117.3189972,34.16330278
loc_1549,yrdb1160,ds_437,116.9915139,34.38240833
loc_1550,yrdb1160,ds_464,117.9449861,34.475575
loc_1551,yrdb1160,ds_490,117.2836194,34.22721389
loc_1552,yrdb1160,ds_560,,
loc_1553,yrdb1160,ds_636,117.05,34.26666667
loc_1554,yrdb1160,ds_682,117.1703972,34.26937222
loc_1555,yrdb1160,ds_701,117.427225,34.14256944
loc_1556,yrdb1160,ds_702,117.1957,34.2631
loc_1557,yrdb1160,ds_751,117.2786167,34.20820833
loc_1558,yrdb1160,ds_1103,117.1969,34.2686
loc_1559,yrdb1160,ds_1131,,
loc_1560,yrdb1160,ds_1530,117.2826389,34.2497
loc_1561,yrdb1160,ds_1531,,
loc_1562,yrdb1160,ds_1532,117.2786167,34.20820833
loc_1563,yrdb1161,ds_1249,112.5146,37.5572
loc_1564,yrdb1162,ds_737,116.7607667,33.91668889
loc_1565,yrdb1163,us_80824,113.2235527,40.37146354
loc_1566,yrdb1165,us_80984,113.2803544,36.31127976
loc_1567,yrdb1165,us_40113,113.284762,36.32438701
loc_1568,yrdb1166,ds_1120,116.7835333,36.70155556
loc_1569,yrdb1166,ds_1352,116.353125,37.4345
loc_1570,yrdb1167,ds_909,116.9557694,37.46524722
loc_1571,yrdb1168,ds_910,,
loc_1572,yrdb1168,ds_1350,115.08455,35.980475
loc_1573,yrdb1169,us_70438,105.8817894,35.93328595
loc_1574,yrdb1170,ds_911,106.1071389,35.62599167
loc_1575,yrdb1171,ds_1351,106.1071389,35.62599167
loc_1576,yrdb1172,ds_1568,108.0253972,30.29701667
loc_1577,yrdb1173,us_80866,112.7032494,38.57425852
loc_1578,yrdb1173,us_70101,112.7088288,38.5911056
loc_1579,yrdb1175,ds_1521,112.7277056,38.41614444
loc_1580,yrdb1176,us_70297,108.2441274,37.59721092
loc_1581,yrdb1177,ds_993,110.9352306,36.69335556
loc_1582,yrdb1181,ds_996,,
loc_1583,yrdb1181,ds_1597,112.9444528,35.08864722
loc_1584,yrdb1181,ds_1002,112.9444528,35.08864722
loc_1585,yrdb1181,ds_1448,112.7851361,34.90820556
loc_1586,yrdb1181,ds_1395,112.9444528,35.08864722
loc_1587,yrdb1183,us_40274,109.9841385,41.00694057
loc_1588,yrdb1183,us_40280,109.988739,40.95633516
loc_1589,yrdb1183,ds_995,,
loc_1590,yrdb1184,ds_994,,
loc_1591,yrdb1185,ds_997,117.161625,32.97031389
loc_1592,yrdb1186,us_70328,109.296623,37.87058641
loc_1593,yrdb1187,us_81089,103.2946198,35.30361804
loc_1594,yrdb1188,us_80915,110.6765656,35.32861078
loc_1595,yrdb1189,ds_547,114.1666667,35.06666667
loc_1596,yrdb1190,ds_923,116.2708722,37.15189167
loc_1597,yrdb1191,us_80423,105.7563751,37.47508942
loc_1598,yrdb1192,ds_431,115.6424639,37.06659444
loc_1599,yrdb1192,ds_658,115.8793444,37.13894444
loc_1600,yrdb1192,ds_1364,115.6331,37.0679
loc_1601,yrdb1194,us_70243,106.6585496,37.32793607
loc_1602,yrdb1194,us_80468,106.6824199,37.44171843
loc_1603,yrdb1195,us_80080,110.2231926,37.00960355
loc_1604,yrdb1196,us_80680,111.7012678,37.72677752
loc_1605,yrdb1197,ds_359,117.59375,37.18080833
loc_1606,yrdb1197,ds_631,117.6119222,37.24289722
loc_1607,yrdb1197,ds_669,117.8070472,37.27963056
loc_1608,yrdb1197,ds_767,117.7465389,37.27413611
loc_1609,yrdb1197,ds_1005,117.5166667,37.48333333
loc_1610,yrdb1197,ds_1006,117.5189472,37.48981944
loc_1611,yrdb1198,ds_265,118.9522,33.558125
loc_1612,yrdb1199,ds_421,113.935875,34.95996944
loc_1613,yrdb1200,us_30077,112.4915934,34.54040723
loc_1614,yrdb1202,us_20147,109.3086129,34.37697877
loc_1615,yrdb1202,us_40240,109.470569,34.50174785
loc_1616,yrdb1202,us_20007,109.3400216,34.41854907
loc_1617,yrdb1202,us_10101,109.3335219,34.36928308
loc_1618,yrdb1203,ds_1339,105.7382028,33.75219444
loc_1619,yrdb1204,ds_895,116.524,38.28805556
loc_1620,yrdb1205,us_70390,112.6902178,38.03742232
loc_1621,yrdb1207,us_30071,113.1912237,34.85895311
loc_1622,yrdb1207,us_10005,113.1955115,34.80744451
loc_1623,yrdb1208,ds_463,117.8458444,34.12501944
loc_1624,yrdb1209,ds_461,117.2786167,34.20820833
loc_1625,yrdb1210,ds_462,116.8096333,34.6174
loc_1626,yrdb1211,us_81080,110.6652052,40.66796828
loc_1627,yrdb1212,ds_105,117.9166667,33.96666667
loc_1628,yrdb1213,ds_1347,115.8771056,34.95608611
loc_1629,yrdb1214,ds_104,119.2166667,33.7
loc_1630,yrdb1215,ds_926,,
loc_1631,yrdb1216,ds_146,114.5,35.58333333
loc_1632,yrdb1217,ds_147,117.5015167,34.09794722
loc_1633,yrdb1218,ds_990,113.7798333,34.99840556
loc_1634,yrdb1219,ds_245,118.3833333,37.75
loc_1635,yrdb1220,ds_246,,
loc_1636,yrdb1221,us_80332,101.8667372,36.21581774
loc_1637,yrdb1222,us_70189,104.9909591,36.5214784
loc_1638,yrdb1222,us_80402,104.9961424,36.62465074
loc_1639,yrdb1223,us_80447,106.3716526,39.08941079
loc_1640,yrdb1224,ds_1188,111.1859833,40.27613611
loc_1641,yrdb1225,ds_209,111.2666667,40.23333333
loc_1642,yrdb1226,us_81058,111.0764494,40.68387275
loc_1643,yrdb1228,ds_1539,119.4074722,32.39625278
loc_1644,yrdb1228,ds_1259,119.4074722,32.39625278
loc_1645,yrdb1228,ds_1540,119.5144444,32.52246111
loc_1646,yrdb1230,ds_155,114.4,34.06666667
loc_1647,yrdb1230,ds_939,114.3891722,34.06127222
loc_1648,yrdb1231,us_20061,110.4022856,35.33793964
loc_1649,yrdb1232,ds_154,107.9,34.38333333
loc_1650,yrdb1232,ds_938,107.8722778,34.36474444
loc_1651,yrdb1233,ds_941,,
loc_1652,yrdb1234,us_20127,101.0677913,36.52879217
loc_1653,yrdb1235,us_80337,102.3916983,35.16987244
loc_1654,yrdb1236,ds_312,113.95,34.88333333
loc_1655,yrdb1237,us_80891,113.5961717,37.06219792
loc_1656,yrdb1238,us_70123,113.1411164,40.37479688
loc_1657,yrdb1238,us_80825,113.1167656,40.35555907
loc_1658,yrdb1239,us_80641,112.9599929,40.32375013
loc_1659,yrdb1239,us_70122,112.9875937,40.3303561
loc_1660,yrdb1241,us_80098,109.2023951,36.77513465
loc_1661,yrdb1242,us_80299,107.6214248,34.70357173
loc_1662,yrdb1243,us_81085,110.4584471,40.58162974
loc_1663,yrdb1244,us_80953,112.8304851,35.2888496
loc_1664,yrdb1245,ds_1304,111.1673,40.2359
loc_1665,yrdb1246,us_10130,109.4379214,38.66310692
loc_1666,yrdb1247,us_20149,109.2069966,34.36774092
loc_1667,yrdb1248,us_80600,111.1241628,40.71170557
loc_1668,yrdb1248,us_81042,111.2218617,40.58503784
loc_1669,yrdb1249,us_81114,103.7649377,35.88753926
loc_1670,yrdb1250,us_70167,102.4567684,35.75739392
loc_1671,yrdb1251,us_80581,108.1695288,35.31597968
loc_1672,yrdb1252,us_80681,112.1306885,37.88582221
loc_1673,yrdb1253,us_30035,103.7756868,35.52282926
loc_1674,yrdb1254,us_70437,106.453296,34.76233247
loc_1675,yrdb1254,us_80263,106.6649615,34.9103746
loc_1676,yrdb1255,us_70398,113.9104817,37.85932974
loc_1677,yrdb1256,ds_956,115.9549861,37.32135833
loc_1678,yrdb1257,us_80259,109.5721327,34.62800914
loc_1679,yrdb1257,us_80926,110.6765656,34.89010184
loc_1680,yrdb1258,us_20078,113.4221351,34.93538065
loc_1681,yrdb1258,us_20183,113.4323866,34.91831644
loc_1682,yrdb1258,us_30019,113.433704,34.94444507
loc_1683,yrdb1259,ds_8,115.65,34.4
loc_1684,yrdb1260,us_20133,106.9418772,34.24395381
loc_1685,yrdb1260,us_20263,106.9494528,34.23829273
