name_id,name,ch_pinyin,yrdb_id,attestation
nm_1151,小石口,xiaoshi kou,yrdb917, us_80842
nm_1152,小金堤,xiaojin di,yrdb919,ds_705
nm_1153,小黃村,xiaohuang cun,yrdb920,ds_704
nm_1154,少梁,shaoliang,yrdb921,us_10086
nm_1155,尚家口,shangjia kou,yrdb922,ds_1155
nm_1156,堯城鎮,yaocheng zhen,yrdb923,us_80692
nm_1157,屍鄉,shi xiang,yrdb924,us_20074
nm_1158,屍鄉,shi xiang,yrdb924, us_20231
nm_1159,屍鄉,shi xiang,yrdb924, us_30069
nm_1160,屍鄉,shi xiang,yrdb924, us_40180
nm_1161,尹家衛鎮,yinjiawei zhen,yrdb925,us_80243
nm_1162,屯子鎮,tunzi zhen,yrdb926,us_80554
nm_1163,屯氏河,tunshi he,yrdb927,ds_1741
nm_1164,屯留,tunliu,yrdb928,us_20034
nm_1165,山東,shandong,yrdb929,ds_14
nm_1166,山東,shandong,yrdb929, ds_25
nm_1167,山東,shandong,yrdb929, ds_47
nm_1168,山東,shandong,yrdb929, ds_231
nm_1169,山東,shandong,yrdb929, ds_236
nm_1170,山東,shandong,yrdb929, ds_254
nm_1171,山東,shandong,yrdb929, ds_286
nm_1172,山東,shandong,yrdb929, ds_339
nm_1173,山東,shandong,yrdb929, ds_351
nm_1174,山東,shandong,yrdb929, ds_361
nm_1175,山東,shandong,yrdb929, ds_364
nm_1176,山東,shandong,yrdb929, ds_433
nm_1177,山東,shandong,yrdb929, ds_467
nm_1178,山東,shandong,yrdb929, ds_548
nm_1179,山東,shandong,yrdb929, ds_562
nm_1180,山東,shandong,yrdb929, ds_575
nm_1181,山東,shandong,yrdb929, ds_585
nm_1182,山東,shandong,yrdb929, ds_602
nm_1183,山東,shandong,yrdb929, ds_632
nm_1184,山東,shandong,yrdb929, ds_647
nm_1185,山東,shandong,yrdb929, ds_654
nm_1186,山東,shandong,yrdb929, ds_698
nm_1187,山東,shandong,yrdb929, ds_709
nm_1188,山東,shandong,yrdb929, ds_749
nm_1189,山東,shandong,yrdb929, ds_788
nm_1190,山東,shandong,yrdb929, ds_792
nm_1191,山東,shandong,yrdb929, ds_842
nm_1192,山東,shandong,yrdb929, ds_887
nm_1193,山東,shandong,yrdb929, ds_1034
nm_1194,山東,shandong,yrdb929, ds_1051
nm_1195,山東,shandong,yrdb929, ds_1356
nm_1196,山東,shandong,yrdb929, ds_1638
nm_1197,山東,shandong,yrdb929, ds_1639
nm_1198,山東,shandong,yrdb929, ds_1640
nm_1199,山東,shandong,yrdb929, ds_1782
nm_1200,山東西路,shandongxi lu,yrdb930,ds_1641
nm_1201,山丹縣,shandan xian,yrdb931,ds_1145
nm_1202,山安廳,shanan ting,yrdb932,ds_1144
nm_1203,山寨鎮,shanzhai zhen,yrdb933,us_81148
nm_1204,山河鎮,shanhe zhen,yrdb934,us_80583
nm_1205,山盱廳,shanxu ting,yrdb935,ds_1146
nm_1206,山西,shanxi,yrdb936,ds_212
nm_1207,山西,shanxi,yrdb936, ds_766
nm_1208,山西,shanxi,yrdb936, ds_1460
nm_1209,山西,shanxi,yrdb936, ds_1642
nm_1210,山西,shanxi,yrdb936, ds_1783
nm_1211,山門鎮,shanmen zhen,yrdb937,us_80547
nm_1212,山陽,shanyang,yrdb938,ds_204
nm_1213,山陽,shanyang,yrdb938, ds_228
nm_1214,山陽,shanyang,yrdb938, ds_377
nm_1215,山陽,shanyang,yrdb938, ds_382
nm_1216,山陽,shanyang,yrdb938, ds_423
nm_1217,山陽,shanyang,yrdb938, ds_499
nm_1218,山陽,shanyang,yrdb938, ds_511
nm_1219,山陽,shanyang,yrdb938, ds_688
nm_1220,山陽,shanyang,yrdb938, ds_1147
nm_1221,山陽縣,shanyang xian,yrdb939,ds_800
nm_1222,岑原丘,cenyuan qiu,yrdb940,us_40184
nm_1223,岔口,cha kou,yrdb941,us_80104
nm_1224,岔口,cha kou,yrdb941, us_80135
nm_1225,岔口村,chakou cun,yrdb942,us_80679
nm_1226,嵐關坪,languan ping,yrdb943,us_80385
nm_1227,嵐州,lan zhou,yrdb944,ds_1439
nm_1228,關子嶺,guanzi ling,yrdb945,us_80750
nm_1229,關子嶺,guanzi ling,yrdb945, us_70067
nm_1230,岱嶽鎮,daiyue zhen,yrdb946,us_80846
nm_1231,嶽州,yue zhou,yrdb947,ds_1559
nm_1232,嶽新莊,yuexin zhuang,yrdb948,ds_799
nm_1233,岷州,min zhou,yrdb949,ds_1450
nm_1234,岸門,anmen,yrdb950,us_10088
nm_1235,峽口,xia kou,yrdb951,us_80432
nm_1236,峽城,xia cheng,yrdb952,us_81111
nm_1237,峽州,xia zhou,yrdb953,ds_1516
nm_1238,峣關,yao guan,yrdb954,us_20054
nm_1239,峣關,yao guan,yrdb954, us_30126
nm_1240,峣關,yao guan,yrdb954, us_40017
nm_1241,峪口鎮,yukou zhen,yrdb955,us_80718
nm_1242,峰山,feng shan,yrdb956,ds_552
nm_1243,峰山,feng shan,yrdb956, ds_1172
nm_1244,嶗峪口,laoyu kou,yrdb957,us_80236
nm_1245,崇正鎮,chongzheng zhen,yrdb958,us_80296
nm_1246,崇福埽,chongfu sao,yrdb959,ds_79
nm_1247,崇禧寺,chongxi si,yrdb960,us_81048
nm_1248,崇賢堡,chongxian bao,yrdb961,us_80988
nm_1249,崇陽鎮,chongyang zhen,yrdb962,us_70369
nm_1250,崔家口,cuijia kou,yrdb963,ds_80
nm_1251,崔家崖,cuijiaya,yrdb964,us_81107
nm_1252,崔楊壩,cuiyang ba,yrdb965,ds_81
nm_1253,崔鎮,cui zhen,yrdb966,ds_82
nm_1254,崿阪,eban,yrdb967,us_40097
nm_1255,嵩縣,song xian,yrdb968,ds_1166
nm_1256,嶑水,xiang shui,yrdb969,ds_1749
nm_1257,巉口關,chankou guan,yrdb971,us_70187
nm_1258,巉口關,chankou guan,yrdb971, us_80507
nm_1259,工巴寺,gongba si,yrdb972,us_80321
nm_1260,左國城,zuoguo cheng,yrdb973,us_30095
nm_1261,左國城,zuoguo cheng,yrdb973, us_40013
nm_1262,巧爾極,qiaoerji,yrdb974,us_81076
nm_1263,巨野,juye,yrdb975,ds_1034
nm_1264,鞏縣,gong xian,yrdb976,ds_380
nm_1265,巴公鎮,bagong zhen,yrdb977,us_80956
nm_1266,巴爾蘇海,baersuhai,yrdb978,us_81020
nm_1267,巴州驛,bazhou yi,yrdb979,us_80357
nm_1268,巴暖三川營,banuansanchuan ying,yrdb980,us_80358
nm_1269,巴燕灘,bayan tan,yrdb981,us_80312
nm_1270,巴顏喀拉山,bayankala shan,yrdb982,ds_1671
nm_1271,布爾汗兔,buerhantu,yrdb983,us_81047
nm_1272,師同橋,shitong qiao,yrdb984,us_70065
nm_1273,師家寨,shijia zhai,yrdb985,us_80076
nm_1274,席家堡站,xijiapu zhan,yrdb986,us_70439
nm_1275,常樂堡,changle bao,yrdb987,us_80051
nm_1276,常樂鎮,changle zhen,yrdb988,us_80940
nm_1277,常樂驛,changle yi,yrdb989,ds_57
nm_1278,常信堡,changxin bao,yrdb990,us_70229
nm_1279,常頭壩,changtou ba,yrdb991,ds_58
nm_1280,常州,chang zhou,yrdb992,ds_1337
nm_1281,常石頭堡,changshitou bao,yrdb993,us_80302
nm_1282,幹河鎮,ganhe zhen,yrdb994,us_80784
nm_1283,幹鹽池堡,ganyanchi bao,yrdb995,us_70188
nm_1284,平樂觀,pingleguan,yrdb996,us_20220
nm_1285,平樂觀,pingleguan,yrdb996, us_40168
nm_1286,平涼,pingliang,yrdb997,ds_1107
nm_1287,平刑關,pingxing guan,yrdb998,us_70146
nm_1288,平刑關,pingxing guan,yrdb998, us_80840
nm_1289,平南川,pingnan chuan,yrdb999,us_80539
nm_1290,平原,pingyuan,yrdb1000,ds_145
nm_1291,平原縣,pingyuan xian,yrdb1001,ds_1113
nm_1292,平縣,ping xian,yrdb1002,us_40154
nm_1293,平縣,ping xian,yrdb1002, us_40163
nm_1294,平周,pingzhou,yrdb1003,us_10040
nm_1295,平城堡,pingcheng bao,yrdb1004,us_80369
nm_1296,平城鎮,pingcheng zhen,yrdb1005,us_80970
nm_1297,平子鎮,pingzi zhen,yrdb1006,us_80582
nm_1298,平安鎮,pingan zhen,yrdb1007,ds_450
nm_1299,平山墩,pingshandun,yrdb1008,us_70300
nm_1300,平晉,pingjin,yrdb1009,ds_1106
nm_1301,平渡關,pingdu guan,yrdb1010,us_70014
nm_1302,平渡關,pingdu guan,yrdb1010, us_80809
nm_1303,平灘堡,pingtan bao,yrdb1011,us_80395
nm_1304,平灘堡,pingtan bao,yrdb1011, us_70430
nm_1305,平潭站,pingtan zhan,yrdb1013,us_70397
nm_1306,平絨驛,pingrong yi,yrdb1014,us_80350
nm_1307,平羅,pingluo,yrdb1015,ds_1109
nm_1308,平羌堡,pingqiang bao,yrdb1016,us_70220
nm_1309,平羌堡,pingqiang bao,yrdb1016, us_80442
nm_1310,平舒,pingshu,yrdb1017,us_20009
nm_1311,平舒,pingshu,yrdb1017, us_40029
nm_1312,平襄,pingxiang,yrdb1018,us_40027
nm_1313,平譚城,pingtan cheng,yrdb1019,us_40124
nm_1314,平遙縣,pingyao xian,yrdb1020,ds_1111
nm_1315,平邑,ping yi,yrdb1021,us_20042
nm_1316,平邑,ping yi,yrdb1021, us_10152
nm_1317,平陽,pingyang,yrdb1022,ds_1110
nm_1318,平陰,pingyin,yrdb1023,us_10150
nm_1319,平陰,pingyin,yrdb1023, ds_1112
nm_1320,平陰,pingyin,yrdb1023, ds_71
nm_1321,平陸,pinglu,yrdb1025,ds_451
nm_1322,平陸,pinglu,yrdb1025, ds_1108
nm_1323,平順,pingshun,yrdb1027,us_80987
nm_1324,並州,bing zhou,yrdb1028,ds_1329
nm_1325,幸城,xing cheng,yrdb1029,us_40110
nm_1326,幽州,you zhou,yrdb1030,ds_1554
nm_1327,廣宗寺,guangzong si,yrdb1031,us_80446
nm_1328,廣平,guangping,yrdb1032,ds_964
nm_1329,廣德,guangde,yrdb1033,ds_962
nm_1330,廣武,guangwu,yrdb1034,ds_551
nm_1331,廣武,guangwu,yrdb1034, us_20185
nm_1332,廣武,guangwu,yrdb1034, us_20079
nm_1333,廣武,guangwu,yrdb1034, us_10003
nm_1334,廣武城,guangwu cheng,yrdb1035,us_40236
nm_1335,廣武埽,guangwu sao,yrdb1036,ds_184
nm_1336,廣武埽,guangwu sao,yrdb1036, ds_965
nm_1337,廣武埽,guangwu sao,yrdb1036, ds_966
nm_1338,廣武山,guangwu shan,yrdb1037,ds_1638
nm_1339,廣武山官莊峪,guangwushanguanzhuangyu,yrdb1038,ds_1690
nm_1340,廣武莊,guangwu zhuang,yrdb1039,us_70020
nm_1341,廣武莊,guangwu zhuang,yrdb1039, us_80764
nm_1342,廣武站,guangwu zhan,yrdb1040,us_70404
nm_1343,廣武站,guangwu zhan,yrdb1040, us_20044
nm_1344,廣武營,guangwu ying,yrdb1041,us_70106
nm_1345,廣濟,guangji,yrdb1042,ds_963
nm_1346,廣濟渠,guangji qu,yrdb1043,ds_1688
nm_1347,五當招,wudangzhao,yrdb1044,us_81084
nm_1348,廣通渠,guangtong qu,yrdb1045,ds_1689
nm_1349,廣阿,guanga,yrdb1046,ds_961
nm_1350,莊浪,zhuanglang,yrdb1047,us_80497
nm_1351,慶元路,qingyuan lu,yrdb1048,ds_1636
nm_1352,慶州,qing zhou,yrdb1049,ds_1472
nm_1353,慶都,qingdu,yrdb1050,ds_1135
nm_1354,慶陽,qingyang,yrdb1051,ds_1136
nm_1355,環縣,huan xian,yrdb1052,ds_1471
nm_1356,廬州,lu zhou,yrdb1053,ds_1076
nm_1357,廬州,lu zhou,yrdb1053, ds_1445
nm_1358,應吉理站,yingjili zhan,yrdb1054,us_70487
nm_1359,應城,ying cheng,yrdb1055,us_40111
nm_1360,應天府,yingtian fu,yrdb1056,ds_1550
nm_1361,底店鎮,didian zhen,yrdb1057,us_81140
nm_1362,底廟,di miao,yrdb1058,us_80201
nm_1363,店頭,diantou,yrdb1059,us_80151
nm_1364,店子峽,dianzixia,yrdb1060,us_81142
nm_1365,店子川,dianzi chuan,yrdb1061,us_80383
nm_1366,店張鎮,dianzhang zhen,yrdb1062,us_80220
nm_1367,廟前鎮,miaoqian zhen,yrdb1063,us_80914
nm_1368,廟灣,miao wan,yrdb1064,us_80204
nm_1369,廟道口,miaodao kou,yrdb1065,ds_414
nm_1370,府店鎮,fudian zhen,yrdb1066,us_80029
nm_1371,胖家屯,pangjia tun,yrdb1067,ds_444
nm_1372,康家寨,kangjia zhai,yrdb1068,us_80327
nm_1373,康家崖,kangjiaya,yrdb1069,us_80381
nm_1374,康成鎮,kangcheng zhen,yrdb1070,us_80769
nm_1375,廓州,kuo zhou,yrdb1071,ds_1437
nm_1376,延安,yanan,yrdb1072,ds_1252
nm_1377,延安路,yanan lu,yrdb1073,ds_937
nm_1378,延安鎮,yanan zhen,yrdb1074,ds_742
nm_1379,延壽城,yanshou cheng,yrdb1075,us_20071
nm_1380,延壽城,yanshou cheng,yrdb1075, us_30068
nm_1381,延壽城,yanshou cheng,yrdb1075, us_40098
nm_1382,延州,yan zhou,yrdb1076,ds_1537
nm_1383,延水關,yanshui guan,yrdb1077,us_70352
nm_1384,延水關,yanshui guan,yrdb1077, us_80109
nm_1385,延津縣,yanjin xian,yrdb1078,ds_9
nm_1386,延津縣,yanjin xian,yrdb1078, ds_1253
nm_1387,建義口,jianyi kou,yrdb1079,ds_279
nm_1388,建威城,jianwei cheng,yrdb1080,us_20242
nm_1389,建安堡,jianan bao,yrdb1081,us_70337
nm_1390,建安堡,jianan bao,yrdb1081, us_80049
nm_1391,建莊,jian zhuang,yrdb1082,us_80155
nm_1392,建康府,jiankang fu,yrdb1083,ds_1411
nm_1393,建章宮,jianzhang gong,yrdb1084,us_20084
nm_1394,開城,kai cheng,yrdb1085,us_70199
nm_1395,開城,kai cheng,yrdb1085, us_80488
nm_1396,開封,kaifeng,yrdb1086,ds_48
nm_1397,開封,kaifeng,yrdb1086, ds_75
nm_1398,開封,kaifeng,yrdb1086, ds_77
nm_1399,開封,kaifeng,yrdb1086, ds_135
nm_1400,開封,kaifeng,yrdb1086, ds_171
nm_1401,開封,kaifeng,yrdb1086, ds_182
nm_1402,開封,kaifeng,yrdb1086, ds_190
nm_1403,開封,kaifeng,yrdb1086, ds_217
nm_1404,開封,kaifeng,yrdb1086, ds_218
nm_1405,開封,kaifeng,yrdb1086, ds_250
nm_1406,開封,kaifeng,yrdb1086, ds_257
nm_1407,開封,kaifeng,yrdb1086, ds_260
nm_1408,開封,kaifeng,yrdb1086, ds_264
nm_1409,開封,kaifeng,yrdb1086, ds_288
nm_1410,開封,kaifeng,yrdb1086, ds_294
nm_1411,開封,kaifeng,yrdb1086, ds_296
nm_1412,開封,kaifeng,yrdb1086, ds_300
nm_1413,開封,kaifeng,yrdb1086, ds_358
nm_1414,開封,kaifeng,yrdb1086, ds_411
nm_1415,開封,kaifeng,yrdb1086, ds_435
nm_1416,開封,kaifeng,yrdb1086, ds_454
nm_1417,開封,kaifeng,yrdb1086, ds_523
nm_1418,開封,kaifeng,yrdb1086, ds_557
nm_1419,開封,kaifeng,yrdb1086, ds_572
nm_1420,開封,kaifeng,yrdb1086, ds_591
nm_1421,開封,kaifeng,yrdb1086, ds_776
nm_1422,開封,kaifeng,yrdb1086, ds_790
nm_1423,開封,kaifeng,yrdb1086, ds_808
nm_1424,開封,kaifeng,yrdb1086, ds_811
nm_1425,開封,kaifeng,yrdb1086, ds_868
nm_1426,開封,kaifeng,yrdb1086, ds_894
nm_1427,開封,kaifeng,yrdb1086, ds_1224
nm_1428,開封,kaifeng,yrdb1086, ds_1433
nm_1429,開封,kaifeng,yrdb1086, ds_1421
nm_1430,開封,kaifeng,yrdb1086, ds_1434
nm_1431,開封,kaifeng,yrdb1086, ds_155
nm_1432,開封,kaifeng,yrdb1086, ds_318
nm_1433,開封,kaifeng,yrdb1086, ds_547
nm_1434,開封,kaifeng,yrdb1086, ds_932
nm_1435,開封,kaifeng,yrdb1086, ds_1251
nm_1436,開封,kaifeng,yrdb1086, ds_1327
nm_1437,開封,kaifeng,yrdb1086, ds_880
nm_1438,開封縣,kaifeng xian,yrdb1088,ds_557
nm_1439,開封府,kaifeng fu,yrdb1089,ds_88
nm_1440,開封府,kaifeng fu,yrdb1089, ds_580
nm_1441,開封府,kaifeng fu,yrdb1089, ds_1193
nm_1442,開封府,kaifeng fu,yrdb1089, ds_1271
nm_1443,開封府,kaifeng fu,yrdb1089, ds_1263
nm_1444,開州,kai zhou,yrdb1090,ds_100
nm_1445,開州,kai zhou,yrdb1090, ds_287
nm_1446,開州,kai zhou,yrdb1090, ds_1040
nm_1447,開州,kai zhou,yrdb1090, ds_1118
nm_1448,開州,kai zhou,yrdb1090, ds_1435
nm_1449,開柵堡,kaizha bao,yrdb1091,us_80688
nm_1450,開邊寨,kaibian zhai,yrdb1092,us_80551
nm_1451,弓門鎮,gongmen zhen,yrdb1093,us_81181
nm_1452,弘賜堡,hongci bao,yrdb1094,us_70126
nm_1453,張為村,zhangwei cun,yrdb1095,ds_820
nm_1454,張義堡,zhangyi bao,yrdb1096,us_80490
nm_1455,張亮堡,zhangliang bao,yrdb1097,us_70230
nm_1456,張蘭鎮,zhanglan zhen,yrdb1098,us_80747
nm_1457,張凈鎮,zhangjing zhen,yrdb1099,us_80882
nm_1458,張包口,zhangbao kou,yrdb1100,ds_803
nm_1459,張家,zhangjia,yrdb1101,ds_219
nm_1460,張家口,zhangjia kou,yrdb1102,ds_807
nm_1461,張家坪,zhangjia ping,yrdb1103,us_80055
nm_1462,張家屯,zhangjia tun,yrdb1104,ds_810
nm_1463,張家川,zhangjia chuan,yrdb1105,us_70261
nm_1464,張家川,zhangjia chuan,yrdb1105, us_80549
nm_1465,張家川鎮,zhangjiachuan zhen,yrdb1106,us_80766
nm_1466,張家莊,zhangjia zhuang,yrdb1107,ds_813
nm_1467,張家莊,zhangjia zhuang,yrdb1107, ds_814
nm_1468,張家莊,zhangjia zhuang,yrdb1107, ds_815
nm_1469,張家莊,zhangjia zhuang,yrdb1107, ds_816
nm_1470,張家支門,zhangjiazhimen,yrdb1108,ds_812
nm_1471,張家樓,zhangjialou,yrdb1109,ds_808
nm_1472,張家灣,zhangjia wan,yrdb1110,ds_811
nm_1473,張家灘,zhangjia tan,yrdb1111,us_80112
nm_1474,張家馬路,zhangjiama lu,yrdb1112,ds_809
nm_1475,張嶽鎮,zhangyue zhen,yrdb1113,us_80918
nm_1476,張莊運口,zhangzhuangyun kou,yrdb1114,ds_822
nm_1477,張店鎮,zhangdian zhen,yrdb1115,us_80935
nm_1478,張恩堡,zhangen bao,yrdb1116,us_80425
nm_1479,張成口,zhangcheng kou,yrdb1117,ds_804
nm_1480,張成堡,zhangcheng bao,yrdb1118,us_81123
nm_1481,張易堡,zhangyi bao,yrdb1119,us_70200
nm_1482,張村,zhang cun,yrdb1120,ds_805
nm_1483,張村鎮,zhangcun zhen,yrdb1121,us_80134
nm_1484,張楊城,zhangyang cheng,yrdb1122,us_40069
nm_1485,張澤濼,zhangzeluo,yrdb1123,ds_821
nm_1486,張洪鎮,zhanghong zhen,yrdb1124,us_80198
nm_1487,張福堤,zhangfu di,yrdb1125,ds_806
nm_1488,張秋,zhangqiu,yrdb1126,ds_289
nm_1489,張秋,zhangqiu,yrdb1126, ds_819
nm_1490,張秋鎮,zhangqiu zhen,yrdb1127,ds_818
nm_1491,濮陽濼,zhangqiuzhenpuyangluo,yrdb1128,ds_819
nm_1492,張見口,zhangjian kou,yrdb1129,ds_817
nm_1493,張金村,zhangjin cun,yrdb1130,us_80033
nm_1494,彌混戍,mihunshu,yrdb1131,us_40301
nm_1495,強家沙窩,qiangjiashawo,yrdb1132,us_80430
nm_1496,歸義,guiyi,yrdb1133,ds_969
nm_1497,歸義城,guiyi cheng,yrdb1134,us_20240
nm_1498,歸仁堤,guiren di,yrdb1135,ds_185
nm_1499,歸化城,guihua cheng,yrdb1136,ds_968
nm_1500,歸化城,guihua cheng,yrdb1136, us_70031
nm_1501,歸德,guide,yrdb1138,us_20255
nm_1502,歸德府,guide fu,yrdb1139,ds_1175
nm_1503,歸德府,guide fu,yrdb1139, ds_8
nm_1504,歸德府,guide fu,yrdb1139, ds_119
nm_1505,歸德府,guide fu,yrdb1139, ds_186
nm_1506,歸德府,guide fu,yrdb1139, ds_444
nm_1507,歸德府,guide fu,yrdb1139, ds_700
nm_1508,歸德府,guide fu,yrdb1139, ds_723
nm_1509,歸德府,guide fu,yrdb1139, ds_778
nm_1510,歸德府,guide fu,yrdb1139, ds_967
nm_1511,歸德府,guide fu,yrdb1139, ds_1099
nm_1512,歸德府,guide fu,yrdb1139, ds_1275
nm_1513,歸德府,guide fu,yrdb1139, ds_1377
nm_1514,歸德府,guide fu,yrdb1139, ds_1378
nm_1515,歸德堡,guide bao,yrdb1141,us_70329
nm_1516,歸德堡,guide bao,yrdb1141, us_80053
nm_1517,當原城,dangyuan cheng,yrdb1143,us_40210
nm_1518,當階城,dangjie cheng,yrdb1144,us_40084
nm_1519,彘,zhi,yrdb1145,us_10043
nm_1520,彤,tong,yrdb1146,us_10098
nm_1521,彭城,peng cheng,yrdb1147,ds_1103
nm_1522,彭婆鎮,pengpo zhen,yrdb1148,us_80025
nm_1523,彭家灘,pengjia tan,yrdb1149,ds_445
nm_1524,彰德,zhangde,yrdb1150,ds_1296
nm_1525,征,zheng,yrdb1151,us_20010
nm_1526,徐,xu,yrdb1152,ds_1247
nm_1527,徐升鎮,xusheng zhen,yrdb1153,ds_736
nm_1528,徐國,xu guo,yrdb1154,ds_1657
nm_1529,徐城,xu cheng,yrdb1155,ds_1248
nm_1530,徐家口,xujia kou,yrdb1156,ds_732
nm_1531,徐家莊,xujia zhuang,yrdb1157,ds_735
nm_1532,徐家沙窩,xujiashawo,yrdb1158,ds_733
nm_1533,徐家灣,xujia wan,yrdb1159,ds_734
nm_1534,徐州,xu zhou,yrdb1160,ds_34
nm_1535,徐州,xu zhou,yrdb1160, ds_86
nm_1536,徐州,xu zhou,yrdb1160, ds_90
nm_1537,徐州,xu zhou,yrdb1160, ds_147
nm_1538,徐州,xu zhou,yrdb1160, ds_172
nm_1539,徐州,xu zhou,yrdb1160, ds_192
nm_1540,徐州,xu zhou,yrdb1160, ds_238
nm_1541,徐州,xu zhou,yrdb1160, ds_247
nm_1542,徐州,xu zhou,yrdb1160, ds_261
nm_1543,徐州,xu zhou,yrdb1160, ds_311
nm_1544,徐州,xu zhou,yrdb1160, ds_314
nm_1545,徐州,xu zhou,yrdb1160, ds_321
nm_1546,徐州,xu zhou,yrdb1160, ds_385
nm_1547,徐州,xu zhou,yrdb1160, ds_419
nm_1548,徐州,xu zhou,yrdb1160, ds_436
nm_1549,徐州,xu zhou,yrdb1160, ds_437
nm_1550,徐州,xu zhou,yrdb1160, ds_464
nm_1551,徐州,xu zhou,yrdb1160, ds_490
nm_1552,徐州,xu zhou,yrdb1160, ds_560
nm_1553,徐州,xu zhou,yrdb1160, ds_636
nm_1554,徐州,xu zhou,yrdb1160, ds_682
nm_1555,徐州,xu zhou,yrdb1160, ds_701
nm_1556,徐州,xu zhou,yrdb1160, ds_702
nm_1557,徐州,xu zhou,yrdb1160, ds_751
nm_1558,徐州,xu zhou,yrdb1160, ds_1103
nm_1559,徐州,xu zhou,yrdb1160, ds_1131
nm_1560,徐州,xu zhou,yrdb1160, ds_1530
nm_1561,徐州,xu zhou,yrdb1160, ds_1531
nm_1562,徐州,xu zhou,yrdb1160, ds_1532
nm_1563,徐溝,xu gou,yrdb1161,ds_1249
nm_1564,徐溪口,xuxi kou,yrdb1162,ds_737
nm_1565,得勝堡,desheng bao,yrdb1163,us_80824
nm_1566,微子鎮,weizi zhen,yrdb1165,us_80984
nm_1567,微子鎮,weizi zhen,yrdb1165, us_40113
nm_1568,德州,de zhou,yrdb1166,ds_1120
nm_1569,德州,de zhou,yrdb1166, ds_1352
nm_1570,德平縣,deping xian,yrdb1167,ds_909
nm_1571,德清軍,deqing jun,yrdb1168,ds_910
nm_1572,德清軍,deqing jun,yrdb1168, ds_1350
nm_1573,德勝寨,desheng zhai,yrdb1169,us_70438
nm_1574,德順,deshun,yrdb1170,ds_911
nm_1575,德順軍,deshun jun,yrdb1171,ds_1351
nm_1576,忠州,zhong zhou,yrdb1172,ds_1568
nm_1577,忻口,xin kou,yrdb1173,us_80866
nm_1578,忻口,xin kou,yrdb1173, us_70101
nm_1579,忻州,xin zhou,yrdb1175,ds_1521
nm_1580,忻都城,xindu cheng,yrdb1176,us_70297
nm_1581,懷,huai,yrdb1177,ds_993
nm_1582,懷慶府,huaiqing fu,yrdb1181,ds_996
nm_1583,懷慶府,huaiqing fu,yrdb1181, ds_1597
nm_1584,懷慶府,huaiqing fu,yrdb1181, ds_1002
nm_1585,懷慶府,huaiqing fu,yrdb1181, ds_1448
nm_1586,懷慶府,huaiqing fu,yrdb1181, ds_1395
nm_1587,懷朔,huaishuo,yrdb1183,us_40274
nm_1588,懷朔,huaishuo,yrdb1183, us_40280
nm_1589,懷朔,huaishuo,yrdb1183, ds_995
nm_1590,懷荒,huaihuang,yrdb1184,ds_994
nm_1591,懷遠,huaiyuan,yrdb1185,ds_997
nm_1592,懷遠堡,huaiyuan bao,yrdb1186,us_70328
nm_1593,思巴斯關,sibasi guan,yrdb1187,us_81089
nm_1594,思野堡,siye bao,yrdb1188,us_80915
nm_1595,思齊口,siqi kou,yrdb1189,ds_547
nm_1596,恩縣,en xian,yrdb1190,ds_923
nm_1597,恩和堡,enhe bao,yrdb1191,us_80423
nm_1598,恩州,en zhou,yrdb1192,ds_431
nm_1599,恩州,en zhou,yrdb1192, ds_658
nm_1600,恩州,en zhou,yrdb1192, ds_1364
nm_1601,惠安堡,huian bao,yrdb1194,us_70243
nm_1602,惠安堡,huian bao,yrdb1194, us_80468
nm_1603,惠家園,huijiayuan,yrdb1195,us_80080
nm_1604,惠家莊,huijia zhuang,yrdb1196,us_80680
nm_1605,惠民縣,huimin xian,yrdb1197,ds_359
nm_1606,惠民縣,huimin xian,yrdb1197, ds_631
nm_1607,惠民縣,huimin xian,yrdb1197, ds_669
nm_1608,惠民縣,huimin xian,yrdb1197, ds_767
nm_1609,惠民縣,huimin xian,yrdb1197, ds_1005
nm_1610,惠民縣,huimin xian,yrdb1197, ds_1006
nm_1611,惠濟祠,huijici,yrdb1198,ds_265
nm_1612,慕家樓,mujialou,yrdb1199,ds_421
nm_1613,戎城,rong cheng,yrdb1200,us_30077
nm_1614,戲亭,xi ting,yrdb1202,us_20147
nm_1615,戲亭,xi ting,yrdb1202, us_40240
nm_1616,戲亭,xi ting,yrdb1202, us_20007
nm_1617,戲亭,xi ting,yrdb1202, us_10101
nm_1618,成州,cheng zhou,yrdb1203,ds_1339
nm_1619,成平,chengping,yrdb1204,ds_895
nm_1620,成晉站,chengjin zhan,yrdb1205,us_70390
nm_1621,成臯關,chenggao guan,yrdb1207,us_30071
nm_1622,成臯關,chenggao guan,yrdb1207, us_10005
nm_1623,戚字堡,qizi bao,yrdb1208,ds_463
nm_1624,戚家港,qijiagang,yrdb1209,ds_461
nm_1625,戚山,qi shan,yrdb1210,ds_462
nm_1626,戛魯第,jialudi,yrdb1211,us_81080
nm_1627,戴家樓,daijialou,yrdb1212,ds_105
nm_1628,戴州,dai zhou,yrdb1213,ds_1347
nm_1629,戴百戶營,daibaihu ying,yrdb1214,ds_104
nm_1630,房家埽,fangjia sao,yrdb1215,ds_926
nm_1631,房村,fang cun,yrdb1216,ds_146
nm_1632,房村集,fangcun ji,yrdb1217,ds_147
nm_1633,扈,hu,yrdb1218,ds_990
