,yrdb_id,place,event
2578,yrdb2788,ds_273,ev_600
2579,yrdb2788,ds_273,ev_741
2580,yrdb2788,ds_273,ev_608
2581,yrdb830,ds_1490,ev_306
2582,yrdb830,ds_1490,ev_396
2583,yrdb830,ds_1490,ev_469
2584,yrdb830,ds_1490,ev_593
2585,yrdb830,ds_1490,ev_621
2586,yrdb830,ds_1490,ev_651
2587,yrdb830,ds_1490,ev_652
2588,yrdb830,ds_1490,ev_735
2589,yrdb830,ds_1490,ev_737
2590,yrdb830,ds_1490,ev_759
2591,yrdb830,ds_1490,ev_907
2592,yrdb832,ds_1317,ev_969
2593,yrdb839,ds_123,ev_2620
2594,yrdb2301,ds_123,ev_2620
2595,yrdb845,ds_125,ev_790
2596,yrdb1971,ds_125,ev_790
2597,yrdb847,ds_124,ev_1208
2598,yrdb847,ds_124,ev_1197
2599,yrdb847,ds_913,ev_1327
2600,yrdb847,ds_913,ev_1462
2601,yrdb847,ds_913,ev_1499
2602,yrdb847,ds_913,ev_3421
2603,yrdb1360,ds_913,ev_1327
2604,yrdb1360,ds_913,ev_1462
2605,yrdb1360,ds_913,ev_1499
2606,yrdb1360,ds_913,ev_3421
2607,yrdb853,ds_877,ev_2174
2608,yrdb853,ds_877,ev_2179
2609,yrdb855,ds_1658,ev_2206
2610,yrdb856,ds_1534,ev_907
2611,yrdb858,ds_1250,ev_1753
2612,yrdb864,ds_157,ev_2053
2613,yrdb864,ds_157,ev_1751
2614,yrdb2399,ds_157,ev_2053
2615,yrdb2399,ds_157,ev_1751
2616,yrdb864,ds_1244,ev_2387
2617,yrdb864,ds_1244,ev_2707
2618,yrdb864,ds_1244,ev_2714
2619,yrdb864,ds_1244,ev_2718
2620,yrdb864,ds_1529,ev_1259
2621,yrdb864,ds_1529,ev_581
2622,yrdb864,ds_1529,ev_593
2623,yrdb864,ds_1529,ev_1287
2624,yrdb864,ds_1529,ev_1376
2625,yrdb864,ds_1529,ev_1437
2626,yrdb864,ds_1529,ev_1625
2627,yrdb864,ds_1529,ev_1747
2628,yrdb864,ds_1529,ev_1762
2629,yrdb864,ds_1529,ev_1764
2630,yrdb864,ds_1529,ev_1766
2631,yrdb864,ds_1529,ev_2403
2632,yrdb864,ds_1529,ev_2750
2633,yrdb864,ds_1529,ev_2787
2634,yrdb864,ds_1529,ev_2789
2635,yrdb864,ds_1529,ev_3204
2636,yrdb865,ds_730,ev_48
2637,yrdb866,ds_43,ev_2352
2638,yrdb866,ds_43,ev_2320
2639,yrdb866,ds_43,ev_2521
2640,yrdb866,ds_43,ev_2371
2641,yrdb2666,ds_43,ev_2352
2642,yrdb2666,ds_43,ev_2320
2643,yrdb2666,ds_43,ev_2521
2644,yrdb2666,ds_43,ev_2371
2645,yrdb866,ds_333,ev_1982
2646,yrdb1408,ds_333,ev_1982
2647,yrdb866,ds_378,ev_2231
2648,yrdb2455,ds_378,ev_2231
2649,yrdb866,ds_418,ev_2320
2650,yrdb2321,ds_418,ev_2320
2651,yrdb866,ds_655,ev_2409
2652,yrdb866,ds_655,ev_2522
2653,yrdb1938,ds_655,ev_2409
2654,yrdb1938,ds_655,ev_2522
2655,yrdb866,ds_696,ev_2423
2656,yrdb866,ds_696,ev_2427
2657,yrdb866,ds_696,ev_2428
2658,yrdb2615,ds_696,ev_2423
2659,yrdb2615,ds_696,ev_2427
2660,yrdb2615,ds_696,ev_2428
2661,yrdb866,ds_703,ev_1751
2662,yrdb866,ds_703,ev_1762
2663,yrdb866,ds_703,ev_1764
2664,yrdb866,ds_703,ev_1766
2665,yrdb866,ds_703,ev_1782
2666,yrdb866,ds_703,ev_1788
2667,yrdb866,ds_703,ev_1791
2668,yrdb866,ds_703,ev_1906
2669,yrdb866,ds_703,ev_1916
2670,yrdb866,ds_703,ev_2077
2671,yrdb866,ds_703,ev_1991
2672,yrdb866,ds_703,ev_1917
2673,yrdb866,ds_703,ev_2053
2674,yrdb866,ds_703,ev_2077
2675,yrdb912,ds_703,ev_1751
2676,yrdb912,ds_703,ev_1762
2677,yrdb912,ds_703,ev_1764
2678,yrdb912,ds_703,ev_1766
2679,yrdb912,ds_703,ev_1782
2680,yrdb912,ds_703,ev_1788
2681,yrdb912,ds_703,ev_1791
2682,yrdb912,ds_703,ev_1906
2683,yrdb912,ds_703,ev_1916
2684,yrdb912,ds_703,ev_2077
2685,yrdb912,ds_703,ev_1991
2686,yrdb912,ds_703,ev_1917
2687,yrdb912,ds_703,ev_2053
2688,yrdb912,ds_703,ev_2077
2689,yrdb866,ds_721,ev_2053
2690,yrdb1296,ds_721,ev_2053
2691,yrdb866,ds_734,ev_2427
2692,yrdb866,ds_734,ev_2421
2693,yrdb866,ds_734,ev_2519
2694,yrdb1159,ds_734,ev_2427
2695,yrdb1159,ds_734,ev_2421
2696,yrdb1159,ds_734,ev_2519
2697,yrdb866,ds_759,ev_2386
2698,yrdb866,ds_759,ev_2461
2699,yrdb1449,ds_759,ev_2386
2700,yrdb1449,ds_759,ev_2461
2701,yrdb866,ds_822,ev_2460
2702,yrdb866,ds_822,ev_2502
2703,yrdb1114,ds_822,ev_2460
2704,yrdb1114,ds_822,ev_2502
2705,yrdb866,ds_864,ev_2409
2706,yrdb1388,ds_864,ev_2409
2707,yrdb866,ds_870,ev_2544
2708,yrdb2397,ds_870,ev_2544
2709,yrdb866,ds_1241,ev_2380
2710,yrdb866,ds_1241,ev_2384
2711,yrdb2164,ds_1241,ev_2380
2712,yrdb2164,ds_1241,ev_2384
2713,yrdb866,ds_1242,ev_2519
2714,yrdb866,ds_1243,ev_1362
2715,yrdb866,ds_1243,ev_1756
2716,yrdb866,ds_1243,ev_1759
2717,yrdb866,ds_1243,ev_1926
2718,yrdb866,ds_1243,ev_1937
2719,yrdb866,ds_1243,ev_1994
2720,yrdb866,ds_1243,ev_2022
2721,yrdb866,ds_1243,ev_2058
2722,yrdb866,ds_1243,ev_2083
2723,yrdb866,ds_1243,ev_2101
2724,yrdb866,ds_1243,ev_2150
2725,yrdb866,ds_1243,ev_2174
2726,yrdb866,ds_1243,ev_2179
2727,yrdb866,ds_1243,ev_2188
2728,yrdb866,ds_1243,ev_2328
2729,yrdb866,ds_1243,ev_2358
2730,yrdb866,ds_1243,ev_2375
2731,yrdb866,ds_1243,ev_2379
2732,yrdb866,ds_1243,ev_2410
2733,yrdb866,ds_1243,ev_2415
2734,yrdb866,ds_1243,ev_2436
2735,yrdb866,ds_1243,ev_2443
2736,yrdb866,ds_1243,ev_2494
2737,yrdb866,ds_1243,ev_2502
2738,yrdb866,ds_1243,ev_2502
2739,yrdb866,ds_1243,ev_2509
2740,yrdb866,ds_1243,ev_2528
2741,yrdb866,ds_1243,ev_2529
2742,yrdb866,ds_1243,ev_2537
2743,yrdb866,ds_1243,ev_2557
2744,yrdb866,ds_1243,ev_2580
2745,yrdb866,ds_1243,ev_2582
2746,yrdb866,ds_1243,ev_2587
2747,yrdb866,ds_1243,ev_2591
2748,yrdb866,ds_1243,ev_2593
2749,yrdb866,ds_1243,ev_2595
2750,yrdb866,ds_1243,ev_2600
2751,yrdb866,ds_1243,ev_2605
2752,yrdb866,ds_1243,ev_2608
2753,yrdb866,ds_1243,ev_2613
2754,yrdb866,ds_1243,ev_2620
2755,yrdb866,ds_1243,ev_2634
2756,yrdb866,ds_1243,ev_2644
2757,yrdb866,ds_1243,ev_2660
2758,yrdb866,ds_1243,ev_2667
2759,yrdb866,ds_1243,ev_2670
2760,yrdb866,ds_1243,ev_2676
2761,yrdb866,ds_1243,ev_2684
2762,yrdb866,ds_1243,ev_2686
2763,yrdb866,ds_1243,ev_2698
2764,yrdb866,ds_1243,ev_2706
2765,yrdb866,ds_1243,ev_2720
2766,yrdb866,ds_1243,ev_2728
2767,yrdb866,ds_1243,ev_2776
2768,yrdb866,ds_1243,ev_2826
2769,yrdb866,ds_1243,ev_2883
2770,yrdb866,ds_1243,ev_3120
2771,yrdb866,ds_1243,ev_3131
2772,yrdb866,ds_1243,ev_3385
2773,yrdb866,ds_1243,ev_3400
2774,yrdb866,ds_1243,ev_3470
2775,yrdb866,ds_1243,ev_1819
2776,yrdb866,ds_1243,ev_2220
2777,yrdb866,ds_1243,ev_2238
2778,yrdb866,ds_1243,ev_2584
2779,yrdb866,ds_1243,ev_2690
2780,yrdb866,ds_1243,ev_3023
2781,yrdb866,ds_1243,ev_1922
2782,yrdb866,ds_1243,ev_2417
2783,yrdb867,ds_1087,ev_1411
2784,yrdb868,ds_1449,ev_670
2785,yrdb868,ds_1449,ev_341
2786,yrdb878,ds_83,ev_1310
2787,yrdb883,ds_837,ev_1587
2788,yrdb883,ds_837,ev_1590
2789,yrdb1597,ds_837,ev_1587
2790,yrdb1597,ds_837,ev_1590
2791,yrdb883,ds_1483,ev_469
2792,yrdb883,ds_1483,ev_614
2793,yrdb883,ds_1483,ev_639
2794,yrdb883,ds_1483,ev_699
2795,yrdb883,ds_1483,ev_737
2796,yrdb883,ds_1483,ev_907
2797,yrdb884,ds_19,ev_3579
2798,yrdb2153,ds_19,ev_3579
2799,yrdb884,ds_733,ev_3566
2800,yrdb884,ds_733,ev_3570
2801,yrdb1158,ds_733,ev_3566
2802,yrdb1158,ds_733,ev_3570
2803,yrdb884,ds_765,ev_3692
2804,yrdb884,ds_765,ev_2423
2805,yrdb884,ds_765,ev_3469
2806,yrdb1457,ds_765,ev_3692
2807,yrdb1457,ds_765,ev_2423
2808,yrdb1457,ds_765,ev_3469
2809,yrdb884,ds_1159,ev_1207
2810,yrdb884,ds_1159,ev_2245
2811,yrdb884,ds_1159,ev_3560
2812,yrdb884,ds_1159,ev_3560
2813,yrdb884,ds_1159,ev_3569
2814,yrdb884,ds_1159,ev_3575
2815,yrdb884,ds_1159,ev_3586
2816,yrdb884,ds_1159,ev_3594
2817,yrdb884,ds_1159,ev_3668
2818,yrdb884,ds_1159,ev_3686
2819,yrdb884,ds_1159,ev_3699
2820,yrdb884,ds_1159,ev_3713
2821,yrdb884,ds_1159,ev_3716
2822,yrdb884,ds_1159,ev_1541
2823,yrdb884,ds_1159,ev_1133
2824,yrdb886,ds_149,ev_1204
2825,yrdb886,ds_1368,ev_1167
2826,yrdb886,ds_932,ev_1395
2827,yrdb886,ds_932,ev_687
2828,yrdb886,ds_932,ev_903
2829,yrdb886,ds_932,ev_1212
2830,yrdb886,ds_932,ev_1360
2831,yrdb886,ds_932,ev_1588
2832,yrdb886,ds_932,ev_1625
2833,yrdb886,ds_932,ev_1628
2834,yrdb886,ds_932,ev_1665
2835,yrdb886,ds_932,ev_1667
2836,yrdb886,ds_932,ev_1677
2837,yrdb886,ds_932,ev_1696
2838,yrdb886,ds_932,ev_1747
2839,yrdb886,ds_932,ev_1749
2840,yrdb886,ds_932,ev_1974
2841,yrdb886,ds_932,ev_2011
2842,yrdb886,ds_932,ev_2022
2843,yrdb886,ds_932,ev_2172
2844,yrdb886,ds_932,ev_2247
2845,yrdb886,ds_932,ev_2251
2846,yrdb886,ds_932,ev_2257
2847,yrdb886,ds_932,ev_2698
2848,yrdb886,ds_932,ev_3088
2849,yrdb886,ds_932,ev_3099
2850,yrdb886,ds_932,ev_1477
2851,yrdb886,ds_932,ev_1207
2852,yrdb886,ds_932,ev_1465
2853,yrdb886,ds_932,ev_1486
2854,yrdb886,ds_932,ev_1566
2855,yrdb886,ds_932,ev_1666
2856,yrdb886,ds_932,ev_1720
2857,yrdb886,ds_932,ev_1738
2858,yrdb886,ds_932,ev_2128
2859,yrdb886,ds_932,ev_2166
2860,yrdb886,ds_932,ev_2246
2861,yrdb886,ds_932,ev_2258
2862,yrdb886,ds_932,ev_2261
2863,yrdb886,ds_932,ev_2271
2864,yrdb886,ds_932,ev_2281
2865,yrdb886,ds_932,ev_2312
2866,yrdb886,ds_932,ev_2336
2867,yrdb886,ds_932,ev_2357
2868,yrdb886,ds_932,ev_2442
2869,yrdb886,ds_932,ev_2448
2870,yrdb886,ds_932,ev_2449
2871,yrdb886,ds_932,ev_2795
2872,yrdb886,ds_932,ev_3100
2873,yrdb886,ds_932,ev_3161
2874,yrdb886,ds_932,ev_3195
2875,yrdb886,ds_932,ev_3208
2876,yrdb1086,ds_932,ev_1395
2877,yrdb1086,ds_932,ev_687
2878,yrdb1086,ds_932,ev_903
2879,yrdb1086,ds_932,ev_1212
2880,yrdb1086,ds_932,ev_1360
2881,yrdb1086,ds_932,ev_1588
2882,yrdb1086,ds_932,ev_1625
2883,yrdb1086,ds_932,ev_1628
2884,yrdb1086,ds_932,ev_1665
2885,yrdb1086,ds_932,ev_1667
2886,yrdb1086,ds_932,ev_1677
2887,yrdb1086,ds_932,ev_1696
2888,yrdb1086,ds_932,ev_1747
2889,yrdb1086,ds_932,ev_1749
2890,yrdb1086,ds_932,ev_1974
2891,yrdb1086,ds_932,ev_2011
2892,yrdb1086,ds_932,ev_2022
2893,yrdb1086,ds_932,ev_2172
2894,yrdb1086,ds_932,ev_2247
2895,yrdb1086,ds_932,ev_2251
2896,yrdb1086,ds_932,ev_2257
2897,yrdb1086,ds_932,ev_2698
2898,yrdb1086,ds_932,ev_3088
2899,yrdb1086,ds_932,ev_3099
2900,yrdb1086,ds_932,ev_1477
2901,yrdb1086,ds_932,ev_1207
2902,yrdb1086,ds_932,ev_1465
2903,yrdb1086,ds_932,ev_1486
2904,yrdb1086,ds_932,ev_1566
2905,yrdb1086,ds_932,ev_1666
2906,yrdb1086,ds_932,ev_1720
2907,yrdb1086,ds_932,ev_1738
2908,yrdb1086,ds_932,ev_2128
2909,yrdb1086,ds_932,ev_2166
2910,yrdb1086,ds_932,ev_2246
2911,yrdb1086,ds_932,ev_2258
2912,yrdb1086,ds_932,ev_2261
2913,yrdb1086,ds_932,ev_2271
2914,yrdb1086,ds_932,ev_2281
2915,yrdb1086,ds_932,ev_2312
2916,yrdb1086,ds_932,ev_2336
2917,yrdb1086,ds_932,ev_2357
2918,yrdb1086,ds_932,ev_2442
2919,yrdb1086,ds_932,ev_2448
2920,yrdb1086,ds_932,ev_2449
2921,yrdb1086,ds_932,ev_2795
2922,yrdb1086,ds_932,ev_3100
2923,yrdb1086,ds_932,ev_3161
2924,yrdb1086,ds_932,ev_3195
2925,yrdb1086,ds_932,ev_3208
2926,yrdb886,ds_933,ev_858
2927,yrdb886,ds_291,ev_1640
2928,yrdb886,ds_291,ev_1665
2929,yrdb886,ds_291,ev_1668
2930,yrdb886,ds_291,ev_1720
2931,yrdb886,ds_291,ev_1749
2932,yrdb886,ds_291,ev_1635
2933,yrdb886,ds_291,ev_1609
2934,yrdb886,ds_291,ev_1754
2935,yrdb886,ds_291,ev_2008
2936,yrdb886,ds_291,ev_2165
2937,yrdb886,ds_291,ev_2687
2938,yrdb886,ds_291,ev_2761
2939,yrdb886,ds_291,ev_2244
2940,yrdb886,ds_291,ev_2245
2941,yrdb886,ds_291,ev_1634
2942,yrdb886,ds_291,ev_1747
2943,yrdb886,ds_291,ev_1754
2944,yrdb886,ds_291,ev_1972
2945,yrdb886,ds_291,ev_1756
2946,yrdb886,ds_291,ev_1759
2947,yrdb886,ds_291,ev_2242
2948,yrdb3015,ds_291,ev_1640
2949,yrdb3015,ds_291,ev_1665
2950,yrdb3015,ds_291,ev_1668
2951,yrdb3015,ds_291,ev_1720
2952,yrdb3015,ds_291,ev_1749
2953,yrdb3015,ds_291,ev_1635
2954,yrdb3015,ds_291,ev_1609
2955,yrdb3015,ds_291,ev_1754
2956,yrdb3015,ds_291,ev_2008
2957,yrdb3015,ds_291,ev_2165
2958,yrdb3015,ds_291,ev_2687
2959,yrdb3015,ds_291,ev_2761
2960,yrdb3015,ds_291,ev_2244
2961,yrdb3015,ds_291,ev_2245
2962,yrdb3015,ds_291,ev_1634
2963,yrdb3015,ds_291,ev_1747
2964,yrdb3015,ds_291,ev_1754
2965,yrdb3015,ds_291,ev_1972
2966,yrdb3015,ds_291,ev_1756
2967,yrdb3015,ds_291,ev_1759
2968,yrdb3015,ds_291,ev_2242
2969,yrdb886,ds_718,ev_2020
2970,yrdb1270,ds_718,ev_2020
2971,yrdb894,ds_1729,ev_3150
2972,yrdb897,ds_282,ev_1028
2973,yrdb898,ds_1193,ev_687
2974,yrdb898,ds_1193,ev_1340
2975,yrdb898,ds_1193,ev_1480
2976,yrdb898,ds_1193,ev_1495
2977,yrdb898,ds_1193,ev_1610
2978,yrdb898,ds_1193,ev_1636
2979,yrdb898,ds_1193,ev_1677
2980,yrdb898,ds_1193,ev_1696
2981,yrdb898,ds_1193,ev_1749
2982,yrdb898,ds_1193,ev_768
2983,yrdb1089,ds_1193,ev_687
2984,yrdb1089,ds_1193,ev_1340
2985,yrdb1089,ds_1193,ev_1480
2986,yrdb1089,ds_1193,ev_1495
2987,yrdb1089,ds_1193,ev_1610
2988,yrdb1089,ds_1193,ev_1636
2989,yrdb1089,ds_1193,ev_1677
2990,yrdb1089,ds_1193,ev_1696
2991,yrdb1089,ds_1193,ev_1749
2992,yrdb1089,ds_1193,ev_768
2993,yrdb900,ds_706,ev_3599
2994,yrdb902,ds_711,ev_1068
2995,yrdb902,ds_711,ev_877
2996,yrdb902,ds_711,ev_970
2997,yrdb902,ds_711,ev_967
2998,yrdb1986,ds_711,ev_1068
2999,yrdb1986,ds_711,ev_877
3000,yrdb1986,ds_711,ev_970
3001,yrdb1986,ds_711,ev_967
3002,yrdb903,ds_700,ev_1766
3003,yrdb903,ds_700,ev_1762
3004,yrdb1139,ds_700,ev_1766
3005,yrdb1139,ds_700,ev_1762
3006,yrdb907,ds_701,ev_2134
3007,yrdb1160,ds_701,ev_2134
3008,yrdb913,ds_707,ev_1544
3009,yrdb914,ds_702,ev_1779
3010,yrdb914,ds_702,ev_1791
3011,yrdb914,ds_702,ev_1848
3012,yrdb914,ds_702,ev_1981
3013,yrdb914,ds_702,ev_2055
3014,yrdb914,ds_702,ev_2083
3015,yrdb914,ds_702,ev_1846
3016,yrdb914,ds_702,ev_1847
3017,yrdb914,ds_702,ev_1887
3018,yrdb914,ds_702,ev_1968
3019,yrdb914,ds_702,ev_2053
3020,yrdb914,ds_702,ev_2057
3021,yrdb914,ds_702,ev_1788
3022,yrdb1160,ds_702,ev_1779
3023,yrdb1160,ds_702,ev_1791
3024,yrdb1160,ds_702,ev_1848
3025,yrdb1160,ds_702,ev_1981
3026,yrdb1160,ds_702,ev_2055
3027,yrdb1160,ds_702,ev_2083
3028,yrdb1160,ds_702,ev_1846
3029,yrdb1160,ds_702,ev_1847
3030,yrdb1160,ds_702,ev_1887
3031,yrdb1160,ds_702,ev_1968
3032,yrdb1160,ds_702,ev_2053
3033,yrdb1160,ds_702,ev_2057
3034,yrdb1160,ds_702,ev_1788
3035,yrdb915,ds_708,ev_1429
3036,yrdb915,ds_708,ev_1529
3037,yrdb916,ds_710,ev_2391
3038,yrdb920,ds_704,ev_1405
3039,yrdb920,ds_704,ev_2147
3040,yrdb922,ds_1155,ev_1791
3041,yrdb927,ds_1741,ev_126
3042,yrdb929,ds_25,ev_2020
3043,yrdb929,ds_25,ev_1492
3044,yrdb929,ds_25,ev_1498
3045,yrdb1353,ds_25,ev_2020
3046,yrdb1353,ds_25,ev_1492
3047,yrdb1353,ds_25,ev_1498
3048,yrdb2177,ds_25,ev_2020
3049,yrdb2177,ds_25,ev_1492
3050,yrdb2177,ds_25,ev_1498
3051,yrdb929,ds_47,ev_2191
3052,yrdb929,ds_47,ev_2178
3053,yrdb929,ds_47,ev_2162
3054,yrdb929,ds_47,ev_2194
3055,yrdb1353,ds_47,ev_2191
3056,yrdb1353,ds_47,ev_2178
3057,yrdb1353,ds_47,ev_2162
3058,yrdb1353,ds_47,ev_2194
3059,yrdb1354,ds_47,ev_2191
3060,yrdb1354,ds_47,ev_2178
3061,yrdb1354,ds_47,ev_2162
3062,yrdb1354,ds_47,ev_2194
3063,yrdb929,ds_236,ev_1841
3064,yrdb1353,ds_236,ev_1841
3065,yrdb2511,ds_236,ev_1841
3066,yrdb929,ds_286,ev_1806
3067,yrdb1353,ds_286,ev_1806
3068,yrdb2022,ds_286,ev_1806
3069,yrdb929,ds_339,ev_1794
3070,yrdb929,ds_339,ev_1793
3071,yrdb929,ds_339,ev_1760
3072,yrdb929,ds_339,ev_1850
3073,yrdb929,ds_339,ev_1796
3074,yrdb929,ds_339,ev_1834
3075,yrdb929,ds_339,ev_1846
3076,yrdb929,ds_339,ev_1829
3077,yrdb929,ds_339,ev_1844
3078,yrdb929,ds_339,ev_1845
3079,yrdb929,ds_339,ev_1847
3080,yrdb1353,ds_339,ev_1794
3081,yrdb1353,ds_339,ev_1793
3082,yrdb1353,ds_339,ev_1760
3083,yrdb1353,ds_339,ev_1850
3084,yrdb1353,ds_339,ev_1796
3085,yrdb1353,ds_339,ev_1834
3086,yrdb1353,ds_339,ev_1846
3087,yrdb1353,ds_339,ev_1829
3088,yrdb1353,ds_339,ev_1844
3089,yrdb1353,ds_339,ev_1845
3090,yrdb1353,ds_339,ev_1847
3091,yrdb1543,ds_339,ev_1794
3092,yrdb1543,ds_339,ev_1793
3093,yrdb1543,ds_339,ev_1760
3094,yrdb1543,ds_339,ev_1850
3095,yrdb1543,ds_339,ev_1796
3096,yrdb1543,ds_339,ev_1834
3097,yrdb1543,ds_339,ev_1846
3098,yrdb1543,ds_339,ev_1829
3099,yrdb1543,ds_339,ev_1844
3100,yrdb1543,ds_339,ev_1845
3101,yrdb1543,ds_339,ev_1847
3102,yrdb929,ds_433,ev_2331
3103,yrdb929,ds_433,ev_2325
3104,yrdb1353,ds_433,ev_2331
3105,yrdb1353,ds_433,ev_2325
3106,yrdb2034,ds_433,ev_2331
3107,yrdb2034,ds_433,ev_2325
3108,yrdb929,ds_585,ev_1892
3109,yrdb1353,ds_585,ev_1892
3110,yrdb1549,ds_585,ev_1892
3111,yrdb929,ds_632,ev_2082
3112,yrdb929,ds_632,ev_1921
3113,yrdb929,ds_632,ev_2083
3114,yrdb929,ds_632,ev_2088
3115,yrdb929,ds_632,ev_2095
3116,yrdb1353,ds_632,ev_2082
3117,yrdb1353,ds_632,ev_1921
3118,yrdb1353,ds_632,ev_2083
3119,yrdb1353,ds_632,ev_2088
3120,yrdb1353,ds_632,ev_2095
3121,yrdb2065,ds_632,ev_2082
3122,yrdb2065,ds_632,ev_1921
3123,yrdb2065,ds_632,ev_2083
3124,yrdb2065,ds_632,ev_2088
3125,yrdb2065,ds_632,ev_2095
3126,yrdb929,ds_647,ev_1956
3127,yrdb929,ds_647,ev_1960
3128,yrdb929,ds_647,ev_1976
3129,yrdb929,ds_647,ev_1967
3130,yrdb1353,ds_647,ev_1956
3131,yrdb1353,ds_647,ev_1960
3132,yrdb1353,ds_647,ev_1976
3133,yrdb1353,ds_647,ev_1967
3134,yrdb3270,ds_647,ev_1956
3135,yrdb3270,ds_647,ev_1960
3136,yrdb3270,ds_647,ev_1976
3137,yrdb3270,ds_647,ev_1967
3138,yrdb929,ds_654,ev_1792
3139,yrdb1353,ds_654,ev_1792
3140,yrdb1937,ds_654,ev_1792
3141,yrdb929,ds_698,ev_3553
3142,yrdb2614,ds_698,ev_3553
3143,yrdb3529,ds_698,ev_3553
3144,yrdb929,ds_788,ev_1528
3145,yrdb929,ds_788,ev_1550
3146,yrdb929,ds_788,ev_1751
3147,yrdb929,ds_788,ev_1826
3148,yrdb929,ds_788,ev_1868
3149,yrdb929,ds_788,ev_1965
3150,yrdb929,ds_788,ev_1976
3151,yrdb929,ds_788,ev_2095
3152,yrdb929,ds_788,ev_2217
3153,yrdb929,ds_788,ev_2224
3154,yrdb929,ds_788,ev_1654
3155,yrdb3431,ds_788,ev_1528
3156,yrdb3431,ds_788,ev_1550
3157,yrdb3431,ds_788,ev_1751
3158,yrdb3431,ds_788,ev_1826
3159,yrdb3431,ds_788,ev_1868
3160,yrdb3431,ds_788,ev_1965
3161,yrdb3431,ds_788,ev_1976
3162,yrdb3431,ds_788,ev_2095
3163,yrdb3431,ds_788,ev_2217
3164,yrdb3431,ds_788,ev_2224
3165,yrdb3431,ds_788,ev_1654
3166,yrdb929,ds_842,ev_2655
3167,yrdb1353,ds_842,ev_2655
3168,yrdb2527,ds_842,ev_2655
3169,yrdb929,ds_887,ev_1755
3170,yrdb929,ds_887,ev_1756
3171,yrdb929,ds_887,ev_1759
3172,yrdb929,ds_887,ev_1763
3173,yrdb929,ds_887,ev_1765
3174,yrdb929,ds_887,ev_1778
3175,yrdb929,ds_887,ev_1779
3176,yrdb929,ds_887,ev_1802
3177,yrdb929,ds_887,ev_1809
3178,yrdb929,ds_887,ev_1846
3179,yrdb929,ds_887,ev_1868
3180,yrdb929,ds_887,ev_1872
3181,yrdb929,ds_887,ev_1888
3182,yrdb929,ds_887,ev_1967
3183,yrdb929,ds_887,ev_2022
3184,yrdb929,ds_887,ev_2092
3185,yrdb929,ds_887,ev_2161
3186,yrdb929,ds_887,ev_2226
3187,yrdb929,ds_887,ev_2284
3188,yrdb929,ds_887,ev_2285
3189,yrdb929,ds_887,ev_2295
3190,yrdb929,ds_887,ev_2536
3191,yrdb929,ds_887,ev_2826
3192,yrdb929,ds_887,ev_2854
3193,yrdb929,ds_887,ev_2895
3194,yrdb929,ds_887,ev_2933
3195,yrdb929,ds_887,ev_3040
3196,yrdb929,ds_887,ev_3045
3197,yrdb929,ds_887,ev_3047
3198,yrdb929,ds_887,ev_3049
3199,yrdb929,ds_887,ev_3051
3200,yrdb929,ds_887,ev_3421
3201,yrdb929,ds_887,ev_2921
3202,yrdb1353,ds_887,ev_1755
3203,yrdb1353,ds_887,ev_1756
3204,yrdb1353,ds_887,ev_1759
3205,yrdb1353,ds_887,ev_1763
3206,yrdb1353,ds_887,ev_1765
3207,yrdb1353,ds_887,ev_1778
3208,yrdb1353,ds_887,ev_1779
3209,yrdb1353,ds_887,ev_1802
3210,yrdb1353,ds_887,ev_1809
3211,yrdb1353,ds_887,ev_1846
3212,yrdb1353,ds_887,ev_1868
3213,yrdb1353,ds_887,ev_1872
3214,yrdb1353,ds_887,ev_1888
3215,yrdb1353,ds_887,ev_1967
3216,yrdb1353,ds_887,ev_2022
3217,yrdb1353,ds_887,ev_2092
3218,yrdb1353,ds_887,ev_2161
3219,yrdb1353,ds_887,ev_2226
3220,yrdb1353,ds_887,ev_2284
3221,yrdb1353,ds_887,ev_2285
3222,yrdb1353,ds_887,ev_2295
3223,yrdb1353,ds_887,ev_2536
3224,yrdb1353,ds_887,ev_2826
3225,yrdb1353,ds_887,ev_2854
3226,yrdb1353,ds_887,ev_2895
3227,yrdb1353,ds_887,ev_2933
3228,yrdb1353,ds_887,ev_3040
3229,yrdb1353,ds_887,ev_3045
3230,yrdb1353,ds_887,ev_3047
3231,yrdb1353,ds_887,ev_3049
3232,yrdb1353,ds_887,ev_3051
3233,yrdb1353,ds_887,ev_3421
3234,yrdb1353,ds_887,ev_2921
3235,yrdb929,ds_1034,ev_1559
3236,yrdb929,ds_1034,ev_1721
3237,yrdb929,ds_1034,ev_3421
3238,yrdb929,ds_1034,ev_3452
3239,yrdb929,ds_1034,ev_3464
3240,yrdb929,ds_1034,ev_3496
3241,yrdb929,ds_1034,ev_1109
3242,yrdb929,ds_1034,ev_1499
3243,yrdb975,ds_1034,ev_1559
3244,yrdb975,ds_1034,ev_1721
3245,yrdb975,ds_1034,ev_3421
3246,yrdb975,ds_1034,ev_3452
3247,yrdb975,ds_1034,ev_3464
3248,yrdb975,ds_1034,ev_3496
3249,yrdb975,ds_1034,ev_1109
3250,yrdb975,ds_1034,ev_1499
3251,yrdb929,ds_1356,ev_1417
3252,yrdb929,ds_1356,ev_1427
3253,yrdb929,ds_1356,ev_1672
3254,yrdb929,ds_1356,ev_1677
3255,yrdb929,ds_1356,ev_1701
3256,yrdb929,ds_1356,ev_1702
